-4.867584,0.000000,0.000000
-4.942402,-0.008509,0.000000
-5.015693,-0.017003,0.000000
-5.087410,-0.025466,0.000000
-5.157511,-0.033881,0.000000
-5.225950,-0.042234,0.000000
-5.292685,-0.050508,0.000000
-5.357672,-0.058688,0.000000
-5.420871,-0.066759,0.000000
-5.482240,-0.074705,0.000000
-5.541739,-0.082512,0.000000
-5.599328,-0.090164,0.000000
-5.654969,-0.097647,0.000000
-5.708625,-0.104948,0.000000
-5.760258,-0.112051,0.000000
-5.809835,-0.118943,0.000000
-5.857319,-0.125611,0.000000
-5.902679,-0.132042,0.000000
-5.945881,-0.138223,0.000000
-5.986895,-0.144143,0.000000
-6.025692,-0.149788,0.000000
-6.062242,-0.155148,0.000000
-6.096519,-0.160211,0.000000
-6.128496,-0.164968,0.000000
-6.158150,-0.169408,0.000000
-6.185457,-0.173521,0.000000
-6.210394,-0.177299,0.000000
-6.232943,-0.180733,0.000000
-6.253084,-0.183815,0.000000
-6.270799,-0.186537,0.000000
-6.286072,-0.188892,0.000000
-6.298889,-0.190874,0.000000
-6.309237,-0.192477,0.000000
-6.317104,-0.193696,0.000000
-6.322480,-0.194525,0.000000
-6.325356,-0.194961,0.000000
-6.325726,-0.195000,0.000000
-6.323583,-0.194638,0.000000
-6.318925,-0.193874,0.000000
-6.311748,-0.192705,0.000000
-6.302052,-0.191130,0.000000
-6.289837,-0.189148,0.000000
-6.275105,-0.186760,0.000000
-6.257860,-0.183964,0.000000
-6.238108,-0.180762,0.000000
-6.215855,-0.177156,0.000000
-6.191108,-0.173148,0.000000
-6.163879,-0.168740,0.000000
-6.134178,-0.163935,0.000000
-6.102017,-0.158736,0.000000
-6.067411,-0.153149,0.000000
-6.030376,-0.147177,0.000000
-5.990927,-0.140826,0.000000
-5.949084,-0.134102,0.000000
-5.904867,-0.127010,0.000000
-5.858295,-0.119557,0.000000
-5.809393,-0.111751,0.000000
-5.758183,-0.103598,0.000000
-5.704691,-0.095108,0.000000
-5.648942,-0.086288,0.000000
-5.590965,-0.077147,0.000000
-5.530788,-0.067695,0.000000
-5.468442,-0.057942,0.000000
-5.403957,-0.047896,0.000000
-5.337366,-0.037570,0.000000
-5.268702,-0.026973,0.000000
