Time,Device name设备名称,Chip Time(),Acceleration X(g),Acceleration Y(g),Acceleration Z(g),Angular velocity X(°/s),Angular velocity Y(°/s),Angular velocity Z(°/s),Angle X(°),Angle Y(°),Angle Z(°),Magnetic field X(ʯt),Magnetic field Y(ʯt),Magnetic field Z(ʯt),Temperature(℃),Quaternions 0(),Quaternions 1(),Quaternions 2(),Quaternions 3()
 17:00:38.900,WTCoupler_Out(f9:7a:4a:df:60:c4), 2015-1-1 0:16:58.905, -0.06, 0.239, 1.062, 14.038, 12.695, 43.213, 2.505, 0.626, 149.381, 40.964, -36.162, 0.392, 26.13, 0.56375, 0.01157, 0.00107, 0.82581,
 17:00:38.931,WTCoupler_Out(f9:7a:4a:df:60:c4), 2015-1-1 0:16:58.905, 0.091, 0.173, 1.048, 5.554, 2.563, 43.152, 2.384, 0.522, 151.133, 40.964, -36.162, 0.392, 26.13, 0.56375, 0.01157, 0.00107, 0.82581,
 17:00:38.936,WTCrank(c3:a3:c5:ed:f8:8e), 2015-1-1 0:16:55.935, 0.024, -1.113, -0.104, -0.305, -86.365, -6.042, -6.691, 0.703, -131.292, 29.400, 89.474, -39.102, 25.02, -0.17636, 0.20599, -0.71048, 0.64929,
 17:00:38.939,WTRocker(e2:c7:f5:e1:23:63), 2015-1-1 0:16:49.950, -0.074, 0.036, 0.969, 1.099, 2.93, -3.723, 0.626, 0.313, 84.386, 24.990, -8.134, -80.164, 22.42, 0.5098, 0.00726, 0.00217, 0.8602,
 17:00:38.962,WTCoupler_In(d2:d6:ae:79:8c:70), 2015-1-1 0:16:53.470, -0.107, 0.125, 1.48, -1.892, 2.136, 43.03, 1.714, -0.022, -51.141, 23.814, 3190.978, 58.604, 23.07, 0.8782, 0.00446, -0.00049, -0.47815,
 17:00:38.962,WTCoupler_In(d2:d6:ae:79:8c:70), 2015-1-1 0:16:53.470, 0.091, 0.122, 0.734, -0.305, 0.427, 41.931, 1.747, 0.016, -50.295, 23.814, 3190.978, 58.604, 23.07, 0.8782, 0.00446, -0.00049, -0.47815,
 17:00:38.994,WTCoupler_In(d2:d6:ae:79:8c:70), 2015-1-1 0:16:53.470, -0.078, 0.01, 1.064, -0.305, 1.221, 40.344, 1.802, 0.044, -49.471, 23.814, 3190.978, 58.604, 23.07, 0.8782, 0.00446, -0.00049, -0.47815,
 17:00:39.007,WTCoupler_In(d2:d6:ae:79:8c:70), 2015-1-1 0:16:53.470, -0.056, 0.071, 1.088, -0.671, -0.061, 41.077, 1.846, 0.06, -48.658, 23.814, 3190.978, 58.604, 23.07, 0.8782, 0.00446, -0.00049, -0.47815,
 17:00:39.021,WTCoupler_Out(f9:7a:4a:df:60:c4), 2015-1-1 0:16:58.905, -0.033, -0.015, 0.987, -0.793, -5.249, 40.283, 2.351, 0.428, 152.715, 40.964, -36.162, 0.392, 26.13, 0.56375, 0.01157, 0.00107, 0.82581,
 17:00:39.024,WTCoupler_In(d2:d6:ae:79:8c:70), 2015-1-1 0:16:53.470, 0.032, 0.114, 0.825, 0.366, 1.465, 40.039, 1.89, 0.077, -47.845, 23.814, 3190.978, 58.604, 23.07, 0.8782, 0.00446, -0.00049, -0.47815,
