Time,Device name设备名称,Chip Time(),Acceleration X(g),Acceleration Y(g),Acceleration Z(g),Angular velocity X(°/s),Angular velocity Y(°/s),Angular velocity Z(°/s),Angle X(°),Angle Y(°),Angle Z(°),Magnetic field X(ʯt),Magnetic field Y(ʯt),Magnetic field Z(ʯt),Temperature(℃),Quaternions 0(),Quaternions 1(),Quaternions 2(),Quaternions 3()
 17:04:58.047,WTCoupler_In(d2:d6:ae:79:8c:70), 2015-1-1 0:21:12.085, 0.367, -0.063, 1.008, 0.183, -1.648, -95.947, -1.609, 1.219, -85.721, 23.814, 3190.978, 58.604, 23.12, 0.71701, -0.01071, -0.00171, -0.6969,
 17:04:58.051,WTRocker(e2:c7:f5:e1:23:63), 2015-1-1 0:21:4.545, 0.379, -0.047, 1.006, 1.099, 3.479, 59.753, 0.786, 0.786, 155.638, 23.030, -1.960, -80.066, 22.39, 0.63367, -0.00385, 0.00931, 0.77347,
 17:04:58.073,WTCoupler_Out(f9:7a:4a:df:60:c4), 2015-1-1 0:21:16.300, 0.233, -0.245, 1.012, 2.563, -0.671, -96.924, -3.175, 1.274, 130.671, 33.516, -45.668, 5.292, 26.15, 0.19916, 0.00198, 0.0455, 0.97885,
 17:04:58.076,WTCoupler_In(d2:d6:ae:79:8c:70), 2015-1-1 0:21:12.085, 0.344, -0.107, 0.886, -0.427, -0.549, -93.994, -1.774, 0.791, -87.649, 23.814, 3190.978, 58.604, 23.12, 0.71701, -0.01071, -0.00171, -0.6969,
 17:04:58.076,WTCoupler_In(d2:d6:ae:79:8c:70), 2015-1-1 0:21:12.085, 0.25, -0.017, 1.031, 0.366, -0.488, -91.736, -1.906, 0.39, -89.533, 23.814, 3190.978, 58.604, 23.12, 0.71701, -0.01071, -0.00171, -0.6969,
 17:04:58.077,WTCrank(c3:a3:c5:ed:f8:8e), 2015-1-1 0:21:12.135, 0.239, -1.041, 0.215, -2.075, -197.876, 3.052, -1.417, -7.141, 106.133, 21.266, 68.600, 6.958, 25.09, 0.16422, -0.18652, 0.72925, -0.63742,
 17:04:58.102,WTCoupler_Out(f9:7a:4a:df:60:c4), 2015-1-1 0:21:16.300, -0.017, -0.108, 0.984, 0.854, 1.099, -95.764, -4.021, 0.066, 126.107, 33.516, -45.668, 5.292, 26.15, 0.19916, 0.00198, 0.0455, 0.97885,
 17:04:58.110,WTRocker(e2:c7:f5:e1:23:63), 2015-1-1 0:21:4.545, 0.151, 0.028, 1.009, 0.549, 4.883, -1.099, 0.643, 0.577, 157.659, 23.030, -1.960, -80.066, 22.39, 0.63367, -0.00385, 0.00931, 0.77347,
 17:04:58.135,WTCoupler_In(d2:d6:ae:79:8c:70), 2015-1-1 0:21:12.085, 0.211, 0.021, 0.936, 0.305, -0.61, -87.891, -1.994, 0, -91.351, 23.814, 3190.978, 58.604, 23.12, 0.71701, -0.01071, -0.00171, -0.6969,
 17:04:58.135,WTCoupler_In(d2:d6:ae:79:8c:70), 2015-1-1 0:21:12.085, 0.12, -0.038, 1.122, -0.122, -1.099, -83.862, -2.054, -0.374, -93.082, 23.814, 3190.978, 58.604, 23.12, 0.71701, -0.01071, -0.00171, -0.6969,
 17:04:58.138,WTCrank(c3:a3:c5:ed:f8:8e), 2015-1-1 0:21:12.135, 0.158, -1.006, 0.201, 3.784, -154.175, 3.418, -3.68, -6.823, 123.58, 21.266, 68.600, 6.958, 25.09, 0.16422, -0.18652, 0.72925, -0.63742,
 17:04:58.162,WTCoupler_Out(f9:7a:4a:df:60:c4), 2015-1-1 0:21:16.300, -0.067, 0.143, 1.012, 5.737, 2.502, -86.548, -4.29, -0.89, 121.833, 33.516, -45.668, 5.292, 26.15, 0.19916, 0.00198, 0.0455, 0.97885,
 17:04:58.165,WTCoupler_In(d2:d6:ae:79:8c:70), 2015-1-1 0:21:12.085, 0.203, -0.087, 0.932, 0.793, -1.526, -80.75, -2.093, -0.714, -94.741, 23.814, 3190.978, 58.604, 23.12, 0.71701, -0.01071, -0.00171, -0.6969,
 17:04:58.165,WTCoupler_In(d2:d6:ae:79:8c:70), 2015-1-1 0:21:12.085, 0.171, -0.04, 1.046, 1.404, -1.221, -78.064, -2.093, -1.033, -96.345, 23.814, 3190.978, 58.604, 23.12, 0.71701, -0.01071, -0.00171, -0.6969,
 17:04:58.170,WTRocker(e2:c7:f5:e1:23:63), 2015-1-1 0:21:4.545, 0.057, -0.08, 1.006, -0.427, 1.343, -58.411, 0.324, -0.121, 152.578, 23.030, -1.960, -80.066, 22.39, 0.63367, -0.00385, 0.00931, 0.77347,
 17:04:58.194,WTCoupler_Out(f9:7a:4a:df:60:c4), 2015-1-1 0:21:16.300, 0.027, -0.045, 0.972, -4.028, -5.432, -80.322, -4.499, -1.741, 118.065, 33.516, -45.668, 5.292, 26.15, 0.19916, 0.00198, 0.0455, 0.97885,
 17:04:58.195,WTCoupler_In(d2:d6:ae:79:8c:70), 2015-1-1 0:21:12.085, 0.069, -0.042, 0.97, 0.366, -0.061, -75.073, -2.087, -1.313, -97.888, 23.814, 3190.978, 58.604, 23.12, 0.71701, -0.01071, -0.00171, -0.6969,
 17:04:58.195,WTCoupler_In(d2:d6:ae:79:8c:70), 2015-1-1 0:21:12.085, 0.129, -0.035, 1.023, 0.183, -2.014, -71.716, -2.082, -1.582, -99.366, 23.814, 3190.978, 58.604, 23.12, 0.71701, -0.01071, -0.00171, -0.6969,
 17:04:58.268,WTCrank(c3:a3:c5:ed:f8:8e), 2015-1-1 0:21:12.135, 0.136, -0.998, 0.106, -1.77, -124.512, 0.427, -4.741, -6.257, 136.11, 21.266, 68.600, 6.958, 25.09, 0.16422, -0.18652, 0.72925, -0.63742,
 17:04:58.269,WTRocker(e2:c7:f5:e1:23:63), 2015-1-1 0:21:4.545, -0.036, -0.008, 1.041, -0.793, -2.869, -78.247, 0.104, -0.78, 144.272, 23.030, -1.960, -80.066, 22.39, 0.63367, -0.00385, 0.00931, 0.77347,
 17:04:58.283,WTCoupler_Out(f9:7a:4a:df:60:c4), 2015-1-1 0:21:16.300, -0.212, -0.054, 1.009, -11.414, -7.629, -71.533, -4.334, -2.203, 114.703, 33.516, -45.668, 5.292, 26.15, 0.53735, 0.00171, -0.04007, 0.84235,
 17:04:58.286,WTCoupler_In(d2:d6:ae:79:8c:70), 2015-1-1 0:21:12.085, 0.053, -0.158, 1.045, 0, -0.671, -69.397, -2.065, -1.824, -100.789, 23.814, 3190.978, 58.604, 23.12, 0.71701, -0.01071, -0.00171, -0.6969,
 17:04:58.286,WTCoupler_In(d2:d6:ae:79:8c:70), 2015-1-1 0:21:12.085, 0.027, 0.007, 0.954, 1.892, -0.977, -66.284, -2.038, -2.038, -102.156, 23.814, 3190.978, 58.604, 23.12, 0.71701, -0.01071, -0.00171, -0.6969,
 17:04:58.312,WTCoupler_Out(f9:7a:4a:df:60:c4), 2015-1-1 0:21:16.300, -0.257, 0.235, 1.014, 3.357, -0.366, -65.735, -4.147, -2.532, 111.731, 33.516, -45.668, 5.292, 26.15, 0.53735, 0.00171, -0.04007, 0.84235,
 17:04:58.342,WTCoupler_Out(f9:7a:4a:df:60:c4), 2015-1-1 0:21:16.300, -0.033, 0.136, 1.038, 2.075, 0.671, -55.664, -3.999, -2.791, 109.226, 33.516, -45.668, 5.292, 26.15, 0.53735, 0.00171, -0.04007, 0.84235,
 17:04:58.345,WTCoupler_In(d2:d6:ae:79:8c:70), 2015-1-1 0:21:12.085, 0.103, -0.034, 0.978, 0, -1.77, -62.5, -2, -2.236, -103.458, 23.814, 3190.978, 58.604, 23.12, 0.71701, -0.01071, -0.00171, -0.6969,
 17:04:58.345,WTCoupler_In(d2:d6:ae:79:8c:70), 2015-1-1 0:21:12.085, -0.022, -0.169, 0.91, 0.61, -2.93, -59.265, -1.967, -2.428, -104.683, 23.814, 3190.978, 58.604, 23.12, 0.71701, -0.01071, -0.00171, -0.6969,
 17:04:58.347,WTCrank(c3:a3:c5:ed:f8:8e), 2015-1-1 0:21:12.135, 0.104, -1.043, 0.098, 0.183, -112.488, 1.648, -5.548, -5.559, 146.415, 21.266, 68.600, 6.958, 25.09, 0.16422, -0.18652, 0.72925, -0.63742,
 17:04:58.351,WTRocker(e2:c7:f5:e1:23:63), 2015-1-1 0:21:4.545, -0.041, 0.003, 0.972, -1.892, -4.822, -85.754, 0.011, -1.121, 135.439, 23.030, -1.960, -80.066, 22.39, 0.63367, -0.00385, 0.00931, 0.77347,
 17:04:58.375,WTCoupler_In(d2:d6:ae:79:8c:70), 2015-1-1 0:21:12.085, 0.036, -0.061, 1.085, 1.038, -0.488, -56.458, -1.934, -2.593, -105.853, 23.814, 3190.978, 58.604, 23.12, 0.71701, -0.01071, -0.00171, -0.6969,
 17:04:58.375,WTCoupler_In(d2:d6:ae:79:8c:70), 2015-1-1 0:21:12.085, 0.147, -0.06, 0.917, 0.671, -2.014, -51.575, -1.895, -2.725, -106.946, 23.814, 3190.978, 58.604, 23.12, 0.71701, -0.01071, -0.00171, -0.6969,
 17:04:58.403,WTCoupler_Out(f9:7a:4a:df:60:c4), 2015-1-1 0:21:16.300, -0.013, 0.009, 1.052, 5.127, 1.404, -48.035, -3.768, -2.84, 107.188, 33.516, -45.668, 5.292, 26.15, 0.53735, 0.00171, -0.04007, 0.84235,
 17:04:58.406,WTCoupler_In(d2:d6:ae:79:8c:70), 2015-1-1 0:21:12.085, -0.036, -0.103, 0.95, 0.671, -0.671, -48.584, -1.862, -2.845, -107.957, 23.814, 3190.978, 58.604, 23.12, 0.71701, -0.01071, -0.00171, -0.6969,
 17:04:58.406,WTCoupler_In(d2:d6:ae:79:8c:70), 2015-1-1 0:21:12.085, 0.028, -0.087, 1.107, 1.587, -0.977, -45.288, -1.824, -2.95, -108.907, 23.814, 3190.978, 58.604, 23.12, 0.71701, -0.01071, -0.00171, -0.6969,
 17:04:58.436,WTCoupler_In(d2:d6:ae:79:8c:70), 2015-1-1 0:21:12.085, 0.059, -0.047, 1.01, 0.488, -2.625, -41.077, -1.791, -3.054, -109.781, 23.814, 3190.978, 58.604, 23.12, 0.71701, -0.01071, -0.00171, -0.6969,
 17:04:58.436,WTCoupler_In(d2:d6:ae:79:8c:70), 2015-1-1 0:21:12.085, -0.019, -0.087, 0.902, 0.793, -0.183, -37.048, -1.763, -3.137, -110.577, 23.814, 3190.978, 58.604, 23.12, 0.71701, -0.01071, -0.00171, -0.6969,
 17:04:58.464,WTCoupler_Out(f9:7a:4a:df:60:c4), 2015-1-1 0:21:16.300, -0.11, 0.03, 1.013, 2.502, -1.465, -36.621, -3.505, -2.78, 105.623, 33.516, -45.668, 5.292, 26.15, 0.53735, 0.00171, -0.04007, 0.84235,
 17:04:58.467,WTCrank(c3:a3:c5:ed:f8:8e), 2015-1-1 0:21:12.135, 0.173, -1.026, 0.005, 0.061, -112.061, -0.549, -6.356, -4.691, 155.962, 21.266, 68.600, 6.958, 25.09, 0.16422, -0.18652, 0.72925, -0.63742,
 17:04:58.470,WTRocker(e2:c7:f5:e1:23:63), 2015-1-1 0:21:4.545, -0.005, -0.083, 1.062, 0.793, 7.507, -84.9, -0.022, -1.137, 126.881, 23.030, -1.960, -80.066, 22.39, 0.46313, 0.0087, -0.00485, 0.88617,
 17:04:58.494,WTCoupler_In(d2:d6:ae:79:8c:70), 2015-1-1 0:21:12.085, 0.042, -0.06, 1.093, 1.038, -0.916, -33.63, -1.73, -3.197, -111.292, 23.814, 3190.978, 58.604, 23.12, 0.71701, -0.01071, -0.00171, -0.6969,
 17:04:58.495,WTCoupler_In(d2:d6:ae:79:8c:70), 2015-1-1 0:21:12.085, 0.079, -0.044, 1.018, 0.061, -2.502, -29.236, -1.708, -3.263, -111.934, 23.814, 3190.978, 58.604, 23.12, 0.71701, -0.01071, -0.00171, -0.6969,
 17:04:58.523,WTCoupler_Out(f9:7a:4a:df:60:c4), 2015-1-1 0:21:16.300, -0.075, 0.111, 0.981, -7.141, -7.019, -28.442, -3.246, -2.681, 104.551, 33.516, -45.668, 5.292, 26.15, 0.53735, 0.00171, -0.04007, 0.84235,
 17:04:58.526,WTCoupler_In(d2:d6:ae:79:8c:70), 2015-1-1 0:21:12.085, 0.002, -0.088, 0.938, 1.77, -0.61, -25.208, -1.681, -3.318, -112.489, 23.814, 3190.978, 58.604, 23.12, 0.71701, -0.01071, -0.00171, -0.6969,
 17:04:58.526,WTCoupler_In(d2:d6:ae:79:8c:70), 2015-1-1 0:21:12.085, 0.084, -0.055, 1.043, 0.854, -0.061, -20.874, -1.648, -3.351, -112.956, 23.814, 3190.978, 58.604, 23.12, 0.71701, -0.01071, -0.00171, -0.6969,
 17:04:58.553,WTCoupler_Out(f9:7a:4a:df:60:c4), 2015-1-1 0:21:17.525, -0.017, 0.207, 1.006, -2.014, -2.93, -16.052, -2.873, -2.45, 104.057, 33.516, -45.668, 5.292, 26.15, 0.53735, 0.00171, -0.04007, 0.84235,
 17:04:58.556,WTCoupler_In(d2:d6:ae:79:8c:70), 2015-1-1 0:21:12.085, 0.02, -0.039, 1.252, 0.427, -2.319, -16.724, -1.631, -3.389, -113.346, 23.814, 3190.978, 58.604, 23.12, 0.71701, -0.01071, -0.00171, -0.6969,
 17:04:58.557,WTCoupler_In(d2:d6:ae:79:8c:70), 2015-1-1 0:21:12.085, 0.061, -0.045, 0.809, 0.366, -0.366, -11.414, -1.62, -3.428, -113.637, 23.814, 3190.978, 58.604, 23.12, 0.71701, -0.01071, -0.00171, -0.6969,
 17:04:58.558,WTCrank(c3:a3:c5:ed:f8:8e), 2015-1-1 0:21:12.135, 0.25, -1.022, -0.069, -0.549, -117.92, -0.732, -7.053, -3.658, 165.476, 21.266, 68.600, 6.958, 25.09, 0.16422, -0.18652, 0.72925, -0.63742,
 17:04:58.582,WTCoupler_Out(f9:7a:4a:df:60:c4), 2015-1-1 0:21:17.525, -0.099, 0.174, 0.988, 7.996, 3.906, -5.676, -2.576, -2.252, 104.117, 33.516, -45.668, 5.292, 26.15, 0.53735, 0.00171, -0.04007, 0.84235,
 17:04:58.585,WTCoupler_In(d2:d6:ae:79:8c:70), 2015-1-1 0:21:12.085, 0.07, -0.053, 1.013, 1.221, -0.061, -6.592, -1.609, -3.439, -113.824, 23.814, 3190.978, 58.604, 23.12, 0.71701, -0.01071, -0.00171, -0.6969,
 17:04:58.585,WTCoupler_In(d2:d6:ae:79:8c:70), 2015-1-1 0:21:12.085, 0.045, -0.062, 1.001, 2.014, -0.305, -1.892, -1.582, -3.444, -113.923, 23.814, 3190.978, 58.604, 23.12, 0.71701, -0.01071, -0.00171, -0.6969,
 17:04:58.590,WTRocker(e2:c7:f5:e1:23:63), 2015-1-1 0:21:4.545, -0.003, -0.05, 1.024, 0.061, 0.732, -84.167, -0.022, -1.192, 118.773, 23.030, -1.960, -80.066, 22.39, 0.46313, 0.0087, -0.00485, 0.88617,
 17:04:58.645,WTCoupler_In(d2:d6:ae:79:8c:70), 2015-1-1 0:21:12.085, 0.075, -0.01, 1.003, -0.366, -1.282, 4.333, -1.577, -3.455, -113.906, 23.814, 3190.978, 58.604, 23.12, 0.71701, -0.01071, -0.00171, -0.6969,
 17:04:58.646,WTCoupler_In(d2:d6:ae:79:8c:70), 2015-1-1 0:21:12.085, 0.092, 0, 0.861, 2.014, -0.122, 9.521, -1.571, -3.466, -113.78, 23.814, 3190.978, 58.604, 23.12, 0.71701, -0.01071, -0.00171, -0.6969,
 17:04:58.646,WTCoupler_In(d2:d6:ae:79:8c:70), 2015-1-1 0:21:12.085, 0.011, 0.002, 1.174, -1.282, 0, 16.724, -1.577, -3.461, -113.527, 23.814, 3190.978, 58.604, 23.12, 0.71701, -0.01071, -0.00171, -0.6969,
 17:04:58.646,WTCoupler_In(d2:d6:ae:79:8c:70), 2015-1-1 0:21:12.085, 0.073, 0.014, 0.953, 1.892, 0.061, 22.705, -1.582, -3.45, -113.143, 23.814, 3190.978, 58.604, 23.12, 0.71701, -0.01071, -0.00171, -0.6969,
 17:04:58.673,WTCoupler_Out(f9:7a:4a:df:60:c4), 2015-1-1 0:21:17.525, -0.152, 0.294, 1.001, 4.578, 1.404, 10.498, -2.34, -2.082, 104.832, 33.516, -45.668, 5.292, 26.15, 0.53735, 0.00171, -0.04007, 0.84235,
 17:04:58.677,WTCrank(c3:a3:c5:ed:f8:8e), 2015-1-1 0:21:12.135, 0.29, -0.996, -0.109, -0.427, -134.644, -1.16, -7.905, -2.439, 175.869, 29.204, 81.340, -41.944, 25.09, 0.16422, -0.18652, 0.72925, -0.63742,
 17:04:58.681,WTRocker(e2:c7:f5:e1:23:63), 2015-1-1 0:21:4.545, -0.013, -0.039, 0.986, 0, -1.404, -83.74, -0.005, -1.203, 111.061, 23.030, -1.960, -80.066, 22.39, 0.46313, 0.0087, -0.00485, 0.88617,
 17:04:58.703,WTCoupler_Out(f9:7a:4a:df:60:c4), 2015-1-1 0:21:17.525, -0.216, 0.306, 1.013, -2.869, -3.723, 23.376, -1.972, -1.741, 106.254, 33.516, -45.668, 5.292, 26.15, 0.53735, 0.00171, -0.04007, 0.84235,
 17:04:58.705,WTCoupler_In(d2:d6:ae:79:8c:70), 2015-1-1 0:21:12.085, 0.061, 0.065, 0.982, 0.549, -0.305, 29.358, -1.566, -3.428, -112.632, 23.814, 3190.978, 58.604, 23.12, 0.71701, -0.01071, -0.00171, -0.6969,
 17:04:58.705,WTCoupler_In(d2:d6:ae:79:8c:70), 2015-1-1 0:21:12.085, 0.036, 0.069, 1.087, 1.282, 1.038, 36.804, -1.555, -3.395, -111.978, 23.814, 3190.978, 58.604, 23.12, 0.71701, -0.01071, -0.00171, -0.6969,
 17:04:58.735,WTCoupler_In(d2:d6:ae:79:8c:70), 2015-1-1 0:21:12.085, 0.031, 0.086, 0.88, 0.793, 0.244, 45.288, -1.544, -3.351, -111.171, 23.814, 3190.978, 58.604, 23.12, 0.71701, -0.01071, -0.00171, -0.6969,
 17:04:58.735,WTCoupler_In(d2:d6:ae:79:8c:70), 2015-1-1 0:21:12.085, 0.025, 0.105, 1.167, 0.427, 0.671, 52.307, -1.533, -3.301, -110.165, 23.814, 3190.978, 58.604, 23.12, 0.71701, -0.01071, -0.00171, -0.6969,
 17:04:58.738,WTCrank(c3:a3:c5:ed:f8:8e), 2015-1-1 0:21:12.135, 0.405, -1.038, -0.147, -3.784, -162.231, 0, -8.784, -0.879, -172.035, 29.204, 81.340, -41.944, 25.09, 0.16422, -0.18652, 0.72925, -0.63742,
 17:04:58.740,WTRocker(e2:c7:f5:e1:23:63), 2015-1-1 0:21:8.150, -0.047, -0.023, 1.055, -0.305, -3.235, -81.421, 0.011, -1.17, 103.678, 23.030, -1.960, -80.066, 22.39, 0.46313, 0.0087, -0.00485, 0.88617,
 17:04:58.763,WTCoupler_Out(f9:7a:4a:df:60:c4), 2015-1-1 0:21:17.525, -0.249, 0.387, 0.992, -1.404, -1.16, 46.265, -1.527, -1.335, 108.512, 33.516, -45.668, 5.292, 26.15, 0.53735, 0.00171, -0.04007, 0.84235,
 17:04:58.767,WTCoupler_In(d2:d6:ae:79:8c:70), 2015-1-1 0:21:12.085, 0.012, 0.178, 0.971, 0.916, 0.244, 60.059, -1.516, -3.241, -109.017, 23.814, 3190.978, 58.604, 23.12, 0.71701, -0.01071, -0.00171, -0.6969,
 17:04:58.767,WTCoupler_In(d2:d6:ae:79:8c:70), 2015-1-1 0:21:12.085, -0.027, 0.223, 0.98, 1.16, 1.16, 68.298, -1.478, -3.164, -107.699, 23.814, 3190.978, 58.604, 23.12, 0.71701, -0.01071, -0.00171, -0.6969,
 17:04:58.793,WTCoupler_Out(f9:7a:4a:df:60:c4), 2015-1-1 0:21:17.525, -0.371, 0.476, 1, 1.526, 2.441, 60.974, -1.071, -0.873, 111.627, 33.516, -45.668, 5.292, 26.15, 0.53735, 0.00171, -0.04007, 0.84235,
 17:04:58.854,WTCoupler_In(d2:d6:ae:79:8c:70), 2015-1-1 0:21:12.085, -0.039, 0.251, 1.015, 0.671, 1.892, 75.195, -1.434, -3.06, -106.243, 23.814, 3190.978, 58.604, 23.12, 0.71701, -0.01071, -0.00171, -0.6969,
 17:04:58.854,WTCoupler_In(d2:d6:ae:79:8c:70), 2015-1-1 0:21:12.085, -0.029, 0.238, 1.116, -0.244, 0.427, 83.374, -1.39, -2.961, -104.628, 23.814, 3190.978, 58.604, 23.12, 0.71701, -0.01071, -0.00171, -0.6969,
 17:04:58.883,WTCoupler_Out(f9:7a:4a:df:60:c4), 2015-1-1 0:21:17.525, -0.389, 0.501, 0.971, -5.127, -0.793, 84.412, -0.527, -0.478, 115.642, 33.516, -45.668, 5.292, 26.15, 0.53735, 0.00171, -0.04007, 0.84235,
 17:04:58.884,WTCoupler_In(d2:d6:ae:79:8c:70), 2015-1-1 0:21:12.085, -0.027, 0.277, 0.986, 0.61, 2.38, 90.271, -1.324, -2.834, -102.87, 23.814, 3190.978, 58.604, 23.12, 0.71701, -0.01071, -0.00171, -0.6969,
 17:04:58.884,WTCoupler_In(d2:d6:ae:79:8c:70), 2015-1-1 0:21:12.085, -0.041, 0.176, 0.509, 0.427, 1.709, 97.778, -1.247, -2.697, -100.964, 23.814, 3190.978, 58.604, 23.12, 0.71701, -0.01071, -0.00171, -0.6969,
 17:04:58.889,WTCrank(c3:a3:c5:ed:f8:8e), 2015-1-1 0:21:12.135, 0.491, -1.008, -0.131, -5.554, -195.557, -2.441, -9.772, 1.077, -157.632, 29.204, 81.340, -41.944, 25.09, 0.16422, -0.18652, 0.72925, -0.63742,
 17:04:58.891,WTRocker(e2:c7:f5:e1:23:63), 2015-1-1 0:21:8.150, -0.043, -0.027, 1.041, 0.366, -0.854, -74.768, 0.06, -1.093, 96.877, 23.030, -1.960, -80.066, 22.39, 0.46313, 0.0087, -0.00485, 0.88617,
 17:04:58.913,WTCoupler_Out(f9:7a:4a:df:60:c4), 2015-1-1 0:21:17.525, -0.5, 0.476, 0.982, -2.075, -0.549, 104.98, 0.225, 0.121, 120.515, 33.516, -45.668, 5.292, 26.15, 0.53735, 0.00171, -0.04007, 0.84235,
 17:04:58.915,WTCoupler_In(d2:d6:ae:79:8c:70), 2015-1-1 0:21:12.085, -0.111, 0.283, 0.897, 0.854, 2.319, 104.248, -1.148, -2.549, -98.926, 23.814, 3190.978, 58.604, 23.12, 0.71701, -0.01071, -0.00171, -0.6969,
 17:04:58.916,WTCoupler_In(d2:d6:ae:79:8c:70), 2015-1-1 0:21:12.085, -0.137, 0.403, 1.024, 0.366, 2.197, 110.168, -1.038, -2.395, -96.768, 23.814, 3190.978, 58.604, 23.12, 0.71701, -0.01071, -0.00171, -0.6969,
 17:04:58.944,WTCoupler_Out(f9:7a:4a:df:60:c4), 2015-1-1 0:21:17.525, -0.454, 0.523, 1.002, 5.127, 6.836, 115.295, 1.022, 0.676, 126.101, 33.516, -45.668, 5.292, 26.15, 0.53735, 0.00171, -0.04007, 0.84235,
 17:04:58.946,WTCoupler_In(d2:d6:ae:79:8c:70), 2015-1-1 0:21:12.085, -0.078, 0.393, 1.072, -0.488, 2.625, 114.685, -0.923, -2.219, -94.515, 23.814, 3190.978, 58.604, 23.12, 0.71701, -0.01071, -0.00171, -0.6969,
 17:04:58.947,WTCoupler_In(d2:d6:ae:79:8c:70), 2015-1-1 0:21:12.085, -0.1, 0.39, 0.883, 0.916, 2.136, 119.019, -0.769, -2.049, -92.175, 23.814, 3190.978, 58.604, 23.12, 0.71701, -0.01071, -0.00171, -0.6969,
 17:04:58.948,WTCrank(c3:a3:c5:ed:f8:8e), 2015-1-1 0:21:12.135, 0.588, -0.978, -0.148, -4.578, -223.328, -4.7, -10.717, 3.422, -141.18, 29.204, 81.340, -41.944, 25.09, -0.29413, 0.30783, -0.70517, 0.56686,
 17:04:58.957,WTRocker(e2:c7:f5:e1:23:63), 2015-1-1 0:21:8.150, -0.108, 0.001, 0.977, 0.61, -0.488, -62.683, 0.099, -0.967, 91.132, 23.030, -1.960, -80.066, 22.39, 0.46313, 0.0087, -0.00485, 0.88617,
 17:04:58.975,WTCoupler_In(d2:d6:ae:79:8c:70), 2015-1-1 0:21:12.085, -0.128, 0.458, 1.108, -0.549, 2.747, 122.62, -0.61, -1.873, -89.764, 23.814, 3190.978, 58.604, 23.12, 0.71701, -0.01071, -0.00171, -0.6969,
 17:04:58.975,WTCoupler_In(d2:d6:ae:79:8c:70), 2015-1-1 0:21:12.085, -0.084, 0.411, 1.015, -0.366, 2.563, 125.305, -0.439, -1.703, -87.297, 23.814, 3190.978, 58.604, 23.12, 0.71701, -0.01071, -0.00171, -0.6969,
