Time,Device name????,Chip Time(),Acceleration X(g),Acceleration Y(g),Acceleration Z(g),Angular velocity X(°/s),Angular velocity Y(°/s),Angular velocity Z(°/s),Angle X(°),Angle Y(°),Angle Z(°),Magnetic field X(?t),Magnetic field Y(?t),Magnetic field Z(?t),Temperature(?),Quaternions 0(),Quaternions 1(),Quaternions 2(),Quaternions 3()
 16:49:54.424,WT901BLE68(f9:7a:4a:df:60:c4), 2015-1-1 0:37:43.570,-0.007,-0.017,1.005,-0.061,0,0,-0.934,0.291,113.346,47.138,-20.58,7.938,27.23,0.54932,-0.00653,-0.00534,0.83551
 16:49:54.516,WT901BLE68(f9:7a:4a:df:60:c4), 2015-1-1 0:37:43.570,-0.005,-0.018,1.004,0,0,0,-0.928,0.291,113.346,47.138,-20.58,7.938,27.23,0.54932,-0.00653,-0.00534,0.83551
 16:49:54.614,WT901BLE68(f9:7a:4a:df:60:c4), 2015-1-1 0:37:43.570,-0.006,-0.018,1.004,0,0,0,-0.928,0.291,113.346,47.138,-20.58,7.938,27.23,0.54932,-0.00653,-0.00534,0.83551
 16:49:54.756,WT901BLE68(f9:7a:4a:df:60:c4), 2015-1-1 0:37:43.570,-0.001,-0.017,1.009,0,0,0,-0.928,0.291,113.346,47.138,-20.58,7.938,27.23,0.54932,-0.00653,-0.00534,0.83551
 16:49:54.824,WT901BLE68(f9:7a:4a:df:60:c4), 2015-1-1 0:37:43.570,0.005,-0.009,1.006,0,0,0,-0.923,0.286,113.346,47.138,-20.58,7.938,27.23,0.54932,-0.00653,-0.00534,0.83551
 16:49:54.884,WT901BLE68(f9:7a:4a:df:60:c4), 2015-1-1 0:37:43.570,-0.004,-0.017,1.005,0,0,0,-0.923,0.286,113.346,47.138,-20.58,7.938,27.23,0.54932,-0.00653,-0.00534,0.83551
 16:49:55.045,WT901BLE68(f9:7a:4a:df:60:c4), 2015-1-1 0:37:45.985,-0.008,-0.019,1.015,0,0,0,-0.917,0.286,113.346,47.138,-20.58,7.938,27.23,0.54932,-0.00653,-0.00534,0.83551
 16:49:55.094,WT901BLE68(f9:7a:4a:df:60:c4), 2015-1-1 0:37:45.985,-0.002,-0.009,1.007,0,0,0,-0.917,0.286,113.346,47.138,-20.58,7.938,27.23,0.54932,-0.00653,-0.00534,0.83551
 16:49:55.213,WT901BLE68(f9:7a:4a:df:60:c4), 2015-1-1 0:37:45.985,-0.006,-0.017,1.01,0,0,0,-0.917,0.286,113.346,47.138,-20.58,7.938,27.23,0.54932,-0.00653,-0.00534,0.83551
 16:49:55.327,WT901BLE68(f9:7a:4a:df:60:c4), 2015-1-1 0:37:45.985,-0.005,-0.013,1.009,0,0,0,-0.917,0.286,113.346,47.138,-20.58,7.938,27.23,0.54932,-0.00653,-0.00534,0.83551
 16:49:55.424,WT901BLE68(f9:7a:4a:df:60:c4), 2015-1-1 0:37:45.985,-0.007,-0.015,1.009,0,0,0,-0.912,0.286,113.346,47.138,-20.678,8.134,27.23,0.54932,-0.00653,-0.00534,0.83551
 16:49:55.484,WT901BLE68(f9:7a:4a:df:60:c4), 2015-1-1 0:37:45.985,0.002,-0.015,1.005,0,0,0,-0.912,0.286,113.346,47.138,-20.678,8.134,27.23,0.54932,-0.0065,-0.00528,0.83551
 16:49:55.656,WT901BLE68(f9:7a:4a:df:60:c4), 2015-1-1 0:37:46.610,-0.006,-0.007,1,0,0,0,-0.912,0.286,113.346,47.138,-20.678,8.134,27.23,0.54932,-0.0065,-0.00528,0.83551
 16:49:55.693,WT901BLE68(f9:7a:4a:df:60:c4), 2015-1-1 0:37:46.610,-0.003,-0.012,1.004,0,0,0,-0.912,0.286,113.346,47.138,-20.678,8.134,27.23,0.54932,-0.0065,-0.00528,0.83551
 16:49:55.813,WT901BLE68(f9:7a:4a:df:60:c4), 2015-1-1 0:37:46.610,-0.007,-0.015,1.006,0,0,0,-0.912,0.286,113.346,47.138,-20.678,8.134,27.23,0.54932,-0.0065,-0.00528,0.83551
 16:49:55.978,WT901BLE68(f9:7a:4a:df:60:c4), 2015-1-1 0:37:46.610,-0.005,-0.017,1.004,0,0,0,-0.912,0.286,113.346,47.138,-20.678,8.134,27.23,0.54932,-0.0065,-0.00528,0.83551
 16:49:56.024,WT901BLE68(f9:7a:4a:df:60:c4), 2015-1-1 0:37:46.610,-0.007,-0.017,1.005,0,0,0,-0.912,0.286,113.346,47.138,-20.678,8.134,27.23,0.54932,-0.0065,-0.00528,0.83551
 16:49:56.113,WT901BLE68(f9:7a:4a:df:60:c4), 2015-1-1 0:37:46.610,-0.003,-0.017,1.005,0,0,0,-0.912,0.286,113.346,47.138,-20.678,8.134,27.23,0.54932,-0.0065,-0.00528,0.83551
 16:49:56.258,WT901BLE68(f9:7a:4a:df:60:c4), 2015-1-1 0:37:47.235,-0.002,-0.023,1.008,0,0,0,-0.906,0.286,113.346,47.138,-20.678,8.134,27.23,0.54932,-0.0065,-0.00528,0.83551
 16:49:56.293,WT901BLE68(f9:7a:4a:df:60:c4), 2015-1-1 0:37:47.235,-0.002,-0.017,1.009,-0.061,0,0,-0.901,0.28,113.346,47.138,-20.678,8.134,27.23,0.54932,-0.0065,-0.00528,0.83551
 16:49:56.473,WT901BLE68(f9:7a:4a:df:60:c4), 2015-1-1 0:37:47.235,-0.006,-0.02,1.007,-0.061,0,0,-0.901,0.275,113.346,47.138,-20.678,8.134,27.23,0.54932,-0.0065,-0.00528,0.83551
 16:49:56.505,WT901BLE68(f9:7a:4a:df:60:c4), 2015-1-1 0:37:47.235,-0.006,-0.017,1.004,0,0,0,-0.895,0.275,113.346,47.138,-20.678,8.134,27.23,0.54932,-0.0065,-0.00528,0.83551
 16:49:56.624,WT901BLE68(f9:7a:4a:df:60:c4), 2015-1-1 0:37:47.235,-0.007,-0.015,1.002,0,0,0,-0.89,0.275,113.346,47.236,-20.58,8.036,27.23,0.54932,-0.0065,-0.00528,0.83551
 16:49:56.738,WT901BLE68(f9:7a:4a:df:60:c4), 2015-1-1 0:37:47.235,-0.001,-0.01,1.005,0,0,0,-0.89,0.275,113.346,47.236,-20.58,8.036,27.23,0.54935,-0.00629,-0.00513,0.83551
 16:49:56.834,WT901BLE68(f9:7a:4a:df:60:c4), 2015-1-1 0:37:47.800,-0.01,-0.017,1.004,0.061,0,0,-0.884,0.275,113.346,47.236,-20.58,8.036,27.23,0.54935,-0.00629,-0.00513,0.83551
 16:49:56.894,WT901BLE68(f9:7a:4a:df:60:c4), 2015-1-1 0:37:47.800,-0.004,-0.014,1.014,0.061,0,0,-0.884,0.275,113.346,47.236,-20.58,8.036,27.23,0.54935,-0.00629,-0.00513,0.83551
