Time,Device name,Chip Time(),Acceleration X(g),Acceleration Y(g),Acceleration Z(g),Angular velocity X(°/s),Angular velocity Y(°/s),Angular velocity Z(°/s),Angle X(°),Angle Y(°),Angle Z(°),Magnetic field X(?t),Magnetic field Y(?t),Magnetic field Z(?t),Temperature(?),Quaternions 0(),Quaternions 1(),Quaternions 2(),Quaternions 3()
 16:28:55.404,ef:e4:2c:bf:73:a9, 2015-01-01 00:03:23.450,0.198,0.05,0.988,6.348,-0.793,142.517,-4.312,-5.01,65.869,0,-3211.264,0,23.88,0.90347,0.01938,-0.03494,0.42667
 16:28:55.424,c3:a3:c5:ed:f8:8e, 2015-01-01 00:03:24.705,-0.266,1.36,1.981,8.118,7.568,39.551,-3.137,9.371,-18.88,0,-3211.264,0,24.44,0.95792,0.21848,0.04541,-0.1803
 16:28:55.424,c3:a3:c5:ed:f8:8e, 2015-01-01 00:03:24.705,-0.167,1.399,1.969,-3.357,-2.441,43.518,-2.9,8.959,-18.094,0,-3211.264,0,24.44,0.95792,0.21848,0.04541,-0.1803
 16:28:55.427,d2:d6:ae:79:8c:70, 2015-01-01 00:03:20.120,-0.034,-0.038,1.005,-1.648,-6.165,-66.223,-0.489,-0.764,-44.83,23.814,3190.978,58.604,23.07,0.94571,-0.00778,-0.01361,-0.32452
 16:28:55.427,d2:d6:ae:79:8c:70, 2015-01-01 00:03:20.120,-0.075,-0.008,0.994,0,0.671,-63.171,-0.472,-0.709,-46.093,23.814,3190.978,58.604,23.07,0.94571,-0.00778,-0.01361,-0.32452
 16:28:55.431,d2:5a:50:4a:21:12, 2015-01-01 00:03:24.100,-0.028,0.169,1.03,0.916,1.404,35.583,0.077,-1.263,-20.078,0,-3211.264,0,25.64,0.98325,0.0206,-0.02713,-0.17886
 16:28:55.431,d2:5a:50:4a:21:12, 2015-01-01 00:03:24.100,-0.073,0.226,0.979,0.488,1.953,39.673,0.104,-1.252,-19.347,0,-3211.264,0,25.64,0.98325,0.0206,-0.02713,-0.17886
 16:28:55.456,d2:d6:ae:79:8c:70, 2015-01-01 00:03:20.120,-0.056,-0.008,0.984,0.122,1.221,-60.364,-0.45,-0.643,-47.296,23.814,3190.978,58.604,23.07,0.94571,-0.00778,-0.01361,-0.32452
 16:28:55.456,d2:d6:ae:79:8c:70, 2015-01-01 00:03:20.120,-0.028,-0.004,1.02,-0.732,-1.77,-58.228,-0.445,-0.632,-48.461,23.814,3190.978,58.604,23.07,0.94571,-0.00778,-0.01361,-0.32452
 16:28:55.460,d2:5a:50:4a:21:12, 2015-01-01 00:03:24.100,-0.027,0.243,0.964,0.305,2.014,43.396,0.137,-1.23,-18.545,0,-3211.264,0,25.64,0.98325,0.0206,-0.02713,-0.17886
 16:28:55.460,d2:5a:50:4a:21:12, 2015-01-01 00:03:24.100,-0.085,0.198,0.992,0.488,1.465,46.021,0.17,-1.208,-17.672,0,-3211.264,0,25.64,0.98325,0.0206,-0.02713,-0.17886
 16:28:55.463,ef:e4:2c:bf:73:a9, 2015-01-01 00:03:23.450,0.147,0.064,0.978,5.981,-1.465,142.151,-4.427,-5.07,68.736,0,-3211.264,0,23.88,0.90347,0.01938,-0.03494,0.42667
 16:28:55.463,ef:e4:2c:bf:73:a9, 2015-01-01 00:03:23.450,0.189,0.038,0.965,6.592,-2.197,141.357,-4.532,-5.147,71.592,0,-3211.264,0,23.88,0.90347,0.01938,-0.03494,0.42667
 16:28:55.483,c3:a3:c5:ed:f8:8e, 2015-01-01 00:03:24.705,-0.249,1.263,1.974,-10.803,-8.118,46.021,-2.845,8.416,-17.32,0,-3211.264,0,24.44,0.95792,0.21848,0.04541,-0.1803
 16:28:55.483,c3:a3:c5:ed:f8:8e, 2015-01-01 00:03:24.705,-0.268,1.339,2.024,7.08,7.141,49.377,-2.554,8.026,-16.403,0,-3211.264,0,24.44,0.95792,0.21848,0.04541,-0.1803
 16:28:55.488,d2:d6:ae:79:8c:70, 2015-01-01 00:03:20.120,-0.107,-0.053,1.005,0.427,1.831,-55.603,-0.423,-0.555,-49.576,23.814,3190.978,58.604,23.07,0.94571,-0.00778,-0.01361,-0.32452
 16:28:55.488,d2:d6:ae:79:8c:70, 2015-01-01 00:03:20.120,-0.064,-0.008,1.01,0,0.366,-52.734,-0.406,-0.494,-50.63,23.814,3190.978,58.604,23.07,0.94571,-0.00778,-0.01361,-0.32452
 16:28:55.492,d2:5a:50:4a:21:12, 2015-01-01 00:03:24.100,-0.123,0.221,1.009,1.77,2.075,49.5,0.22,-1.192,-16.738,0,-3211.264,0,25.64,0.98325,0.0206,-0.02713,-0.17886
 16:28:55.492,d2:5a:50:4a:21:12, 2015-01-01 00:03:24.100,-0.06,0.315,0.949,0.488,2.93,51.514,0.286,-1.154,-15.743,0,-3211.264,0,25.64,0.98325,0.0206,-0.02713,-0.17886
 16:28:55.493,ef:e4:2c:bf:73:a9, 2015-01-01 00:03:23.450,0.216,0.07,0.991,7.324,-3.784,140.869,-4.625,-5.235,74.432,0,-3211.264,0,23.88,0.90347,0.01938,-0.03494,0.42667
 16:28:55.493,ef:e4:2c:bf:73:a9, 2015-01-01 00:03:23.450,0.199,0.126,1.035,6.836,-1.831,137.268,-4.708,-5.317,77.239,0,-3211.264,0,23.88,0.90347,0.01938,-0.03494,0.42667
 16:28:55.514,c3:a3:c5:ed:f8:8e, 2015-01-01 00:03:25.090,-0.166,1.328,1.892,3.479,2.502,51.27,-2.225,7.625,-15.447,0,-3211.264,0,24.44,0.95792,0.21848,0.04541,-0.1803
 16:28:55.514,c3:a3:c5:ed:f8:8e, 2015-01-01 00:03:25.090,-0.255,1.309,2.05,-1.099,-1.16,52.917,-2,7.147,-14.502,0,-3211.264,0,24.44,0.95792,0.21848,0.04541,-0.1803
 16:28:55.517,d2:d6:ae:79:8c:70, 2015-01-01 00:03:20.120,-0.054,0.026,0.996,-2.38,-7.874,-50.354,-0.439,-0.604,-51.636,23.814,3190.978,58.604,23.07,0.94571,-0.00778,-0.01361,-0.32452
 16:28:55.517,d2:d6:ae:79:8c:70, 2015-01-01 00:03:20.120,-0.082,-0.018,0.999,1.282,3.784,-45.776,-0.396,-0.472,-52.553,23.814,3190.978,58.604,23.07,0.94571,-0.00778,-0.01361,-0.32452
 16:28:55.521,d2:5a:50:4a:21:12, 2015-01-01 00:03:24.100,-0.146,0.266,0.988,0,3.174,53.04,0.341,-1.099,-14.716,0,-3211.264,0,25.64,0.99109,0.02768,-0.02658,-0.12729
 16:28:55.521,d2:5a:50:4a:21:12, 2015-01-01 00:03:24.100,-0.128,0.231,1.074,0.244,2.441,54.382,0.401,-1.044,-13.656,0,-3211.264,0,25.64,0.99109,0.02768,-0.02658,-0.12729
 16:28:55.524,ef:e4:2c:bf:73:a9, 2015-01-01 00:03:23.450,0.143,0.069,0.949,6.042,-2.075,135.62,-4.796,-5.383,79.991,0,-3211.264,0,23.88,0.90347,0.01938,-0.03494,0.42667
 16:28:55.524,ef:e4:2c:bf:73:a9, 2015-01-01 00:03:23.450,0.182,0.146,1.051,5.188,-1.953,132.751,-4.889,-5.449,82.694,0,-3211.264,0,23.88,0.90347,0.01938,-0.03494,0.42667
 16:28:55.544,c3:a3:c5:ed:f8:8e, 2015-01-01 00:03:25.090,-0.177,1.193,1.942,4.15,6.836,54.26,-1.719,6.746,-13.486,0,-3211.264,0,24.44,0.95792,0.21848,0.04541,-0.1803
 16:28:55.544,c3:a3:c5:ed:f8:8e, 2015-01-01 00:03:25.090,-0.144,1.227,1.977,4.517,4.7,53.955,-1.423,6.35,-12.469,0,-3211.264,0,24.44,0.95792,0.21848,0.04541,-0.1803
 16:28:55.578,d2:d6:ae:79:8c:70, 2015-01-01 00:03:20.120,-0.037,-0.003,1.027,0.61,2.991,-42.48,-0.368,-0.357,-53.399,23.814,3190.978,58.604,23.07,0.94571,-0.00778,-0.01361,-0.32452
 16:28:55.578,d2:d6:ae:79:8c:70, 2015-01-01 00:03:20.120,-0.046,0.042,0.978,-2.441,-8.545,-40.955,-0.401,-0.478,-54.218,23.814,3190.978,58.604,23.07,0.94571,-0.00778,-0.01361,-0.32452
 16:28:55.580,d2:5a:50:4a:21:12, 2015-01-01 00:03:24.100,-0.045,0.293,1.01,-1.465,2.747,54.199,0.45,-0.989,-12.579,0,-3211.264,0,25.64,0.99109,0.02768,-0.02658,-0.12729
 16:28:55.580,d2:5a:50:4a:21:12, 2015-01-01 00:03:24.100,-0.095,0.212,1.039,-1.221,2.991,54.26,0.489,-0.923,-11.508,0,-3211.264,0,25.64,0.99109,0.02768,-0.02658,-0.12729
 16:28:55.585,ef:e4:2c:bf:73:a9, 2015-01-01 00:03:23.450,0.152,0.138,1.005,4.395,0.671,127.014,-4.982,-5.477,85.314,0,-3211.264,0,23.88,0.90347,0.01938,-0.03494,0.42667
 16:28:55.585,ef:e4:2c:bf:73:a9, 2015-01-01 00:03:23.450,0.136,0.056,0.946,4.517,-0.183,124.512,-5.07,-5.482,87.852,0,-3211.264,0,23.88,0.90347,0.01938,-0.03494,0.42667
 16:28:55.603,c3:a3:c5:ed:f8:8e, 2015-01-01 00:03:25.090,-0.178,1.215,2.01,-3.113,0.183,54.199,-1.258,5.883,-11.492,0,-3211.264,0,24.44,0.95792,0.21848,0.04541,-0.1803
 16:28:55.603,c3:a3:c5:ed:f8:8e, 2015-01-01 00:03:25.090,-0.14,1.17,1.973,0.366,3.479,54.626,-1.093,5.433,-10.497,0,-3211.264,0,24.44,0.95792,0.21848,0.04541,-0.1803
 16:28:55.608,d2:d6:ae:79:8c:70, 2015-01-01 00:03:20.120,-0.057,-0.031,1.014,0.854,1.77,-37.476,-0.368,-0.39,-54.97,23.814,3190.978,58.604,23.07,0.94571,-0.00778,-0.01361,-0.32452
 16:28:55.608,d2:d6:ae:79:8c:70, 2015-01-01 00:03:20.120,-0.041,-0.01,1.014,0.366,2.563,-35.034,-0.346,-0.286,-55.673,23.814,3190.978,58.604,23.07,0.94571,-0.00778,-0.01361,-0.32452
 16:28:55.610,d2:5a:50:4a:21:12, 2015-01-01 00:03:24.460,-0.089,0.203,0.9,-0.366,2.38,54.81,0.533,-0.862,-10.432,0,-3211.264,0,25.64,0.99109,0.02768,-0.02658,-0.12729
 16:28:55.610,d2:5a:50:4a:21:12, 2015-01-01 00:03:24.460,-0.035,0.243,0.964,-1.038,2.625,54.321,0.588,-0.807,-9.344,0,-3211.264,0,25.64,0.99109,0.02768,-0.02658,-0.12729
 16:28:55.613,ef:e4:2c:bf:73:a9, 2015-01-01 00:03:23.450,0.154,0.105,0.996,4.578,-0.916,121.399,-5.153,-5.499,90.335,0,-3211.264,0,23.88,0.90347,0.01938,-0.03494,0.42667
 16:28:55.613,ef:e4:2c:bf:73:a9, 2015-01-01 00:03:23.450,0.132,0.133,1.005,4.822,-0.977,117.065,-5.219,-5.521,92.741,0,-3211.264,0,23.88,0.90347,0.01938,-0.03494,0.42667
 16:28:55.634,c3:a3:c5:ed:f8:8e, 2015-01-01 00:03:25.090,-0.093,1.144,1.93,4.028,5.005,54.199,-0.868,5.026,-9.492,0,-3211.264,0,24.44,0.95792,0.21848,0.04541,-0.1803
 16:28:55.634,c3:a3:c5:ed:f8:8e, 2015-01-01 00:03:25.090,-0.14,1.152,2.062,-1.526,-0.183,53.04,-0.725,4.559,-8.536,0,-3211.264,0,24.44,0.95792,0.21848,0.04541,-0.1803
 16:28:55.641,d2:5a:50:4a:21:12, 2015-01-01 00:03:24.460,0.016,0.19,0.994,-1.038,3.174,53.223,0.632,-0.742,-8.278,0,-3211.264,0,25.64,0.99109,0.02768,-0.02658,-0.12729
 16:28:55.641,d2:5a:50:4a:21:12, 2015-01-01 00:03:24.460,0.075,0.157,1.05,-0.244,2.319,54.565,0.681,-0.681,-7.218,0,-3211.264,0,25.64,0.99109,0.02768,-0.02658,-0.12729
 16:28:55.644,ef:e4:2c:bf:73:a9, 2015-01-01 00:03:23.450,0.142,0.05,0.969,2.991,-2.136,114.441,-5.29,-5.548,95.081,0,-3211.264,0,23.88,0.90347,0.01938,-0.03494,0.42667
 16:28:55.644,ef:e4:2c:bf:73:a9, 2015-01-01 00:03:23.450,0.15,-0.021,1.004,0.671,-2.991,115.845,-5.411,-5.587,97.405,0,-3211.264,0,23.88,0.90347,0.01938,-0.03494,0.42667
 16:28:55.664,c3:a3:c5:ed:f8:8e, 2015-01-01 00:03:25.090,-0.078,1.234,1.902,-2.136,2.38,54.443,-0.632,4.103,-7.564,0,-3211.264,0,24.44,0.95792,0.21848,0.04541,-0.1803
 16:28:55.664,c3:a3:c5:ed:f8:8e, 2015-01-01 00:03:25.090,-0.127,1.261,2.02,1.526,3.113,57.129,-0.489,3.642,-6.542,0,-3211.264,0,24.44,0.95792,0.21848,0.04541,-0.1803
 16:28:55.667,d2:d6:ae:79:8c:70, 2015-01-01 00:03:20.120,-0.018,0.034,0.984,-1.221,-4.211,-33.447,-0.357,-0.319,-56.338,23.814,3190.978,58.604,23.07,0.94571,-0.00778,-0.01361,-0.32452
 16:28:55.667,d2:d6:ae:79:8c:70, 2015-01-01 00:03:20.120,0.004,-0.037,0.986,0.183,0.854,-31.25,-0.341,-0.253,-56.964,23.814,3190.978,58.604,23.07,0.94571,-0.00778,-0.01361,-0.32452
 16:28:55.696,d2:d6:ae:79:8c:70, 2015-01-01 00:03:20.120,0.003,-0.004,1.011,0.854,3.357,-30.518,-0.313,-0.148,-57.574,23.814,3190.978,58.604,23.07,0.87949,-0.00644,-0.00906,-0.47568
 16:28:55.696,d2:d6:ae:79:8c:70, 2015-01-01 00:03:20.120,-0.007,0.003,1.012,0,-0.793,-30.823,-0.302,-0.126,-58.195,23.814,3190.978,58.604,23.07,0.87949,-0.00644,-0.00906,-0.47568
 16:28:55.700,d2:5a:50:4a:21:12, 2015-01-01 00:03:24.460,0.061,0.182,1.021,-1.16,2.319,57.251,0.725,-0.648,-6.119,0,-3211.264,0,25.64,0.99109,0.02768,-0.02658,-0.12729
 16:28:55.700,d2:5a:50:4a:21:12, 2015-01-01 00:03:24.460,0.044,0.167,1.028,-2.075,3.357,60.242,0.747,-0.626,-4.971,0,-3211.264,0,25.64,0.99109,0.02768,-0.02658,-0.12729
 16:28:55.723,c3:a3:c5:ed:f8:8e, 2015-01-01 00:03:25.090,-0.117,1.259,2.032,-1.648,2.258,60.181,-0.385,3.148,-5.477,0,-3211.264,0,24.44,0.95792,0.21848,0.04541,-0.1803
 16:28:55.723,c3:a3:c5:ed:f8:8e, 2015-01-01 00:03:25.090,-0.133,1.226,1.962,2.625,4.028,62.866,-0.236,2.653,-4.345,0,-3211.264,0,24.44,0.95792,0.21848,0.04541,-0.1803
 16:28:55.728,d2:d6:ae:79:8c:70, 2015-01-01 00:03:20.120,0.001,-0.034,1.009,-1.099,-4.15,-31.189,-0.319,-0.181,-58.815,23.814,3190.978,58.604,23.07,0.87949,-0.00644,-0.00906,-0.47568
 16:28:55.728,d2:d6:ae:79:8c:70, 2015-01-01 00:03:20.120,-0.021,0.012,0.976,-0.183,-0.122,-30.273,-0.313,-0.154,-59.42,23.814,3190.978,58.604,23.07,0.87949,-0.00644,-0.00906,-0.47568
 16:28:55.733,ef:e4:2c:bf:73:a9, 2015-01-01 00:03:23.450,0.161,-0.078,1.028,3.662,-0.671,118.53,-5.537,-5.603,99.772,0,-3211.264,0,23.88,0.65567,0.0296,-0.04147,0.75327
 16:28:55.733,ef:e4:2c:bf:73:a9, 2015-01-01 00:03:23.450,0.152,-0.061,0.979,5.493,0,121.948,-5.641,-5.581,102.195,0,-3211.264,0,23.88,0.65567,0.0296,-0.04147,0.75327
 16:28:55.735,ef:e4:2c:bf:73:a9, 2015-01-01 00:03:23.805,0.153,-0.039,0.952,6.775,-1.343,124.756,-5.729,-5.565,104.683,0,-3211.264,0,23.88,0.65567,0.0296,-0.04147,0.75327
 16:28:55.735,ef:e4:2c:bf:73:a9, 2015-01-01 00:03:23.805,0.138,0.009,0.956,7.141,-4.944,126.831,-5.812,-5.592,107.221,0,-3211.264,0,23.88,0.65567,0.0296,-0.04147,0.75327
 16:28:55.754,c3:a3:c5:ed:f8:8e, 2015-01-01 00:03:25.090,-0.14,1.207,1.96,3.296,5.249,64.941,-0.066,2.164,-3.17,0,-3211.264,0,24.44,0.95792,0.21848,0.04541,-0.1803
 16:28:55.754,c3:a3:c5:ed:f8:8e, 2015-01-01 00:03:25.090,-0.105,1.131,2.01,0.244,1.343,65.125,0.027,1.604,-2.016,0,-3211.264,0,24.44,0.95792,0.21848,0.04541,-0.1803
 16:28:55.761,d2:5a:50:4a:21:12, 2015-01-01 00:03:24.460,0.016,0.171,0.873,-1.892,3.113,63.049,0.747,-0.61,-3.757,0,-3211.264,0,25.64,0.99109,0.02768,-0.02658,-0.12729
 16:28:55.761,d2:5a:50:4a:21:12, 2015-01-01 00:03:24.460,-0.044,0.187,0.976,0,2.808,65.125,0.764,-0.61,-2.483,0,-3211.264,0,25.64,0.99109,0.02768,-0.02658,-0.12729
 16:28:55.764,ef:e4:2c:bf:73:a9, 2015-01-01 00:03:23.805,0.176,0.054,1.007,5.554,-5.188,126.038,-5.911,-5.652,109.775,0,-3211.264,0,23.88,0.65567,0.0296,-0.04147,0.75327
 16:28:55.764,ef:e4:2c:bf:73:a9, 2015-01-01 00:03:23.805,0.198,0.004,1.027,4.15,-3.296,125.488,-6.031,-5.691,112.313,0,-3211.264,0,23.88,0.65567,0.0296,-0.04147,0.75327
 16:28:55.784,c3:a3:c5:ed:f8:8e, 2015-01-01 00:03:25.090,-0.124,1.183,1.955,1.16,3.174,65.186,0.126,1.082,-0.846,0,-3211.264,0,24.44,0.95792,0.21848,0.04541,-0.1803
 16:28:55.784,c3:a3:c5:ed:f8:8e, 2015-01-01 00:03:25.090,-0.153,1.254,1.972,2.136,4.578,66.223,0.231,0.577,0.346,0,-3211.264,0,24.44,0.95792,0.21848,0.04541,-0.1803
 16:28:55.787,d2:d6:ae:79:8c:70, 2015-01-01 00:03:20.505,-0.03,-0.012,1.015,0.305,1.282,-28.992,-0.297,-0.104,-60.002,23.814,3190.978,58.604,23.07,0.87949,-0.00644,-0.00906,-0.47568
 16:28:55.787,d2:d6:ae:79:8c:70, 2015-01-01 00:03:20.505,-0.027,-0.006,1.012,-0.671,-2.625,-28.442,-0.302,-0.126,-60.568,23.814,3190.978,58.604,23.07,0.87949,-0.00644,-0.00906,-0.47568
 16:28:55.791,d2:5a:50:4a:21:12, 2015-01-01 00:03:24.460,-0.008,0.188,1.062,0.183,3.052,65.43,0.802,-0.615,-1.181,0,-3211.264,0,25.64,0.99109,0.02768,-0.02658,-0.12729
 16:28:55.791,d2:5a:50:4a:21:12, 2015-01-01 00:03:24.460,0.023,0.221,0.999,-0.916,3.662,65.43,0.829,-0.61,0.115,0,-3211.264,0,25.64,0.99109,0.02768,-0.02658,-0.12729
 16:28:55.818,d2:d6:ae:79:8c:70, 2015-01-01 00:03:20.505,-0.039,0.021,1.002,-0.305,-1.526,-26.55,-0.302,-0.132,-61.1,23.814,3190.978,58.604,23.07,0.87949,-0.00644,-0.00906,-0.47568
 16:28:55.818,d2:d6:ae:79:8c:70, 2015-01-01 00:03:20.505,-0.001,-0.005,0.986,0.793,2.38,-24.17,-0.275,-0.055,-61.584,23.814,3190.978,58.604,23.07,0.87949,-0.00644,-0.00906,-0.47568
 16:28:55.822,d2:5a:50:4a:21:12, 2015-01-01 00:03:24.460,-0.023,0.255,1.012,-1.648,3.113,66.406,0.84,-0.604,1.428,0,-3211.264,0,25.64,0.99109,0.02768,-0.02658,-0.12729
 16:28:55.822,d2:5a:50:4a:21:12, 2015-01-01 00:03:24.460,-0.009,0.219,1.033,-2.319,2.319,67.566,0.846,-0.615,2.758,0,-3211.264,0,25.64,0.99109,0.02768,-0.02658,-0.12729
 16:28:55.823,ef:e4:2c:bf:73:a9, 2015-01-01 00:03:23.805,0.177,-0.035,1.005,5.127,-2.136,127.075,-6.158,-5.696,114.862,0,-3211.264,0,23.88,0.65567,0.0296,-0.04147,0.75327
 16:28:55.823,ef:e4:2c:bf:73:a9, 2015-01-01 00:03:23.805,0.137,0.002,1.034,5.554,-0.427,127.808,-6.279,-5.669,117.433,0,-3211.264,0,23.88,0.65567,0.0296,-0.04147,0.75327
 16:28:55.848,d2:d6:ae:79:8c:70, 2015-01-01 00:03:20.505,-0.013,0.007,0.992,-1.16,-3.845,-22.827,-0.286,-0.077,-62.056,23.814,3190.978,58.604,23.07,0.87949,-0.00644,-0.00906,-0.47568
 16:28:55.848,d2:d6:ae:79:8c:70, 2015-01-01 00:03:20.505,-0.031,0.003,0.988,0.427,1.343,-20.752,-0.291,-0.099,-62.501,23.814,3190.978,58.604,23.07,0.87949,-0.00644,-0.00906,-0.47568
 16:28:55.851,d2:5a:50:4a:21:12, 2015-01-01 00:03:24.460,0.04,0.193,0.997,-3.357,2.808,68.054,0.829,-0.626,4.103,0,-3211.264,0,25.64,0.99109,0.02768,-0.02658,-0.12729
