Time,Device name设备名称,Chip Time(),Acceleration X(g),Acceleration Y(g),Acceleration Z(g),Angular velocity X(°/s),Angular velocity Y(°/s),Angular velocity Z(°/s),Angle X(°),Angle Y(°),Angle Z(°),Magnetic field X(ʯt),Magnetic field Y(ʯt),Magnetic field Z(ʯt),Temperature(℃),Quaternions 0(),Quaternions 1(),Quaternions 2(),Quaternions 3()
 16:56:48.351,WTCoupler_In(d2:d6:ae:79:8c:70), 2015-1-1 0:13:6.550, -0.091, 0.222, 0.943, 1.282, 0.916, 75.134, -1.566, -3.082, -53.756, 23.814, 3190.978, 58.604, 23.24, 0.93256, -0.0257, 0.00772, -0.35986,
 16:56:48.378,WTCoupler_Out(f9:7a:4a:df:60:c4), 2015-1-1 0:13:10.735, -0.437, 0.446, 0.988, -16.052, -11.414, 69.702, -0.884, -0.385, 111.857, 38.416, -36.652, 0.294, 26.29, 0.59631, 0.00189, -0.03568, 0.80188,
 16:56:48.380,WTCoupler_In(d2:d6:ae:79:8c:70), 2015-1-1 0:13:6.550, -0.093, 0.345, 1.14, 1.343, 2.319, 83.496, -1.5, -2.977, -52.229, 23.814, 3190.978, 58.604, 23.24, 0.93256, -0.0257, 0.00772, -0.35986,
 16:56:48.380,WTCoupler_In(d2:d6:ae:79:8c:70), 2015-1-1 0:13:6.550, -0.122, 0.307, 0.83, -0.061, 1.831, 90.332, -1.423, -2.84, -50.543, 23.814, 3190.978, 58.604, 23.24, 0.93256, -0.0257, 0.00772, -0.35986,
 16:56:48.442,WTCoupler_In(d2:d6:ae:79:8c:70), 2015-1-1 0:13:6.550, -0.223, 0.303, 1.017, 0.793, 1.587, 94.36, -1.34, -2.692, -48.735, 23.814, 3190.978, 58.604, 23.24, 0.93256, -0.0257, 0.00772, -0.35986,
 16:56:48.442,WTCoupler_In(d2:d6:ae:79:8c:70), 2015-1-1 0:13:6.550, -0.16, 0.339, 1.197, 0, 1.343, 98.389, -1.236, -2.543, -46.846, 23.814, 3190.978, 58.604, 23.24, 0.93256, -0.0257, 0.00772, -0.35986,
 16:56:48.444,WTCrank(c3:a3:c5:ed:f8:8e), 2015-1-1 0:13:5.975, 0.476, -1.006, -0.154, -0.977, -197.021, -3.418, -12.101, 1.758, -153.71, 22.736, 78.400, 21.560, 25.02, 0.72513, -0.66489, 0.1568, -0.08621,
 16:56:48.447,WTRocker(e2:c7:f5:e1:23:63), 2015-1-1 0:13:0.380, -0.12, -0.014, 1.041, 0.61, 0.427, -75.562, -0.005, -1.285, 97.289, 24.402, -6.664, -80.066, 22.44, 0.31793, -0.00769, 0.00732, 0.948,
 16:56:48.470,WTCoupler_Out(f9:7a:4a:df:60:c4), 2015-1-1 0:13:10.735, -0.471, 0.681, 1.028, 7.08, 5.371, 85.266, -0.11, 0.159, 116.054, 38.416, -36.652, 0.294, 26.29, 0.59631, 0.00189, -0.03568, 0.80188,
 16:56:48.472,WTCoupler_In(d2:d6:ae:79:8c:70), 2015-1-1 0:13:6.550, -0.163, 0.355, 0.874, 0.793, 2.747, 100.891, -1.121, -2.368, -44.89, 23.814, 3190.978, 58.604, 23.24, 0.93256, -0.0257, 0.00772, -0.35986,
 16:56:48.472,WTCoupler_In(d2:d6:ae:79:8c:70), 2015-1-1 0:13:6.550, -0.193, 0.364, 1.056, 0, 1.587, 102.6, -0.989, -2.181, -42.885, 23.814, 3190.978, 58.604, 23.24, 0.93256, -0.0257, 0.00772, -0.35986,
 16:56:48.499,WTCoupler_Out(f9:7a:4a:df:60:c4), 2015-1-1 0:13:10.735, -0.319, 0.409, 1.032, 3.418, 6.042, 99.487, 0.61, 0.67, 120.948, 38.416, -36.652, 0.294, 26.29, 0.59631, 0.00189, -0.03568, 0.80188,
 16:56:48.501,WTCoupler_In(d2:d6:ae:79:8c:70), 2015-1-1 0:13:6.550, -0.235, 0.278, 0.899, 0.244, 2.991, 103.455, -0.846, -1.994, -40.858, 23.814, 3190.978, 58.604, 23.24, 0.93256, -0.0257, 0.00772, -0.35986,
 16:56:48.502,WTCoupler_In(d2:d6:ae:79:8c:70), 2015-1-1 0:13:6.550, -0.142, 0.33, 1.023, 0.305, 1.953, 102.783, -0.692, -1.785, -38.82, 23.814, 3190.978, 58.604, 23.24, 0.93256, -0.0257, 0.00772, -0.35986,
 16:56:48.529,WTCoupler_Out(f9:7a:4a:df:60:c4), 2015-1-1 0:13:10.735, -0.278, 0.314, 1.003, -0.671, 1.404, 103.088, 1.362, 1.198, 126.123, 38.416, -36.652, 0.294, 26.29, 0.59631, 0.00189, -0.03568, 0.80188,
 16:56:48.534,WTCrank(c3:a3:c5:ed:f8:8e), 2015-1-1 0:13:5.975, 0.417, -1.037, 0.027, 1.099, -210.327, -4.15, -12.211, 4.384, -137.681, 22.736, 78.400, 21.560, 25.02, 0.72513, -0.66489, 0.1568, -0.08621,
 16:56:48.535,WTRocker(e2:c7:f5:e1:23:63), 2015-1-1 0:13:0.380, -0.096, -0.036, 1.021, 0.427, -0.305, -58.411, 0.033, -1.071, 91.769, 24.402, -6.664, -80.066, 22.44, 0.31793, -0.00769, 0.00732, 0.948,
 16:56:48.561,WTCoupler_In(d2:d6:ae:79:8c:70), 2015-1-1 0:13:6.550, -0.128, 0.323, 1.126, -0.122, 2.197, 102.417, -0.522, -1.593, -36.799, 23.814, 3190.978, 58.604, 23.24, 0.93256, -0.0257, 0.00772, -0.35986,
 16:56:48.561,WTCoupler_In(d2:d6:ae:79:8c:70), 2015-1-1 0:13:6.550, -0.184, 0.292, 0.822, 0, 1.77, 101.746, -0.357, -1.401, -34.783, 23.814, 3190.978, 58.604, 23.24, 0.93256, -0.0257, 0.00772, -0.35986,
 16:56:48.589,WTCoupler_Out(f9:7a:4a:df:60:c4), 2015-1-1 0:13:10.735, -0.201, 0.241, 1.029, 0.977, 4.15, 102.722, 2.12, 1.692, 131.309, 38.416, -36.652, 0.294, 26.29, 0.59631, 0.00189, -0.03568, 0.80188,
 16:56:48.590,WTCoupler_In(d2:d6:ae:79:8c:70), 2015-1-1 0:13:6.550, -0.088, 0.295, 1.038, -0.671, 2.441, 99.548, -0.181, -1.219, -32.789, 23.814, 3190.978, 58.604, 23.24, 0.93256, -0.0257, 0.00772, -0.35986,
 16:56:48.590,WTCoupler_In(d2:d6:ae:79:8c:70), 2015-1-1 0:13:6.550, -0.039, 0.275, 1.1, -0.977, 1.526, 99.426, -0.011, -1.038, -30.828, 23.814, 3190.978, 58.604, 23.24, 0.93256, -0.0257, 0.00772, -0.35986,
 16:56:48.648,WTCoupler_Out(f9:7a:4a:df:60:c4), 2015-1-1 0:13:10.735, -0.204, 0.179, 0.943, -2.625, 3.235, 99.67, 2.708, 2.016, 136.296, 38.416, -36.652, 0.294, 26.29, 0.59631, 0.00189, -0.03568, 0.80188,
 16:56:48.656,WTRocker(e2:c7:f5:e1:23:63), 2015-1-1 0:13:0.380, -0.069, 0.028, 0.964, 0, -3.113, -38.33, 0.055, -0.873, 88.088, 24.402, -6.664, -80.066, 22.44, 0.31793, -0.00769, 0.00732, 0.948,
 16:56:48.681,WTCoupler_In(d2:d6:ae:79:8c:70), 2015-1-1 0:13:6.550, -0.012, 0.277, 0.92, 1.099, 1.709, 100.403, 0.165, -0.884, -28.867, 23.814, 3190.978, 58.604, 23.24, 0.93256, -0.0257, 0.00772, -0.35986,
 16:56:48.681,WTCoupler_In(d2:d6:ae:79:8c:70), 2015-1-1 0:13:6.550, -0.345, 0.278, 0.941, 2.808, 2.258, 102.478, 0.385, -0.747, -26.873, 23.814, 3190.978, 58.604, 23.24, 0.93256, -0.0257, 0.00772, -0.35986,
 16:56:48.707,WTCoupler_Out(f9:7a:4a:df:60:c4), 2015-1-1 0:13:10.735, -0.214, 0.256, 1.009, 2.319, 5.371, 103.149, 3.252, 2.225, 141.174, 38.416, -36.652, 0.294, 26.29, 0.59631, 0.00189, -0.03568, 0.80188,
 16:56:48.711,WTCoupler_In(d2:d6:ae:79:8c:70), 2015-1-1 0:13:6.550, 0.087, 0.541, 1.927, -5.127, 2.38, 100.952, 0.593, -0.615, -24.857, 23.814, 3190.978, 58.604, 23.24, 0.93256, -0.0257, 0.00772, -0.35986,
 16:56:48.711,WTCoupler_In(d2:d6:ae:79:8c:70), 2015-1-1 0:13:6.550, -0.257, 0.237, 0.027, 1.831, 1.465, 100.708, 0.72, -0.483, -22.868, 23.814, 3190.978, 58.604, 23.24, 0.93256, -0.0257, 0.00772, -0.35986,
 16:56:48.714,WTCrank(c3:a3:c5:ed:f8:8e), 2015-1-1 0:13:7.230, 0.398, -1.021, 0.048, -4.456, -197.571, -6.714, -12.239, 6.548, -122.739, 22.736, 78.400, 21.560, 25.02, 0.72513, -0.66489, 0.1568, -0.08621,
 16:56:48.738,WTCoupler_Out(f9:7a:4a:df:60:c4), 2015-1-1 0:13:10.735, 0.012, 0.321, 1.051, 13.123, -5.92, 95.703, 3.625, 2.274, 145.942, 38.416, -36.652, 0.294, 26.29, 0.59631, 0.00189, -0.03568, 0.80188,
 16:56:48.744,WTCrank(c3:a3:c5:ed:f8:8e), 2015-1-1 0:13:7.230, 0.421, -0.661, -0.146, -2.075, -195.129, -13.794, -11.684, 7.938, -108.688, 22.736, 78.400, 21.560, 25.02, 0.72513, -0.66489, 0.1568, -0.08621,
 16:56:48.770,WTCoupler_In(d2:d6:ae:79:8c:70), 2015-1-1 0:13:6.550, -0.088, 0.521, 0.869, -2.991, 3.906, 95.764, 0.945, -0.374, -20.907, 23.814, 3190.978, 58.604, 23.24, 0.93256, -0.0257, 0.00772, -0.35986,
 16:56:48.770,WTCoupler_In(d2:d6:ae:79:8c:70), 2015-1-1 0:13:6.550, -0.023, 0.282, 1.404, 1.343, 0.183, 92.102, 1.154, -0.242, -19.039, 23.814, 3190.978, 58.604, 23.24, 0.93256, -0.0257, 0.00772, -0.35986,
 16:56:48.772,WTCoupler_In(d2:d6:ae:79:8c:70), 2015-1-1 0:13:6.550, -0.159, 0.37, 0.588, -1.648, 2.991, 88.867, 1.395, -0.159, -17.243, 23.814, 3190.978, 58.604, 23.24, 0.93256, -0.0257, 0.00772, -0.35986,
 16:56:48.772,WTCoupler_In(d2:d6:ae:79:8c:70), 2015-1-1 0:13:6.550, -0.042, 0.476, 0.957, -1.038, 0.244, 83.191, 1.609, -0.066, -15.524, 23.814, 3190.978, 58.604, 23.24, 0.93256, -0.0257, 0.00772, -0.35986,
 16:56:48.799,WTCoupler_Out(f9:7a:4a:df:60:c4), 2015-1-1 0:13:10.735, 0.073, 0.198, 1.02, -4.272, -4.883, 88.867, 4.213, 2.302, 150.189, 38.416, -36.652, 0.294, 26.29, 0.59631, 0.00189, -0.03568, 0.80188,
 16:56:48.801,WTCoupler_In(d2:d6:ae:79:8c:70), 2015-1-1 0:13:6.550, -0.143, 0.265, 1.122, 1.465, 3.357, 78.735, 1.857, -0.005, -13.909, 23.814, 3190.978, 58.604, 23.24, 0.93256, -0.0257, 0.00772, -0.35986,
 16:56:48.801,WTCoupler_In(d2:d6:ae:79:8c:70), 2015-1-1 0:13:6.550, -0.093, 0.484, 0.912, -2.136, 1.709, 71.899, 2.109, 0.088, -12.398, 23.814, 3190.978, 58.604, 23.24, 0.93256, -0.0257, 0.00772, -0.35986,
 16:56:48.830,WTCoupler_In(d2:d6:ae:79:8c:70), 2015-1-1 0:13:6.550, -0.125, 0.319, 0.963, 1.343, 2.747, 64.331, 2.335, 0.154, -11.03, 23.814, 3190.978, 58.604, 23.24, 0.93256, -0.0257, 0.00772, -0.35986,
 16:56:48.831,WTCoupler_In(d2:d6:ae:79:8c:70), 2015-1-1 0:13:6.550, -0.121, 0.358, 0.987, -2.686, -0.305, 53.345, 2.587, 0.22, -9.827, 23.814, 3190.978, 58.604, 23.24, 0.93256, -0.0257, 0.00772, -0.35986,
 16:56:48.836,WTRocker(e2:c7:f5:e1:23:63), 2015-1-1 0:13:0.380, -0.101, 0.011, 1.091, 0.732, 2.319, -20.935, 0.121, -0.483, 85.968, 24.402, -6.664, -80.066, 22.44, 0.31793, -0.00769, 0.00732, 0.948,
