Time,Device name,Chip Time(),Acceleration X(g),Acceleration Y(g),Acceleration Z(g),Angular velocity X(°/s),Angular velocity Y(°/s),Angular velocity Z(°/s),Angle X(°),Angle Y(°),Angle Z(°),Magnetic field X(ʯt),Magnetic field Y(ʯt),Magnetic field Z(ʯt),Temperature(℃),Pressure(Pa),Height(m),Longitude(),Latitude(),GPS ground speed(km),Angle of course(°),GPS height(m),Number of satellites(),Position location(),Horizontal position(),Vertical position(),Quaternions 0(),Quaternions 1(),Quaternions 2(),Quaternions 3()
 17:34:43.445,COM13,, 0.085, -1.103, 0.125, -1.404, 26.733, -1.709, 0.088, -0.978, 63.419, -3.027, -17.860, 116.153, 32.32,,,,,,,,,,,,,,,,
 17:34:43.492,COM16,, -0.145, 0.002, 1.058, -4.089, 1.099, 126.160, 7.333, 1.450, -168.245, 16.533, -20.367, 14.853, 33.83,,,,,,,,,,,,,,,,
 17:34:43.492,COM14,, 0.036, 0.140, 0.946, -1.770, -0.427, -29.724, 0.093, -1.774, -9.333, -5.420, 21.207, -11.667, 32.06,,,,,,,,,,,,,,,,
 17:34:43.534,COM16,, -0.184, -0.097, 0.951, -3.845, -2.014, 136.536, 7.251, 0.840, -159.516, 12.340, -16.380, 13.673, 33.82,,,,,,,,,,,,,,,,
 17:34:43.552,COM13,, -0.071, -1.018, 0.239, -1.526, 37.659, -0.488, 0.884, -1.368, 61.106, -4.840, -18.933, 117.787, 32.32,,,,,,,,,,,,,,,,
 17:34:43.644,COM13,, -0.354, -1.075, 0.370, -1.953, 54.321, -2.136, 1.736, -1.533, 57.903, -6.447, -19.533, 118.180, 32.28,,,,,,,,,,,,,,,,
 17:34:43.651,COM14,, -0.034, 0.189, 0.916, -4.272, -0.549, -41.748, 0.670, -2.005, -12.068, -7.187, 21.233, -11.473, 32.12,,,,,,,,,,,,,,,,
 17:34:43.680,COM14,, -0.289, 0.152, 1.112, -2.502, 1.099, -58.777, 1.258, -2.038, -15.919, -8.673, 19.653, -11.307, 32.07,,,,,,,,,,,,,,,,
 17:34:43.708,COM16,, -0.196, 0.034, 1.001, -3.723, -1.953, 147.034, 7.136, 0.187, -150.222, 8.060, -11.760, 12.353, 33.84,,,,,,,,,,,,,,,,
 17:34:43.747,COM13,, -0.271, -1.048, 0.067, 1.709, 60.669, 0.854, 2.686, -1.390, 53.394, -8.080, -19.720, 118.393, 32.34,,,,,,,,,,,,,,,,
 17:34:43.787,COM14,, -0.237, 0.081, 0.909, -0.671, 1.160, -63.171, 1.840, -1.747, -21.407, -10.820, 18.967, -11.227, 32.08,,,,,,,,,,,,,,,,
 17:34:43.854,COM13,, -0.178, -1.077, -0.009, -0.427, 64.575, -1.770, 3.450, -0.687, 47.390, -9.987, -18.560, 116.947, 32.30,,,,,,,,,,,,,,,,
 17:34:43.948,COM16,, -0.193, -0.252, 1.021, -4.578, 1.343, 132.996, 6.954, -0.247, -140.339, 3.580, -6.453, 10.167, 33.82,,,,,,,,,,,,,,,,
 17:34:43.954,COM14,, -0.157, -0.015, 0.949, 0.061, 1.526, -63.965, 2.164, -0.775, -28.103, -13.360, 17.553, -11.327, 32.05,,,,,,,,,,,,,,,,
 17:34:43.954,COM16,, -0.136, -0.135, 1.133, -4.028, -0.427, 114.929, 5.883, -0.736, -130.479, -0.827, -1.360, 7.407, 33.84,,,,,,,,,,,,,,,,
 17:34:43.961,COM13,, -0.021, -1.106, -0.067, -5.676, 62.256, -4.578, 3.604, 0.291, 40.990, -11.560, -17.107, 114.313, 32.29,,,,,,,,,,,,,,,,
 17:34:43.982,COM14,, -0.143, 0.006, 1.060, -3.235, 1.404, -61.768, 2.071, 0.385, -35.178, -15.287, 16.607, -11.553, 32.05,,,,,,,,,,,,,,,,
 17:34:43.983,COM16,, -0.122, -0.132, 0.999, -2.319, 1.038, 101.685, 4.658, -1.340, -115.472, -3.980, 1.693, 3.933, 33.81,,,,,,,,,,,,,,,,
 17:34:44.039,COM16,, -0.068, -0.034, 0.921, -2.502, -6.104, 90.393, 3.642, -1.868, -101.761, -7.087, 3.773, 0.920, 33.80,,,,,,,,,,,,,,,,
 17:34:44.067,COM13,, -0.063, -1.050, 0.018, -6.531, 58.533, -5.127, 3.790, 0.989, 34.568, -12.547, -15.580, 111.913, 32.31,,,,,,,,,,,,,,,,
 17:34:44.089,COM14,, -0.073, 0.013, 0.837, -4.517, 0.549, -57.678, 1.928, 1.368, -42.094, -16.973, 14.627, -11.853, 32.06,,,,,,,,,,,,,,,,
 17:34:44.147,COM13,, 0.040, -1.029, -0.035, 5.127, 52.856, 4.395, 3.631, 1.571, 28.559, -13.713, -14.413, 110.320, 32.34,,,,,,,,,,,,,,,,
 17:34:44.179,COM14,, -0.079, 0.063, 0.936, -2.563, 0.305, -52.124, 1.675, 2.137, -48.549, -18.933, 12.967, -11.827, 32.08,,,,,,,,,,,,,,,,
 17:34:44.263,COM13,, 0.088, -1.072, -0.115, 3.723, 45.593, 4.333, 3.351, 1.895, 22.934, -13.820, -13.400, 108.420, 32.35,,,,,,,,,,,,,,,,
 17:34:44.288,COM14,, -0.111, 0.072, 1.187, -1.831, 2.625, -42.175, 1.373, 2.730, -54.454, -20.640, 11.593, -12.067, 32.09,,,,,,,,,,,,,,,,
 17:34:44.368,COM13,, 0.031, -1.030, -0.092, -6.836, 33.752, -0.732, 3.082, 1.994, 17.974, -15.520, -12.753, 106.707, 32.35,,,,,,,,,,,,,,,,
 17:34:44.392,COM14,, -0.001, -0.013, 1.115, -2.197, 2.014, -29.358, 1.104, 3.164, -59.524, -22.053, 10.900, -12.307, 32.12,,,,,,,,,,,,,,,,
 17:34:44.449,COM13,, 0.075, -1.048, -0.195, -0.549, 17.090, 3.357, 2.615, 2.109, 13.991, -15.967, -12.133, 106.100, 32.33,,,,,,,,,,,,,,,,
 17:34:44.473,COM14,, -0.035, 0.012, 0.944, -2.136, 1.099, -11.719, 0.939, 3.505, -63.441, -22.860, 9.000, -12.747, 32.05,,,,,,,,,,,,,,,,
 17:34:44.503,COM16,, -0.137, -0.026, 1.101, -3.540, -2.991, 89.355, 2.873, -1.829, -90.363, -8.833, 3.767, -1.040, 33.83,,,,,,,,,,,,,,,,
 17:34:44.581,COM14,, -0.010, -0.050, 0.989, -2.014, -0.977, 13.733, 0.786, 3.735, -65.781, -24.707, 9.013, -13.133, 32.07,,,,,,,,,,,,,,,,
 17:34:44.607,COM13,, 0.162, -1.041, -0.345, 0.488, -5.676, 2.747, 1.928, 2.016, 11.459, -13.787, -11.973, 106.213, 32.31,,,,,,,,,,,,,,,,
 17:34:44.663,COM13,, 0.237, -1.037, -0.430, -2.075, -35.767, -1.587, 1.187, 1.752, 10.849, -13.807, -12.033, 106.420, 32.31,,,,,,,,,,,,,,,,
 17:34:44.682,COM14,, 0.070, -0.182, 0.983, 0.183, -2.014, 43.457, 0.681, 3.801, -66.033, -27.487, 8.867, -14.187, 32.05,,,,,,,,,,,,,,,,
 17:34:44.773,COM13,, 0.327, -1.031, -0.317, -3.906, -56.091, -3.906, -0.016, 1.456, 12.838, -12.100, -12.400, 106.807, 32.31,,,,,,,,,,,,,,,,
 17:34:44.795,COM14,, 0.301, -0.252, 1.028, 1.953, -2.258, 56.641, 0.368, 3.680, -63.798, -32.627, 9.767, -17.073, 32.05,,,,,,,,,,,,,,,,
 17:34:44.854,COM13,, 0.185, -1.041, -0.146, -0.916, -58.533, -2.502, -0.972, 0.802, 17.545, -11.413, -12.373, 106.647, 32.34,,,,,,,,,,,,,,,,
 17:34:44.874,COM14,, 0.085, -0.160, 0.977, 0.916, -2.197, 59.143, 0.000, 3.192, -59.485, -40.633, 11.860, -24.553, 32.05,,,,,,,,,,,,,,,,
 17:34:44.916,COM16,, -0.103, -0.007, 1.001, -3.662, 0.427, 92.102, 2.324, -1.533, -80.453, -9.507, 3.700, -4.600, 33.81,,,,,,,,,,,,,,,,
 17:34:44.926,COM16,, -0.107, 0.000, 0.878, -2.686, 2.380, 99.670, 2.016, -1.241, -71.642, -9.947, 0.387, -6.827, 33.80,,,,,,,,,,,,,,,,
 17:34:44.928,COM16,, -0.112, 0.059, 0.957, -4.272, 0.000, 111.267, 1.950, -0.890, -64.292, -7.120, -4.420, -4.733, 33.81,,,,,,,,,,,,,,,,
 17:34:44.932,COM16,, -0.162, 0.030, 1.027, -7.385, -0.488, 128.540, 2.005, -0.483, -58.519, -1.113, -9.260, 1.420, 33.81,,,,,,,,,,,,,,,,
 17:34:44.938,COM16,, -0.288, 0.103, 1.000, -4.333, -1.221, 150.269, 1.395, -0.280, -53.130, 9.007, -13.580, 8.893, 33.80,,,,,,,,,,,,,,,,
 17:34:44.941,COM16,, -0.314, -0.136, 0.993, -5.432, -0.671, 157.166, 0.659, 0.099, -37.991, 22.600, -14.687, 18.060, 33.79,,,,,,,,,,,,,,,,
 17:34:44.960,COM13,, 0.177, -1.033, -0.211, -1.526, -66.711, -3.601, -1.763, 0.066, 23.176, -10.493, -12.180, 106.133, 32.30,,,,,,,,,,,,,,,,
 17:34:44.981,COM14,, 0.103, -0.193, 0.966, 2.380, -2.075, 67.078, -0.324, 2.582, -55.042, -49.780, 15.707, -38.700, 32.09,,,,,,,,,,,,,,,,
 17:34:45.040,COM16,, -0.209, -0.079, 0.938, -2.808, -5.249, 133.057, 0.214, 1.027, -15.804, 36.913, -14.100, 26.480, 33.80,,,,,,,,,,,,,,,,
 17:34:45.059,COM16,, -0.211, 0.000, 1.062, -3.357, -1.587, 132.568, 0.110, 1.752, 4.202, 48.067, -12.013, 30.833, 33.79,,,,,,,,,,,,,,,,
 17:34:45.069,COM13,, 0.157, -1.031, -0.146, -2.197, -69.580, -2.869, -2.362, -0.363, 29.333, -9.200, -12.093, 107.633, 32.31,,,,,,,,,,,,,,,,
 17:34:45.070,COM16,, -0.200, 0.067, 0.912, -2.563, -2.502, 130.615, 0.368, 2.626, 21.841, 55.620, -11.653, 32.047, 33.78,,,,,,,,,,,,,,,,
 17:34:45.087,COM14,, 0.099, -0.158, 1.063, 2.808, -1.770, 68.909, -0.599, 2.175, -50.125, -52.813, 21.127, -61.360, 32.09,,,,,,,,,,,,,,,,
 17:34:45.148,COM13,, 0.094, -1.065, -0.127, -5.859, -68.787, -6.104, -2.780, -0.527, 36.068, -7.587, -11.907, 107.747, 32.31,,,,,,,,,,,,,,,,
 17:34:45.189,COM14,, 0.079, -0.167, 1.037, 3.113, -2.441, 69.092, -0.802, 1.901, -44.819, -44.433, 28.427, -86.313, 32.09,,,,,,,,,,,,,,,,
 17:34:45.211,COM16,, -0.190, 0.024, 0.926, -2.991, -1.282, 129.028, 0.917, 3.477, 38.831, 59.853, -12.873, 31.853, 33.82,,,,,,,,,,,,,,,,
 17:34:45.218,COM16,, -0.219, 0.041, 0.963, -3.113, 1.648, 129.211, 1.692, 4.252, 54.921, 61.513, -14.467, 29.687, 33.81,,,,,,,,,,,,,,,,
 17:34:45.276,COM13,, 0.096, -1.010, -0.058, 2.686, -66.040, 0.610, -3.060, -0.533, 42.940, -5.913, -11.813, 109.793, 32.28,,,,,,,,,,,,,,,,
 17:34:45.296,COM14,, 0.032, -0.220, 1.018, 4.883, -0.671, 64.026, -1.033, 1.692, -39.375, -22.033, 35.313, -101.147, 32.08,,,,,,,,,,,,,,,,
 17:34:45.358,COM13,, 0.028, -1.126, -0.095, -2.930, -59.814, -4.272, -3.318, -0.341, 49.713, -3.940, -11.973, 109.793, 32.35,,,,,,,,,,,,,,,,
 17:34:45.375,COM16,, -0.169, -0.020, 0.999, -4.761, 1.160, 128.479, 2.565, 4.966, 70.236, 61.767, -18.033, 28.107, 33.80,,,,,,,,,,,,,,,,
 17:34:45.378,COM14,, 0.062, -0.211, 0.993, 2.808, -1.526, 56.946, -1.302, 1.566, -34.041, 4.413, 40.227, -97.120, 32.06,,,,,,,,,,,,,,,,
 17:34:45.443,COM16,, -0.208, -0.003, 1.021, -4.211, 2.380, 126.404, 3.461, 5.328, 84.853, 60.880, -22.007, 26.327, 33.80,,,,,,,,,,,,,,,,
 17:34:45.464,COM13,, -0.017, -0.990, -0.045, -0.244, -44.128, -2.625, -3.406, -0.176, 55.981, -2.367, -12.040, 109.447, 32.31,,,,,,,,,,,,,,,,
 17:34:45.520,COM14,, -0.004, -0.229, 0.923, 4.883, -1.526, 40.649, -1.384, 1.472, -28.949, 22.027, 40.400, -76.720, 32.09,,,,,,,,,,,,,,,,
 17:34:45.541,COM16,, -0.152, -0.041, 1.108, -3.967, 0.549, 121.216, 4.219, 5.707, 98.800, 58.047, -25.753, 24.473, 33.79,,,,,,,,,,,,,,,,
 17:34:45.578,COM14,, 0.103, -0.119, 0.745, 1.404, 0.000, 25.330, -1.549, 1.055, -20.078, 24.793, 37.040, -51.713, 32.06,,,,,,,,,,,,,,,,
 17:34:45.599,COM13,, -0.013, -1.037, -0.115, 1.709, -29.541, 0.061, -3.235, 0.126, 61.221, -0.520, -12.240, 109.273, 32.34,,,,,,,,,,,,,,,,
 17:34:45.639,COM16,, -0.173, -0.024, 1.111, -3.784, -1.465, 113.953, 4.927, 5.603, 111.676, 53.293, -28.013, 22.900, 33.77,,,,,,,,,,,,,,,,
 17:34:45.653,COM13,, 0.075, -1.068, -0.108, 2.625, -15.747, -1.404, -3.005, 0.494, 64.819, -0.620, -12.487, 109.100, 32.33,,,,,,,,,,,,,,,,
 17:34:45.685,COM14,, 0.104, -0.118, 0.936, 1.892, 2.258, 11.963, -1.697, 0.747, -13.431, 18.487, 32.640, -32.553, 32.07,,,,,,,,,,,,,,,,
 17:34:45.755,COM13,, 0.069, -1.062, -0.080, -1.892, -6.348, -2.319, -2.648, 0.709, 66.940, 1.260, -12.760, 109.073, 32.33,,,,,,,,,,,,,,,,
 17:34:45.792,COM16,, -0.147, -0.013, 0.969, -4.089, -2.747, 110.229, 5.521, 5.416, 123.519, 48.713, -30.413, 21.567, 33.77,,,,,,,,,,,,,,,,
 17:34:45.792,COM14,, 0.126, -0.136, 1.028, 0.488, 0.977, 4.456, -1.758, 0.494, -9.053, 11.260, 27.993, -21.973, 32.09,,,,,,,,,,,,,,,,
