Time,Device name,Chip Time(),Acceleration X(g),Acceleration Y(g),Acceleration Z(g),Angular velocity X(°/s),Angular velocity Y(°/s),Angular velocity Z(°/s),Angle X(°),Angle Y(°),Angle Z(°),Magnetic field X(?t),Magnetic field Y(?t),Magnetic field Z(?t),Temperature(?),Quaternions 0(),Quaternions 1(),Quaternions 2(),Quaternions 3()
 16:32:54.555,c3:a3:c5:ed:f8:8e, 2015-01-01 00:07:22.140,0.042,1.029,1.981,0.549,0.732,-20.203,-1.417,2.659,8.536,0,-3211.264,0,24.47,0.97086,0.22281,0.03766,0.07922
 16:32:54.556,c3:a3:c5:ed:f8:8e, 2015-01-01 00:07:22.140,0.042,0.977,2.01,0.244,-0.732,-20.447,-1.423,2.78,8.163,0,-3211.264,0,24.47,0.97086,0.22281,0.03766,0.07922
 16:32:54.559,d2:d6:ae:79:8c:70, 2015-01-01 00:07:17.525,0.048,-0.014,1.006,0,-0.244,12.39,-0.209,0.132,8.322,23.814,3190.978,58.604,23.2,0.99872,0.00018,-0.00674,0.04892
 16:32:54.559,d2:d6:ae:79:8c:70, 2015-01-01 00:07:17.525,0.037,0.003,1,0.61,0.671,11.902,-0.209,0.121,8.569,23.814,3190.978,58.604,23.2,0.99872,0.00018,-0.00674,0.04892
 16:32:54.563,d2:5a:50:4a:21:12, 2015-01-01 00:07:21.715,0.033,0.008,0.953,0.488,-0.183,-19.653,-0.84,0.593,9.954,0,-3211.264,0,25.26,0.99451,0.0209,-0.00604,0.10181
 16:32:54.563,d2:5a:50:4a:21:12, 2015-01-01 00:07:21.715,0.049,0.036,1.012,0.916,-0.061,-19.958,-0.84,0.588,9.558,0,-3211.264,0,25.26,0.99451,0.0209,-0.00604,0.10181
 16:32:54.563,d2:5a:50:4a:21:12, 2015-01-01 00:07:21.715,0.034,0.005,0.974,1.343,-0.122,-20.264,-0.829,0.588,9.157,0,-3211.264,0,25.26,0.99451,0.0209,-0.00604,0.10181
 16:32:54.563,d2:5a:50:4a:21:12, 2015-01-01 00:07:21.715,0.04,0.019,1.026,1.526,-0.183,-20.996,-0.818,0.582,8.751,0,-3211.264,0,25.26,0.99451,0.0209,-0.00604,0.10181
 16:32:54.565,ef:e4:2c:bf:73:a9, 2015-01-01 00:07:20.940,-0.001,0.042,0.992,2.502,-1.16,55.115,-2.422,-1.198,-53.113,0,-3211.264,0,24.08,0.86966,0.00589,-0.01523,-0.49329
 16:32:54.565,ef:e4:2c:bf:73:a9, 2015-01-01 00:07:20.940,0.011,0.035,0.994,2.441,-1.16,55.786,-2.39,-1.236,-52.004,0,-3211.264,0,24.08,0.86966,0.00589,-0.01523,-0.49329
 16:32:54.586,c3:a3:c5:ed:f8:8e, 2015-01-01 00:07:22.495,0.038,0.98,1.978,1.526,0.549,-21.179,-1.406,2.928,7.784,0,-3211.264,0,24.47,0.97086,0.22281,0.03766,0.07922
 16:32:54.586,c3:a3:c5:ed:f8:8e, 2015-01-01 00:07:22.495,0.066,0.945,1.979,1.953,1.587,-22.034,-1.384,3.104,7.405,0,-3211.264,0,24.47,0.97086,0.22281,0.03766,0.07922
 16:32:54.589,d2:d6:ae:79:8c:70, 2015-01-01 00:07:17.525,0.057,-0.021,1.009,0.183,0,11.047,-0.209,0.11,8.795,23.814,3190.978,58.604,23.2,0.99872,0.00018,-0.00674,0.04892
 16:32:54.589,d2:d6:ae:79:8c:70, 2015-01-01 00:07:17.525,0.041,0.006,0.991,0.183,0,10.01,-0.214,0.093,9.009,23.814,3190.978,58.604,23.2,0.99872,0.00018,-0.00674,0.04892
 16:32:54.593,d2:5a:50:4a:21:12, 2015-01-01 00:07:21.715,0.074,-0.005,0.995,1.221,0,-21.973,-0.797,0.577,8.322,0,-3211.264,0,25.26,0.99451,0.0209,-0.00604,0.10181
 16:32:54.593,d2:5a:50:4a:21:12, 2015-01-01 00:07:21.715,0.065,0.016,0.987,0.916,-0.122,-22.888,-0.791,0.577,7.877,0,-3211.264,0,25.26,0.99451,0.0209,-0.00604,0.10181
 16:32:54.615,c3:a3:c5:ed:f8:8e, 2015-01-01 00:07:22.495,0.054,0.979,2.007,-0.977,-1.038,-23.01,-1.423,3.235,6.982,0,-3211.264,0,24.47,0.97086,0.22281,0.03766,0.07922
 16:32:54.615,c3:a3:c5:ed:f8:8e, 2015-01-01 00:07:22.495,0.075,0.992,1.97,-2.686,-0.977,-23.438,-1.5,3.367,6.548,0,-3211.264,0,24.47,0.97086,0.22281,0.03766,0.07922
 16:32:54.622,d2:5a:50:4a:21:12, 2015-01-01 00:07:21.715,0.082,0.003,1.025,1.221,-0.244,-23.254,-0.786,0.571,7.421,0,-3211.264,0,25.26,0.99451,0.0209,-0.00604,0.10181
 16:32:54.622,d2:5a:50:4a:21:12, 2015-01-01 00:07:21.715,0.083,0.023,0.987,0.854,0.061,-23.865,-0.775,0.566,6.949,0,-3211.264,0,25.26,0.99451,0.0209,-0.00604,0.10181
 16:32:54.624,ef:e4:2c:bf:73:a9, 2015-01-01 00:07:20.940,0.004,0.014,1.013,2.991,-1.282,56.763,-2.357,-1.274,-50.872,0,-3211.264,0,24.08,0.86966,0.00589,-0.01523,-0.49329
 16:32:54.624,ef:e4:2c:bf:73:a9, 2015-01-01 00:07:20.940,0.005,0.041,1.009,3.235,-0.366,57.556,-2.313,-1.302,-49.719,0,-3211.264,0,24.08,0.86966,0.00589,-0.01523,-0.49329
 16:32:54.624,ef:e4:2c:bf:73:a9, 2015-01-01 00:07:20.940,0.002,0.062,0.989,3.296,-0.671,57.495,-2.269,-1.335,-48.571,0,-3211.264,0,24.08,0.86966,0.00589,-0.01523,-0.49329
 16:32:54.624,ef:e4:2c:bf:73:a9, 2015-01-01 00:07:20.940,-0.001,0.044,1.015,2.808,-0.244,57.861,-2.236,-1.357,-47.417,0,-3211.264,0,24.08,0.86966,0.00589,-0.01523,-0.49329
 16:32:54.649,d2:d6:ae:79:8c:70, 2015-01-01 00:07:17.525,0.058,-0.012,1.006,0.488,0.793,9.094,-0.214,0.088,9.201,23.814,3190.978,58.604,23.2,0.99872,0.00018,-0.00674,0.04892
 16:32:54.649,d2:d6:ae:79:8c:70, 2015-01-01 00:07:17.525,0.054,0,1.002,0.427,0.61,7.812,-0.209,0.082,9.366,23.814,3190.978,58.604,23.2,0.99872,0.00018,-0.00674,0.04892
 16:32:54.674,c3:a3:c5:ed:f8:8e, 2015-01-01 00:07:22.495,0.05,0.97,1.994,2.686,1.038,-24.048,-1.467,3.538,6.125,0,-3211.264,0,24.47,0.97086,0.22281,0.03766,0.07922
 16:32:54.674,c3:a3:c5:ed:f8:8e, 2015-01-01 00:07:22.495,0.058,1.038,1.996,1.221,-0.122,-24.414,-1.467,3.691,5.685,0,-3211.264,0,24.47,0.97086,0.22281,0.03766,0.07922
 16:32:54.679,d2:d6:ae:79:8c:70, 2015-01-01 00:07:17.525,0.039,-0.011,1.002,-0.061,-0.305,6.592,-0.214,0.066,9.514,23.814,3190.978,58.604,23.2,0.99872,0.00018,-0.00674,0.04892
 16:32:54.679,d2:d6:ae:79:8c:70, 2015-01-01 00:07:17.525,0.057,-0.006,1.003,0.122,0.244,5.554,-0.22,0.044,9.635,23.814,3190.978,58.604,23.2,0.99872,0.00018,-0.00674,0.04892
 16:32:54.681,d2:5a:50:4a:21:12, 2015-01-01 00:07:21.715,0.038,0.016,0.989,1.282,-0.61,-24.109,-0.769,0.555,6.471,0,-3211.264,0,25.26,0.99451,0.0209,-0.00604,0.10181
 16:32:54.681,d2:5a:50:4a:21:12, 2015-01-01 00:07:21.715,0.055,0,1.012,1.404,-0.305,-24.719,-0.753,0.533,5.988,0,-3211.264,0,25.26,0.99451,0.0209,-0.00604,0.10181
 16:32:54.705,c3:a3:c5:ed:f8:8e, 2015-01-01 00:07:22.495,0.06,0.928,1.978,-2.991,-1.221,-24.719,-1.549,3.823,5.229,0,-3211.264,0,24.47,0.97086,0.22281,0.03766,0.07922
 16:32:54.705,c3:a3:c5:ed:f8:8e, 2015-01-01 00:07:22.495,0.064,0.95,1.945,2.808,1.221,-26.428,-1.522,4.01,4.763,0,-3211.264,0,24.47,0.97086,0.22281,0.03766,0.07922
 16:32:54.708,d2:d6:ae:79:8c:70, 2015-01-01 00:07:17.525,0.047,-0.008,0.994,0.427,0.977,4.761,-0.22,0.033,9.739,23.814,3190.978,58.604,23.2,0.99872,0.00018,-0.00674,0.04892
 16:32:54.708,d2:d6:ae:79:8c:70, 2015-01-01 00:07:17.525,0.063,-0.011,1.012,0.122,0.122,3.479,-0.22,0.027,9.822,23.814,3190.978,58.604,23.2,0.99872,0.00018,-0.00674,0.04892
 16:32:54.712,d2:5a:50:4a:21:12, 2015-01-01 00:07:21.715,0.093,0.01,0.997,0.732,0.183,-26.306,-0.742,0.522,5.482,0,-3211.264,0,25.26,0.99451,0.0209,-0.00604,0.10181
 16:32:54.712,d2:5a:50:4a:21:12, 2015-01-01 00:07:21.715,0.096,0.013,1,1.77,-0.732,-26.55,-0.736,0.516,4.955,0,-3211.264,0,25.26,0.99451,0.0209,-0.00604,0.10181
 16:32:54.714,ef:e4:2c:bf:73:a9, 2015-01-01 00:07:20.940,0.01,0.08,0.987,2.319,-0.061,57.373,-2.208,-1.379,-46.269,0,-3211.264,0,24.08,0.86966,0.00589,-0.01523,-0.49329
 16:32:54.714,ef:e4:2c:bf:73:a9, 2015-01-01 00:07:20.940,0,0.038,0.994,2.441,-1.221,57.068,-2.181,-1.423,-45.132,0,-3211.264,0,24.08,0.86966,0.00589,-0.01523,-0.49329
 16:32:54.716,ef:e4:2c:bf:73:a9, 2015-01-01 00:07:20.940,0.009,-0.001,1.021,2.93,-0.244,59.021,-2.148,-1.45,-43.951,0,-3211.264,0,24.08,0.86966,0.00589,-0.01523,-0.49329
 16:32:54.716,ef:e4:2c:bf:73:a9, 2015-01-01 00:07:20.940,0.009,0.077,0.974,3.296,-0.488,59.143,-2.109,-1.483,-42.77,0,-3211.264,0,24.08,0.86966,0.00589,-0.01523,-0.49329
 16:32:54.735,c3:a3:c5:ed:f8:8e, 2015-01-01 00:07:22.495,0.084,1.01,2.042,0.305,0.061,-26.794,-1.549,4.18,4.279,0,-3211.264,0,24.47,0.97086,0.22281,0.03766,0.07922
 16:32:54.735,c3:a3:c5:ed:f8:8e, 2015-01-01 00:07:22.495,0.066,0.973,1.973,-0.488,0.549,-27.161,-1.588,4.356,3.796,0,-3211.264,0,24.47,0.97086,0.22281,0.03766,0.07922
 16:32:54.745,ef:e4:2c:bf:73:a9, 2015-01-01 00:07:20.940,0.003,0.06,1.021,3.174,-0.671,58.838,-2.071,-1.522,-41.594,0,-3211.264,0,24.08,0.86966,0.00589,-0.01523,-0.49329
 16:32:54.745,ef:e4:2c:bf:73:a9, 2015-01-01 00:07:20.940,0.009,0.089,0.984,2.563,-0.244,58.35,-2.038,-1.555,-40.43,0,-3211.264,0,24.08,0.86966,0.00589,-0.01523,-0.49329
 16:32:54.769,d2:d6:ae:79:8c:70, 2015-01-01 00:07:17.525,0.05,-0.002,0.991,0.305,0.916,2.075,-0.22,0.016,9.877,23.814,3190.978,58.604,23.2,0.99625,0.00046,-0.00848,0.08572
 16:32:54.769,d2:d6:ae:79:8c:70, 2015-01-01 00:07:17.525,0.037,-0.004,1.011,0.305,0.732,0.671,-0.22,0.011,9.904,23.814,3190.978,58.604,23.2,0.99625,0.00046,-0.00848,0.08572
 16:32:54.773,d2:5a:50:4a:21:12, 2015-01-01 00:07:21.715,0.104,0.02,0.989,1.038,0,-27.1,-0.714,0.5,4.422,0,-3211.264,0,25.26,0.99451,0.0209,-0.00604,0.10181
 16:32:54.773,d2:5a:50:4a:21:12, 2015-01-01 00:07:21.715,0.05,0.035,1.003,1.221,-0.061,-27.222,-0.703,0.489,3.878,0,-3211.264,0,25.26,0.99451,0.0209,-0.00604,0.10181
 16:32:54.795,c3:a3:c5:ed:f8:8e, 2015-01-01 00:07:22.495,0.045,1.058,1.953,1.953,-0.854,-27.588,-1.582,4.504,3.29,0,-3211.264,0,24.47,0.97086,0.22281,0.03766,0.07922
 16:32:54.795,c3:a3:c5:ed:f8:8e, 2015-01-01 00:07:22.495,0.061,0.981,2.032,-4.272,-1.526,-27.222,-1.697,4.642,2.791,0,-3211.264,0,24.47,0.97086,0.22281,0.03766,0.07922
 16:32:54.799,d2:d6:ae:79:8c:70, 2015-01-01 00:07:17.885,0.048,-0.019,1.009,0.183,0.671,-0.366,-0.22,0,9.904,23.814,3190.978,58.604,23.2,0.99625,0.00046,-0.00848,0.08572
 16:32:54.799,d2:d6:ae:79:8c:70, 2015-01-01 00:07:17.885,0.068,-0.005,0.998,0.366,1.343,-0.977,-0.22,0,9.893,23.814,3190.978,58.604,23.2,0.99625,0.00046,-0.00848,0.08572
 16:32:54.803,d2:5a:50:4a:21:12, 2015-01-01 00:07:21.715,0.051,0.01,1,1.648,-0.61,-27.161,-0.687,0.467,3.334,0,-3211.264,0,25.26,0.99451,0.0209,-0.00604,0.10181
 16:32:54.803,d2:5a:50:4a:21:12, 2015-01-01 00:07:21.715,0.144,-0.004,1.016,1.16,0.183,-28.442,-0.665,0.445,2.785,0,-3211.264,0,25.26,0.99451,0.0209,-0.00604,0.10181
 16:32:54.824,c3:a3:c5:ed:f8:8e, 2015-01-01 00:07:22.495,0.097,0.923,1.964,4.883,3.723,-28.503,-1.637,4.878,2.307,0,-3211.264,0,24.47,0.97086,0.22281,0.03766,0.07922
 16:32:54.824,c3:a3:c5:ed:f8:8e, 2015-01-01 00:07:22.495,0.046,1.049,2.009,3.479,0.305,-29.358,-1.604,5.059,1.78,0,-3211.264,0,24.47,0.97086,0.22281,0.03766,0.07922
 16:32:54.828,d2:d6:ae:79:8c:70, 2015-01-01 00:07:17.885,0.042,0.001,1.005,0.977,2.747,-2.502,-0.209,0.027,9.849,23.814,3190.978,58.604,23.2,0.99625,0.00046,-0.00848,0.08572
 16:32:54.828,d2:d6:ae:79:8c:70, 2015-01-01 00:07:17.885,0.055,-0.018,1.009,1.16,4.089,-3.723,-0.192,0.077,9.783,23.814,3190.978,58.604,23.2,0.99625,0.00046,-0.00848,0.08572
 16:32:54.834,d2:5a:50:4a:21:12, 2015-01-01 00:07:21.715,0.079,0.05,0.962,1.526,-0.122,-28.931,-0.654,0.439,2.214,0,-3211.264,0,25.26,0.99451,0.0209,-0.00604,0.10181
 16:32:54.834,d2:5a:50:4a:21:12, 2015-01-01 00:07:21.715,0.104,0.025,1.026,1.953,-0.549,-28.564,-0.626,0.417,1.631,0,-3211.264,0,25.26,0.99451,0.0209,-0.00604,0.10181
 16:32:54.834,ef:e4:2c:bf:73:a9, 2015-01-01 00:07:20.940,-0.012,0.073,0.998,2.319,-1.343,56.885,-2.01,-1.604,-39.293,0,-3211.264,0,24.08,0.86966,0.00589,-0.01523,-0.49329
 16:32:54.834,ef:e4:2c:bf:73:a9, 2015-01-01 00:07:20.940,0.027,-0.003,1.002,2.502,-0.732,58.105,-1.989,-1.642,-38.134,0,-3211.264,0,24.08,0.86966,0.00589,-0.01523,-0.49329
 16:32:54.836,ef:e4:2c:bf:73:a9, 2015-01-01 00:07:20.940,0.011,0.09,1.002,2.93,-0.61,58.838,-1.956,-1.681,-36.958,0,-3211.264,0,24.08,0.86966,0.00589,-0.01523,-0.49329
 16:32:54.836,ef:e4:2c:bf:73:a9, 2015-01-01 00:07:20.940,0.01,0.104,0.973,3.174,-2.014,56.396,-1.912,-1.747,-35.832,0,-3211.264,0,24.08,0.86966,0.00589,-0.01523,-0.49329
 16:32:54.855,c3:a3:c5:ed:f8:8e, 2015-01-01 00:07:22.495,0.086,1.047,1.972,-8.118,-4.578,-28.748,-1.807,5.147,1.219,0,-3211.264,0,24.47,0.97086,0.22281,0.03766,0.07922
 16:32:54.855,c3:a3:c5:ed:f8:8e, 2015-01-01 00:07:22.495,-0.003,0.962,1.991,7.507,3.418,-29.297,-1.692,5.378,0.72,0,-3211.264,0,24.47,0.97086,0.22281,0.03766,0.07922
 16:32:54.863,d2:5a:50:4a:21:12, 2015-01-01 00:07:21.715,0.071,0.028,1.004,0.61,0.122,-28.992,-0.604,0.396,1.06,0,-3211.264,0,25.26,0.99957,0.02267,-0.00943,0.01199
 16:32:54.863,d2:5a:50:4a:21:12, 2015-01-01 00:07:21.715,0.078,0.048,1.045,0.916,-0.793,-28.442,-0.593,0.374,0.483,0,-3211.264,0,25.26,0.99957,0.02267,-0.00943,0.01199
 16:32:54.865,ef:e4:2c:bf:73:a9, 2015-01-01 00:07:20.940,0.006,0.043,1.057,2.441,-0.671,56.03,-1.879,-1.785,-34.711,0,-3211.264,0,24.08,0.94324,0.01227,-0.02011,-0.33109
 16:32:54.865,ef:e4:2c:bf:73:a9, 2015-01-01 00:07:20.940,0.006,0.121,0.975,2.197,0.977,54.749,-1.851,-1.791,-33.618,0,-3211.264,0,24.08,0.94324,0.01227,-0.02011,-0.33109
 16:32:54.889,d2:d6:ae:79:8c:70, 2015-01-01 00:07:17.885,0.034,-0.009,1.012,0.916,3.662,-4.883,-0.181,0.126,9.69,23.814,3190.978,58.604,23.2,0.99625,0.00046,-0.00848,0.08572
 16:32:54.889,d2:d6:ae:79:8c:70, 2015-01-01 00:07:17.885,0.05,0.007,0.995,0,-0.244,-6.836,-0.176,0.121,9.564,23.814,3190.978,58.604,23.2,0.99625,0.00046,-0.00848,0.08572
 16:32:54.915,c3:a3:c5:ed:f8:8e, 2015-01-01 00:07:22.495,0.076,1.137,2.004,0.183,1.648,-28.809,-1.719,5.57,0.214,0,-3211.264,0,24.47,0.97382,0.22202,0.04773,-0.00552
 16:32:54.915,c3:a3:c5:ed:f8:8e, 2015-01-01 00:07:22.495,0.123,0.939,1.938,-10.193,-6.653,-28.32,-1.961,5.609,-0.346,0,-3211.264,0,24.47,0.97382,0.22202,0.04773,-0.00552
 16:32:54.919,d2:d6:ae:79:8c:70, 2015-01-01 00:07:17.885,0.059,-0.023,1.02,0.061,-0.305,-7.568,-0.181,0.093,9.415,23.814,3190.978,58.604,23.2,0.99625,0.00046,-0.00848,0.08572
 16:32:54.919,d2:d6:ae:79:8c:70, 2015-01-01 00:07:17.885,0.038,0.003,0.989,0.366,1.343,-9.216,-0.176,0.088,9.24,23.814,3190.978,58.604,23.2,0.99625,0.00046,-0.00848,0.08572
 16:32:54.922,d2:5a:50:4a:21:12, 2015-01-01 00:07:21.715,0.093,0.008,0.963,0.977,0.061,-28.564,-0.577,0.346,-0.082,0,-3211.264,0,25.26,0.99957,0.02267,-0.00943,0.01199
 16:32:54.922,d2:5a:50:4a:21:12, 2015-01-01 00:07:21.715,0.095,0.021,0.982,1.16,0,-30.273,-0.56,0.33,-0.665,0,-3211.264,0,25.26,0.99957,0.02267,-0.00943,0.01199
 16:32:54.924,ef:e4:2c:bf:73:a9, 2015-01-01 00:07:20.940,0.008,0.047,0.999,1.831,-0.366,53.711,-1.829,-1.824,-32.547,0,-3211.264,0,24.08,0.94324,0.01227,-0.02011,-0.33109
 16:32:54.924,ef:e4:2c:bf:73:a9, 2015-01-01 00:07:20.940,0.021,0.02,1.003,2.808,0.061,54.749,-1.796,-1.846,-31.454,0,-3211.264,0,24.08,0.94324,0.01227,-0.02011,-0.33109
 16:32:54.944,c3:a3:c5:ed:f8:8e, 2015-01-01 00:07:22.885,0.04,0.928,1.993,3.723,1.77,-30.457,-1.928,5.812,-0.884,0,-3211.264,0,24.47,0.97382,0.22202,0.04773,-0.00552
 16:32:54.944,c3:a3:c5:ed:f8:8e, 2015-01-01 00:07:22.885,0.022,1.065,2.026,7.324,5.737,-30.64,-1.818,6.086,-1.39,0,-3211.264,0,24.47,0.97382,0.22202,0.04773,-0.00552
 16:32:54.948,d2:d6:ae:79:8c:70, 2015-01-01 00:07:17.885,0.048,-0.003,0.996,-0.488,-1.404,-10.864,-0.181,0.049,9.031,23.814,3190.978,58.604,23.2,0.99625,0.00046,-0.00848,0.08572
 16:32:54.948,d2:d6:ae:79:8c:70, 2015-01-01 00:07:17.885,0.023,-0.01,1.016,-0.183,-1.038,-11.78,-0.187,0.005,8.8,23.814,3190.978,58.604,23.2,0.99625,0.00046,-0.00848,0.08572
 16:32:54.952,d2:5a:50:4a:21:12, 2015-01-01 00:07:22.130,0.097,0.042,1.013,1.77,-0.244,-30.09,-0.538,0.313,-1.269,0,-3211.264,0,25.26,0.99957,0.02267,-0.00943,0.01199
 16:32:54.952,d2:5a:50:4a:21:12, 2015-01-01 00:07:22.130,0.042,0.062,1.003,0.793,-0.061,-29.358,-0.505,0.297,-1.868,0,-3211.264,0,25.26,0.99957,0.02267,-0.00943,0.01199
 16:32:54.954,ef:e4:2c:bf:73:a9, 2015-01-01 00:07:21.330,0.011,0.097,0.969,3.357,-1.038,54.565,-1.752,-1.895,-30.366,0,-3211.264,0,24.08,0.94324,0.01227,-0.02011,-0.33109
 16:32:54.954,ef:e4:2c:bf:73:a9, 2015-01-01 00:07:21.330,0.002,0.115,1.039,2.563,-0.732,52.673,-1.719,-1.934,-29.312,0,-3211.264,0,24.08,0.94324,0.01227,-0.02011,-0.33109
 16:32:54.975,c3:a3:c5:ed:f8:8e, 2015-01-01 00:07:22.885,0.008,1.111,1.978,-1.099,-1.587,-29.724,-1.884,6.224,-1.939,0,-3211.264,0,24.47,0.97382,0.22202,0.04773,-0.00552
 16:32:54.975,c3:a3:c5:ed:f8:8e, 2015-01-01 00:07:22.885,0.091,1.04,1.98,-7.507,-5.066,-29.053,-2.071,6.29,-2.51,0,-3211.264,0,24.47,0.97382,0.22202,0.04773,-0.00552
 16:32:55.009,d2:d6:ae:79:8c:70, 2015-01-01 00:07:17.885,0.049,-0.003,1.017,-0.122,-0.549,-12.329,-0.192,-0.027,8.553,23.814,3190.978,58.604,23.2,0.99625,0.00046,-0.00848,0.08572
 16:32:55.009,d2:d6:ae:79:8c:70, 2015-01-01 00:07:17.885,0.05,-0.013,1.002,-0.061,-0.488,-13.245,-0.192,-0.055,8.295,23.814,3190.978,58.604,23.2,0.99625,0.00046,-0.00848,0.08572
 16:32:55.035,c3:a3:c5:ed:f8:8e, 2015-01-01 00:07:22.885,0.029,0.931,2.003,0.854,2.625,-29.663,-2.093,6.498,-3.021,0,-3211.264,0,24.47,0.97382,0.22202,0.04773,-0.00552
 16:32:55.035,c3:a3:c5:ed:f8:8e, 2015-01-01 00:07:22.885,0.043,1.089,1.947,10.254,6.042,-30.396,-1.923,6.768,-3.521,0,-3211.264,0,24.47,0.97382,0.22202,0.04773,-0.00552
 16:32:55.039,d2:d6:ae:79:8c:70, 2015-01-01 00:07:17.885,0.045,0.011,0.979,-1.221,-3.357,-15.015,-0.203,-0.126,8.004,23.814,3190.978,58.604,23.2,0.99625,0.00046,-0.00848,0.08572
 16:32:55.039,d2:d6:ae:79:8c:70, 2015-01-01 00:07:17.885,0.045,-0.01,1.016,-1.587,-3.418,-15.93,-0.231,-0.209,7.69,23.814,3190.978,58.604,23.2,0.99625,0.00046,-0.00848,0.08572
 16:32:55.043,d2:5a:50:4a:21:12, 2015-01-01 00:07:22.130,0.082,0.026,1.072,0.183,-0.427,-29.053,-0.494,0.275,-2.45,0,-3211.264,0,25.26,0.99957,0.02267,-0.00943,0.01199
 16:32:55.043,d2:5a:50:4a:21:12, 2015-01-01 00:07:22.130,0.084,0.02,0.93,0.732,0.183,-29.663,-0.483,0.258,-3.038,0,-3211.264,0,25.26,0.99957,0.02267,-0.00943,0.01199
 16:32:55.043,d2:5a:50:4a:21:12, 2015-01-01 00:07:22.130,0.082,0.068,0.941,1.892,0,-29.968,-0.461,0.247,-3.631,0,-3211.264,0,25.26,0.99957,0.02267,-0.00943,0.01199
 16:32:55.043,d2:5a:50:4a:21:12, 2015-01-01 00:07:22.130,0.056,0.025,1.001,2.258,-0.732,-29.785,-0.417,0.231,-4.23,0,-3211.264,0,25.26,0.99957,0.02267,-0.00943,0.01199
 16:32:55.045,ef:e4:2c:bf:73:a9, 2015-01-01 00:07:21.330,0,0.08,1.019,1.953,1.648,50.964,-1.692,-1.928,-28.295,0,-3211.264,0,24.08,0.94324,0.01227,-0.02011,-0.33109
 16:32:55.045,ef:e4:2c:bf:73:a9, 2015-01-01 00:07:21.330,0.007,0.035,0.983,1.648,1.16,51.453,-1.675,-1.928,-27.263,0,-3211.264,0,24.08,0.94324,0.01227,-0.02011,-0.33109
 16:32:55.045,ef:e4:2c:bf:73:a9, 2015-01-01 00:07:21.330,0.012,0.075,0.95,1.953,-0.427,51.697,-1.653,-1.961,-26.23,0,-3211.264,0,24.08,0.94324,0.01227,-0.02011,-0.33109
 16:32:55.045,ef:e4:2c:bf:73:a9, 2015-01-01 00:07:21.330,0.009,0.093,0.982,2.808,-3.174,49.866,-1.615,-2.049,-25.241,0,-3211.264,0,24.08,0.94324,0.01227,-0.02011,-0.33109
 16:32:55.070,d2:d6:ae:79:8c:70, 2015-01-01 00:07:17.885,0.042,-0.02,0.998,0.61,3.296,-16.113,-0.225,-0.192,7.366,23.814,3190.978,58.604,23.2,0.99625,0.00046,-0.00848,0.08572
 16:32:55.070,d2:d6:ae:79:8c:70, 2015-01-01 00:07:17.885,0.047,-0.015,1.022,-0.366,-0.183,-17.517,-0.231,-0.198,7.026,23.814,3190.978,58.604,23.2,0.99625,0.00046,-0.00848,0.08572
 16:32:55.072,d2:5a:50:4a:21:12, 2015-01-01 00:07:22.130,0.096,0.003,1.119,0.671,-0.671,-30.457,-0.379,0.209,-4.828,0,-3211.264,0,25.26,0.99957,0.02267,-0.00943,0.01199
 16:32:55.072,d2:5a:50:4a:21:12, 2015-01-01 00:07:22.130,0.099,0.051,0.971,-0.366,-0.305,-30.457,-0.368,0.187,-5.438,0,-3211.264,0,25.26,0.99957,0.02267,-0.00943,0.01199
 16:32:55.074,ef:e4:2c:bf:73:a9, 2015-01-01 00:07:21.330,0.008,0.038,1.072,2.808,-0.61,50.232,-1.577,-2.082,-24.236,0,-3211.264,0,24.08,0.94324,0.01227,-0.02011,-0.33109
 16:32:55.074,ef:e4:2c:bf:73:a9, 2015-01-01 00:07:21.330,0.033,0.066,1.026,2.808,2.197,50.72,-1.544,-2.065,-23.22,0,-3211.264,0,24.08,0.94324,0.01227,-0.02011,-0.33109
 16:32:55.095,c3:a3:c5:ed:f8:8e, 2015-01-01 00:07:22.885,0.069,1.039,2.011,-7.69,-6.531,-29.846,-2.126,6.812,-4.114,0,-3211.264,0,24.47,0.97382,0.22202,0.04773,-0.00552
 16:32:55.095,c3:a3:c5:ed:f8:8e, 2015-01-01 00:07:22.885,0.045,0.95,1.99,-4.211,-3.906,-30.579,-2.258,6.899,-4.702,0,-3211.264,0,24.47,0.97382,0.22202,0.04773,-0.00552
 16:32:55.095,c3:a3:c5:ed:f8:8e, 2015-01-01 00:07:22.885,0.045,1.034,1.966,3.967,5.432,-30.762,-2.219,7.158,-5.213,0,-3211.264,0,24.47,0.97382,0.22202,0.04773,-0.00552
 16:32:55.095,c3:a3:c5:ed:f8:8e, 2015-01-01 00:07:22.885,0.034,1.099,1.996,-1.465,-0.732,-30.396,-2.291,7.3,-5.773,0,-3211.264,0,24.47,0.97382,0.22202,0.04773,-0.00552
 16:32:55.101,d2:5a:50:4a:21:12, 2015-01-01 00:07:22.130,0.018,0.064,0.942,0.305,-0.549,-30.151,-0.368,0.176,-6.048,0,-3211.264,0,25.26,0.99957,0.02267,-0.00943,0.01199
 16:32:55.101,d2:5a:50:4a:21:12, 2015-01-01 00:07:22.130,0.049,0.013,0.991,1.343,-0.793,-30.518,-0.352,0.148,-6.652,0,-3211.264,0,25.26,0.99957,0.02267,-0.00943,0.01199
