Time,Device name,Chip Time(),Acceleration X(g),Acceleration Y(g),Acceleration Z(g),Angular velocity X(°/s),Angular velocity Y(°/s),Angular velocity Z(°/s),Angle X(°),Angle Y(°),Angle Z(°),Magnetic field X(ʯt),Magnetic field Y(ʯt),Magnetic field Z(ʯt),Temperature(℃),Pressure(Pa),Height(m),Longitude(),Latitude(),GPS ground speed(km),Angle of course(°),GPS height(m),Number of satellites(),Position location(),Horizontal position(),Vertical position(),Quaternions 0(),Quaternions 1(),Quaternions 2(),Quaternions 3()
 17:27:46.669,COM13,, 0.098, -1.080, -0.184, -2.014, -56.641, -2.075, -2.340, -0.225, 17.776, -9.147, -12.327, 108.047, 31.81,,,,,,,,,,,,,,,,
 17:27:46.726,COM14,, 0.013, -0.156, 0.924, 2.502, -1.648, 56.641, -1.055, 1.763, -50.070, -51.960, 23.380, -69.407, 31.43,,,,,,,,,,,,,,,,
 17:27:46.753,COM13,, 0.128, -1.042, -0.050, -0.366, -56.641, -2.686, -2.642, -0.302, 23.329, -7.667, -12.260, 107.733, 31.84,,,,,,,,,,,,,,,,
 17:27:46.757,COM16,, -0.065, -0.049, 0.940, -2.014, 2.625, 85.815, 1.868, 0.599, -64.858, -4.880, -6.960, -2.580, 33.11,,,,,,,,,,,,,,,,
 17:27:46.857,COM13,, 0.047, -1.001, -0.025, 6.409, -55.725, 2.014, -2.785, -0.264, 28.982, -6.620, -12.040, 109.820, 31.79,,,,,,,,,,,,,,,,
 17:27:46.870,COM14,, 0.096, -0.141, 1.055, 2.625, -1.953, 55.603, -1.198, 1.593, -45.687, -42.400, 29.580, -89.707, 31.44,,,,,,,,,,,,,,,,
 17:27:46.953,COM14,, 0.124, -0.117, 1.117, 2.502, -1.404, 53.528, -1.302, 1.478, -41.237, -23.407, 35.860, -102.267, 31.43,,,,,,,,,,,,,,,,
 17:27:46.965,COM13,, 0.044, -1.080, -0.178, 4.272, -52.307, 0.671, -2.922, -0.121, 34.585, -5.667, -12.013, 109.967, 31.81,,,,,,,,,,,,,,,,
 17:27:47.025,COM16,, -0.113, 0.027, 1.031, -3.479, -2.319, 93.445, 2.016, 0.780, -61.831, 1.027, -11.213, 3.273, 33.16,,,,,,,,,,,,,,,,
 17:27:47.036,COM16,, -0.156, 0.013, 1.045, -5.371, -1.343, 102.173, 2.137, 0.939, -59.376, 8.827, -14.213, 8.973, 33.14,,,,,,,,,,,,,,,,
 17:27:47.038,COM16,, -0.157, 0.000, 1.049, -2.991, -1.526, 109.741, 1.818, 1.071, -55.651, 18.940, -14.907, 16.573, 33.14,,,,,,,,,,,,,,,,
 17:27:47.041,COM16,, -0.164, -0.026, 1.002, -2.075, -0.366, 110.413, 1.604, 1.280, -38.068, 29.707, -14.913, 22.893, 33.13,,,,,,,,,,,,,,,,
 17:27:47.045,COM14,, 0.049, -0.159, 1.040, 1.343, -0.977, 50.903, -1.434, 1.412, -36.881, -0.960, 39.707, -101.033, 31.43,,,,,,,,,,,,,,,,
 17:27:47.059,COM16,, -0.177, -0.025, 1.014, -2.625, -2.930, 110.901, 1.461, 1.478, -20.561, 40.120, -13.780, 28.067, 33.15,,,,,,,,,,,,,,,,
 17:27:47.069,COM16,, -0.165, -0.037, 0.986, -3.296, -2.136, 112.061, 1.445, 1.840, -3.593, 48.167, -12.133, 31.100, 33.15,,,,,,,,,,,,,,,,
 17:27:47.072,COM13,, -0.011, -1.052, -0.106, -6.348, -46.631, -6.714, -3.060, 0.011, 39.963, -3.713, -12.220, 109.793, 31.81,,,,,,,,,,,,,,,,
 17:27:47.073,COM16,, -0.158, -0.020, 1.050, -2.686, -1.770, 108.948, 1.549, 2.241, 12.673, 54.353, -11.500, 32.560, 33.11,,,,,,,,,,,,,,,,
 17:27:47.080,COM16,, -0.132, -0.067, 0.941, -2.136, -2.197, 106.812, 1.758, 2.686, 27.971, 58.507, -12.353, 32.267, 33.13,,,,,,,,,,,,,,,,
 17:27:47.082,COM16,, -0.154, 0.064, 0.940, -3.113, -1.038, 104.675, 2.060, 3.065, 42.440, 61.360, -13.693, 31.160, 33.13,,,,,,,,,,,,,,,,
 17:27:47.084,COM16,, -0.147, 0.051, 0.933, -2.258, 0.671, 102.722, 2.439, 3.395, 56.014, 61.920, -15.807, 29.927, 33.16,,,,,,,,,,,,,,,,
 17:27:47.107,COM16,, -0.128, -0.018, 0.927, -3.235, 1.892, 103.638, 2.884, 3.625, 68.895, 62.320, -18.893, 28.500, 33.14,,,,,,,,,,,,,,,,
 17:27:47.119,COM16,, -0.081, 0.017, 0.915, -2.441, -2.441, 105.591, 3.367, 3.796, 81.178, 60.687, -21.260, 27.080, 33.16,,,,,,,,,,,,,,,,
 17:27:47.131,COM14,, 0.045, -0.182, 1.091, -0.427, -1.282, 43.335, -1.533, 1.351, -32.745, 16.907, 41.060, -87.353, 31.41,,,,,,,,,,,,,,,,
 17:27:47.153,COM13,, -0.034, -1.036, -0.035, -5.493, -39.490, -6.104, -3.010, 0.192, 45.016, -2.000, -12.227, 109.467, 31.79,,,,,,,,,,,,,,,,
 17:27:47.235,COM14,, 0.046, -0.142, 1.082, 2.808, 0.183, 30.762, -1.544, 1.225, -26.625, 25.047, 40.020, -66.907, 31.43,,,,,,,,,,,,,,,,
 17:27:47.260,COM13,, 0.008, -1.064, -0.066, 3.174, -28.809, 0.122, -2.769, 0.511, 49.389, -0.627, -12.280, 109.273, 31.84,,,,,,,,,,,,,,,,
 17:27:47.343,COM14,, 0.088, -0.078, 1.036, 1.221, -0.427, 20.447, -1.648, 1.011, -19.276, 24.693, 36.420, -46.647, 31.44,,,,,,,,,,,,,,,,
 17:27:47.343,COM16,, -0.142, -0.015, 0.907, -5.615, -2.380, 99.365, 3.741, 3.906, 93.021, 58.253, -24.427, 25.920, 33.13,,,,,,,,,,,,,,,,
 17:27:47.347,COM16,, -0.126, -0.024, 0.925, -2.747, 1.160, 97.900, 4.059, 3.983, 104.117, 55.513, -26.500, 24.813, 33.17,,,,,,,,,,,,,,,,
 17:27:47.366,COM13,, -0.031, -1.023, -0.042, 5.432, -18.066, 0.732, -2.692, 0.786, 52.625, -0.533, -12.187, 109.307, 31.80,,,,,,,,,,,,,,,,
 17:27:47.401,COM16,, -0.083, -0.008, 0.908, -2.625, -3.479, 93.506, 4.351, 3.873, 114.340, 51.880, -28.300, 23.207, 33.11,,,,,,,,,,,,,,,,
 17:27:47.447,COM14,, 0.087, -0.157, 1.041, 0.854, 0.427, 11.841, -1.642, 0.824, -13.480, 19.093, 32.413, -31.767, 31.43,,,,,,,,,,,,,,,,
 17:27:47.472,COM13,, 0.031, -1.075, -0.017, -2.075, -12.451, -2.319, -2.521, 0.928, 54.877, 0.413, -12.647, 109.960, 31.82,,,,,,,,,,,,,,,,
 17:27:47.529,COM14,, 0.104, -0.090, 1.186, 3.540, 0.549, 4.761, -1.681, 0.698, -9.360, 12.287, 28.607, -22.673, 31.44,,,,,,,,,,,,,,,,
 17:27:47.554,COM13,, 0.010, -1.043, -0.097, 1.648, -4.089, 0.488, -2.225, 0.983, 56.239, 1.773, -12.873, 109.753, 31.82,,,,,,,,,,,,,,,,
 17:27:47.573,COM16,, -0.126, -0.061, 1.005, -2.136, 1.770, 92.590, 4.631, 3.625, 123.805, 48.513, -30.400, 22.073, 33.12,,,,,,,,,,,,,,,,
 17:27:47.636,COM14,, 0.096, -0.045, 0.973, 0.549, -0.427, 1.099, -1.697, 0.522, -6.592, 7.107, 25.773, -17.953, 31.42,,,,,,,,,,,,,,,,
 17:27:47.659,COM13,, 0.115, -1.040, -0.060, 0.916, -0.610, -1.892, -2.071, 0.994, 56.898, 2.160, -13.213, 111.473, 31.80,,,,,,,,,,,,,,,,
 17:27:47.728,COM14,, 0.140, 0.020, 1.085, 0.244, 1.404, -1.404, -1.631, 0.319, -4.944, 3.853, 23.887, -15.620, 31.40,,,,,,,,,,,,,,,,
 17:27:47.766,COM13,, -0.016, -1.122, -0.047, -3.845, 3.052, -1.953, -1.879, 0.868, 57.145, 2.020, -13.547, 111.587, 31.79,,,,,,,,,,,,,,,,
 17:27:47.837,COM14,, 0.063, 0.123, 0.950, 0.916, -0.427, -4.761, -1.522, 0.165, -4.224, 0.400, 22.880, -14.167, 31.41,,,,,,,,,,,,,,,,
 17:27:47.872,COM13,, 0.096, -1.028, -0.050, 5.005, 5.249, 4.639, -1.533, 0.731, 56.997, -0.087, -14.060, 111.167, 31.82,,,,,,,,,,,,,,,,
 17:27:47.920,COM14,, 0.116, -0.155, 0.881, 0.427, 0.916, -7.507, -1.384, -0.077, -4.120, -0.760, 21.020, -13.460, 31.46,,,,,,,,,,,,,,,,
 17:27:47.953,COM13,, 0.091, -1.062, 0.164, -0.488, 7.568, -2.991, -1.384, 0.533, 56.541, -0.240, -14.687, 112.887, 31.78,,,,,,,,,,,,,,,,
 17:27:48.028,COM14,, 0.130, -0.039, 1.167, 0.549, 1.343, -9.644, -1.170, -0.319, -4.554, -1.980, 20.847, -12.653, 31.41,,,,,,,,,,,,,,,,
 17:27:48.092,COM13,, 0.120, -1.071, -0.064, 0.610, 11.353, 2.563, -1.027, 0.181, 55.854, 0.293, -15.627, 113.127, 31.82,,,,,,,,,,,,,,,,
 17:27:48.135,COM14,, 0.121, 0.046, 1.012, -0.671, -2.197, -12.146, -0.934, -0.549, -5.383, -3.853, 21.027, -12.280, 31.41,,,,,,,,,,,,,,,,
 17:27:48.173,COM13,, 0.159, -1.094, -0.100, -0.732, 13.550, -1.465, -0.758, -0.077, 54.893, -1.707, -16.547, 114.420, 31.77,,,,,,,,,,,,,,,,
 17:27:48.254,COM13,, 0.031, -1.086, 0.096, -1.770, 16.907, -1.099, -0.308, -0.434, 53.690, -1.647, -17.480, 114.547, 31.84,,,,,,,,,,,,,,,,
 17:27:48.266,COM14,, 0.056, 0.083, 0.995, -0.366, 0.244, -16.602, -0.643, -0.846, -6.559, -3.587, 21.233, -11.947, 31.43,,,,,,,,,,,,,,,,
 17:27:48.344,COM14,, 0.061, 0.037, 0.970, -0.122, 0.305, -19.836, -0.302, -1.055, -8.108, -5.480, 21.267, -11.540, 31.45,,,,,,,,,,,,,,,,
 17:27:48.364,COM13,, -0.076, -1.013, 0.131, -1.770, 21.851, -2.441, 0.165, -0.670, 52.125, -3.273, -18.180, 116.200, 31.80,,,,,,,,,,,,,,,,
 17:27:48.424,COM14,, 0.062, 0.118, 1.053, -1.404, -0.610, -25.330, 0.071, -1.247, -10.074, -5.620, 21.147, -11.353, 31.41,,,,,,,,,,,,,,,,
 17:27:48.471,COM13,, -0.039, -1.047, 0.154, 0.854, 28.687, 2.441, 0.725, -0.884, 50.147, -4.800, -19.007, 117.353, 31.80,,,,,,,,,,,,,,,,
 17:27:48.553,COM14,, -0.042, 0.123, 0.932, -1.709, -0.488, -33.936, 0.489, -1.379, -12.695, -7.100, 20.180, -10.900, 31.41,,,,,,,,,,,,,,,,
 17:27:48.581,COM13,, -0.147, -1.096, 0.282, -1.160, 38.086, -0.488, 1.362, -0.989, 47.598, -6.420, -19.593, 118.193, 31.79,,,,,,,,,,,,,,,,
 17:27:48.632,COM14,, -0.182, 0.114, 0.939, -2.563, 0.366, -45.593, 0.884, -1.379, -16.144, -8.853, 19.027, -10.733, 31.45,,,,,,,,,,,,,,,,
 17:27:48.644,COM16,, -0.105, 0.008, 0.984, -3.601, 2.197, 91.003, 4.828, 3.593, 132.737, 44.413, -30.393, 21.000, 33.13,,,,,,,,,,,,,,,,
 17:27:48.662,COM13,, -0.245, -1.063, 0.185, 1.587, 48.096, 2.747, 2.027, -0.989, 44.193, -7.140, -19.860, 118.180, 31.81,,,,,,,,,,,,,,,,
 17:27:48.666,COM16,, -0.088, 0.000, 0.937, -2.502, -2.258, 92.041, 5.054, 3.235, 141.070, 41.213, -30.193, 20.320, 33.13,,,,,,,,,,,,,,,,
 17:27:48.740,COM14,, -0.220, 0.061, 1.081, -0.244, 1.709, -50.049, 1.329, -1.165, -20.704, -10.273, 18.673, -10.767, 31.42,,,,,,,,,,,,,,,,
 17:27:48.758,COM16,, -0.113, -0.051, 1.130, -3.906, -1.770, 90.393, 5.180, 2.922, 149.145, 36.967, -30.560, 19.427, 33.15,,,,,,,,,,,,,,,,
 17:27:48.772,COM13,, -0.175, -1.034, 0.057, 3.052, 48.889, 1.160, 2.763, -0.659, 39.716, -8.193, -19.293, 117.520, 31.82,,,,,,,,,,,,,,,,
 17:27:48.785,COM16,, -0.083, 0.035, 0.980, -2.747, -2.441, 94.360, 5.323, 2.725, 156.962, 33.307, -29.667, 18.927, 33.12,,,,,,,,,,,,,,,,
 17:27:48.789,COM16,, -0.116, 0.119, 0.905, -3.052, -1.648, 95.886, 5.389, 2.329, 164.581, 29.307, -28.373, 18.180, 33.13,,,,,,,,,,,,,,,,
 17:27:48.795,COM16,, -0.094, -0.100, 1.073, -2.136, 0.854, 98.206, 5.449, 2.021, 171.969, 25.527, -26.173, 17.300, 33.13,,,,,,,,,,,,,,,,
 17:27:48.797,COM16,, -0.104, -0.069, 1.056, -3.235, -3.174, 98.694, 5.449, 1.686, 179.247, 21.667, -24.660, 16.413, 33.13,,,,,,,,,,,,,,,,
 17:27:48.800,COM16,, -0.085, 0.072, 1.045, -3.296, -1.526, 102.783, 5.444, 1.329, -173.578, 18.100, -21.567, 15.693, 33.14,,,,,,,,,,,,,,,,
 17:27:48.810,COM16,, -0.120, 0.065, 0.907, -3.052, -2.197, 107.544, 5.422, 1.016, -166.382, 14.600, -18.647, 14.713, 33.17,,,,,,,,,,,,,,,,
 17:27:48.814,COM16,, -0.133, -0.006, 1.001, -2.991, -0.732, 116.455, 5.394, 0.692, -159.077, 10.800, -14.653, 13.853, 33.15,,,,,,,,,,,,,,,,
 17:27:48.833,COM16,, -0.127, -0.051, 1.033, -4.333, 0.488, 121.033, 5.328, 0.456, -151.512, 7.200, -10.320, 12.340, 33.17,,,,,,,,,,,,,,,,
 17:27:48.837,COM16,, -0.134, -0.164, 0.974, -2.502, -3.479, 118.286, 5.229, 0.253, -143.569, 3.327, -6.647, 10.620, 33.15,,,,,,,,,,,,,,,,
 17:27:48.857,COM13,, -0.092, -1.066, -0.030, 2.380, 50.964, 0.610, 2.823, 0.016, 34.728, -10.113, -18.160, 115.993, 31.86,,,,,,,,,,,,,,,,
 17:27:48.859,COM16,, -0.031, 0.066, 0.833, -1.587, 2.686, 102.478, 4.697, 0.126, -135.670, -0.080, -1.887, 8.453, 33.13,,,,,,,,,,,,,,,,
 17:27:48.888,COM16,, -0.064, 0.000, 0.938, -2.869, -10.437, 86.426, 3.939, -0.324, -123.893, -3.367, 1.107, 5.527, 33.14,,,,,,,,,,,,,,,,
 17:27:48.897,COM14,, -0.298, -0.085, 1.069, -4.883, -0.549, -52.612, 1.434, -0.483, -26.147, -11.820, 18.560, -10.913, 31.44,,,,,,,,,,,,,,,,
 17:27:48.927,COM14,, -0.087, -0.023, 0.952, -4.211, -0.244, -52.856, 1.604, 0.253, -31.904, -14.660, 17.400, -11.267, 31.45,,,,,,,,,,,,,,,,
 17:27:48.965,COM13,, -0.012, -1.002, -0.008, -9.277, 53.528, -5.920, 2.933, 0.500, 29.504, -11.987, -17.060, 114.040, 31.80,,,,,,,,,,,,,,,,
 17:27:49.029,COM16,, -0.143, -0.206, 1.112, -1.831, -0.366, 80.261, 3.285, -0.648, -111.440, -5.600, 3.200, 2.440, 33.13,,,,,,,,,,,,,,,,
 17:27:49.066,COM13,, -0.028, -1.034, -0.064, 1.099, 49.500, 3.113, 3.192, 0.917, 24.236, -12.333, -15.740, 111.920, 31.80,,,,,,,,,,,,,,,,
 17:27:49.083,COM14,, -0.052, 0.078, 0.979, 0.122, 1.709, -49.988, 1.445, 1.049, -37.716, -16.280, 16.093, -11.347, 31.41,,,,,,,,,,,,,,,,
 17:27:49.092,COM16,, -0.049, -0.032, 1.006, -1.038, 1.465, 76.355, 2.741, -0.450, -100.382, -7.573, 3.713, -0.153, 33.15,,,,,,,,,,,,,,,,
 17:27:49.141,COM14,, -0.083, -0.002, 1.130, -2.625, 0.916, -48.157, 1.208, 1.620, -43.358, -17.207, 15.080, -11.367, 31.44,,,,,,,,,,,,,,,,
 17:27:49.173,COM13,, 0.019, -1.056, -0.024, 5.981, 46.631, 4.822, 3.010, 1.423, 19.232, -13.960, -14.933, 110.273, 31.82,,,,,,,,,,,,,,,,
 17:27:49.206,COM16,, -0.052, -0.018, 0.962, -2.747, -5.127, 74.341, 2.346, -0.555, -91.038, -9.433, 3.547, -1.793, 33.17,,,,,,,,,,,,,,,,
 17:27:49.250,COM14,, -0.028, 0.035, 0.970, -4.761, 0.854, -45.654, 1.033, 2.032, -48.735, -19.120, 13.573, -11.693, 31.41,,,,,,,,,,,,,,,,
 17:27:49.255,COM13,, -0.036, -1.069, -0.054, 7.019, 43.274, 7.202, 2.807, 1.566, 14.398, -13.447, -13.953, 108.467, 31.81,,,,,,,,,,,,,,,,
 17:27:49.328,COM14,, -0.048, 0.104, 0.980, -2.075, 0.488, -40.588, 0.901, 2.401, -53.778, -20.567, 12.487, -11.993, 31.42,,,,,,,,,,,,,,,,
 17:27:49.361,COM13,, 0.057, -1.056, -0.075, -3.967, 36.682, 1.343, 2.675, 1.659, 9.860, -13.947, -13.087, 108.227, 31.79,,,,,,,,,,,,,,,,
 17:27:49.437,COM14,, -0.020, 0.034, 1.131, 0.427, 2.441, -32.104, 0.643, 2.725, -58.343, -20.867, 10.620, -12.153, 31.43,,,,,,,,,,,,,,,,
 17:27:49.471,COM13,, 0.061, -1.059, -0.043, -1.099, 27.832, 3.662, 2.521, 1.758, 5.817, -14.947, -12.600, 106.653, 31.80,,,,,,,,,,,,,,,,
 17:27:49.532,COM16,, -0.110, -0.036, 1.068, -1.404, -5.859, 77.271, 2.049, -0.489, -82.601, -9.327, 3.900, -4.600, 33.11,,,,,,,,,,,,,,,,
 17:27:49.555,COM14,, -0.015, -0.016, 1.151, -1.465, 2.136, -21.057, 0.379, 2.933, -62.161, -22.607, 10.233, -12.207, 31.45,,,,,,,,,,,,,,,,
 17:27:49.561,COM16,, -0.087, -0.004, 1.046, -2.991, 4.150, 80.505, 1.862, -0.148, -74.806, -9.353, 1.633, -6.747, 33.14,,,,,,,,,,,,,,,,
 17:27:49.575,COM13,, 0.103, -1.046, -0.152, 5.005, 14.282, 5.005, 2.093, 1.813, 2.587, -14.027, -12.353, 106.173, 31.79,,,,,,,,,,,,,,,,
 17:27:49.634,COM14,, 0.045, -0.014, 1.022, -1.953, 0.061, -8.545, 0.291, 3.098, -65.050, -23.773, 8.707, -12.533, 31.41,,,,,,,,,,,,,,,,
 17:27:49.679,COM13,, 0.060, -1.034, -0.192, 1.099, 1.099, 2.014, 1.472, 1.670, 0.417, -13.740, -12.113, 106.167, 31.78,,,,,,,,,,,,,,,,
 17:27:49.743,COM14,, 0.022, -0.037, 1.004, -0.610, 0.061, 6.042, 0.165, 3.148, -66.660, -25.393, 8.967, -13.027, 31.41,,,,,,,,,,,,,,,,
 17:27:49.760,COM13,, 0.207, -1.047, -0.323, -8.179, -13.916, -5.737, 0.835, 1.368, -0.472, -13.807, -12.160, 106.313, 31.82,,,,,,,,,,,,,,,,
 17:27:49.821,COM14,, -0.031, -0.072, 0.980, 0.916, -0.793, 21.545, 0.011, 3.109, -66.940, -27.213, 8.840, -13.853, 31.43,,,,,,,,,,,,,,,,
 17:27:49.865,COM13,, 0.151, -1.060, -0.237, -1.770, -28.381, -1.465, 0.291, 1.027, 0.099, -12.540, -12.273, 106.513, 31.78,,,,,,,,,,,,,,,,
 17:27:49.928,COM14,, 0.059, -0.116, 0.942, 0.183, -1.160, 33.508, -0.148, 2.917, -65.896, -30.633, 8.900, -15.547, 31.40,,,,,,,,,,,,,,,,
 17:27:49.972,COM13,, 0.119, -1.013, -0.266, 0.916, -40.405, 1.099, -0.450, 0.698, 2.175, -11.947, -12.567, 106.707, 31.81,,,,,,,,,,,,,,,,
 17:27:49.978,COM16,, -0.021, -0.047, 0.866, -3.296, 6.531, 86.304, 1.818, 0.280, -68.253, -8.800, -2.487, -6.307, 33.17,,,,,,,,,,,,,,,,
 17:27:50.035,COM14,, 0.079, -0.096, 0.973, 0.305, -1.343, 44.250, -0.330, 2.670, -63.605, -35.693, 10.193, -18.960, 31.39,,,,,,,,,,,,,,,,
 17:27:50.103,COM13,, 0.116, -1.041, -0.234, -5.981, -47.852, -4.761, -1.027, 0.297, 5.532, -12.120, -12.607, 106.640, 31.79,,,,,,,,,,,,,,,,
 17:27:50.142,COM14,, 0.114, -0.128, 1.059, 2.014, -1.465, 50.659, -0.566, 2.417, -60.452, -41.767, 12.460, -25.233, 31.42,,,,,,,,,,,,,,,,
 17:27:50.161,COM13,, 0.151, -1.065, -0.097, -0.977, -53.223, -2.991, -1.620, 0.099, 9.888, -10.347, -12.513, 106.367, 31.79,,,,,,,,,,,,,,,,
 17:27:50.223,COM14,, 0.029, -0.116, 0.938, 0.549, -1.343, 54.749, -0.753, 2.131, -56.733, -49.140, 15.127, -37.093, 31.39,,,,,,,,,,,,,,,,
 17:27:50.293,COM13,, 0.115, -1.054, -0.181, -0.916, -56.152, -3.723, -2.120, -0.137, 14.941, -9.707, -12.307, 106.547, 31.81,,,,,,,,,,,,,,,,
 17:27:50.330,COM14,, 0.092, -0.084, 1.021, 1.587, -0.610, 56.519, -0.912, 1.906, -52.723, -52.900, 19.733, -55.093, 31.42,,,,,,,,,,,,,,,,
 17:27:50.374,COM13,, 0.079, -1.045, -0.119, -2.197, -57.312, -3.357, -2.411, -0.258, 20.352, -8.920, -12.147, 107.920, 31.77,,,,,,,,,,,,,,,,
 17:27:50.405,COM16,, -0.078, -0.044, 0.917, -2.136, -0.854, 91.431, 1.928, 0.450, -63.314, -4.720, -7.007, -2.420, 33.14,,,,,,,,,,,,,,,,
 17:27:50.438,COM14,, 0.009, -0.096, 1.020, 3.479, -1.770, 57.495, -1.049, 1.730, -48.455, -50.207, 25.673, -76.607, 31.44,,,,,,,,,,,,,,,,
 17:27:50.457,COM13,, 0.126, -1.070, -0.096, -2.197, -56.824, -2.258, -2.681, -0.225, 25.999, -7.347, -12.053, 108.360, 31.82,,,,,,,,,,,,,,,,
 17:27:50.564,COM13,, 0.017, -1.071, -0.110, -2.197, -54.871, -3.357, -2.867, -0.176, 31.740, -5.627, -12.247, 109.993, 31.84,,,,,,,,,,,,,,,,
 17:27:50.565,COM14,, 0.108, -0.149, 0.984, 2.258, -1.770, 56.946, -1.187, 1.544, -43.989, -36.813, 32.027, -95.253, 31.42,,,,,,,,,,,,,,,,
 17:27:50.628,COM14,, 0.049, -0.083, 1.002, 3.540, -1.892, 54.077, -1.280, 1.445, -39.430, -15.247, 37.587, -103.287, 31.41,,,,,,,,,,,,,,,,
 17:27:50.670,COM13,, 0.041, -1.021, -0.103, -0.977, -50.720, -0.061, -2.972, -0.038, 37.392, -4.020, -12.213, 109.773, 31.85,,,,,,,,,,,,,,,,
 17:27:50.705,COM16,, -0.130, 0.028, 1.061, -5.676, 0.183, 100.281, 2.060, 0.626, -59.991, 1.687, -10.940, 3.893, 33.13,,,,,,,,,,,,,,,,
 17:27:50.718,COM14,, 0.030, -0.168, 0.904, 3.662, -0.549, 48.645, -1.428, 1.379, -35.041, 6.440, 40.653, -96.887, 31.42,,,,,,,,,,,,,,,,
 17:27:50.775,COM13,, -0.016, -1.045, -0.040, -1.343, -44.556, -2.441, -3.043, 0.148, 42.742, -2.507, -12.040, 109.533, 31.83,,,,,,,,,,,,,,,,
 17:27:50.838,COM14,, 0.043, -0.129, 0.913, 2.441, -0.549, 38.513, -1.505, 1.357, -30.965, 21.087, 41.093, -79.327, 31.41,,,,,,,,,,,,,,,,
 17:27:50.858,COM13,, -0.042, -1.065, -0.021, 0.122, -33.142, -0.671, -2.906, 0.357, 47.554, -1.267, -12.060, 109.380, 31.82,,,,,,,,,,,,,,,,
 17:27:50.860,COM16,, -0.183, -0.064, 1.051, -2.014, 0.305, 106.201, 2.010, 0.884, -56.992, 10.693, -14.033, 10.367, 33.14,,,,,,,,,,,,,,,,
 17:27:50.865,COM16,, -0.137, -0.020, 0.959, -2.686, -2.808, 110.107, 1.697, 0.994, -47.895, 21.053, -14.520, 17.407, 33.15,,,,,,,,,,,,,,,,
 17:27:50.918,COM14,, 0.082, -0.111, 1.021, 1.404, -0.122, 27.344, -1.577, 1.121, -23.187, 26.127, 38.867, -57.873, 31.43,,,,,,,,,,,,,,,,
 17:27:50.972,COM13,, -0.037, -1.079, -0.066, 3.235, -22.217, 2.319, -2.780, 0.621, 51.378, -0.213, -12.333, 109.200, 31.82,,,,,,,,,,,,,,,,
 17:27:50.978,COM16,, -0.215, -0.056, 1.072, -3.296, -4.700, 112.366, 1.439, 1.049, -30.262, 31.933, -15.100, 24.120, 33.13,,,,,,,,,,,,,,,,
 17:27:50.986,COM16,, -0.165, 0.009, 1.003, -2.319, -0.427, 112.793, 1.302, 1.417, -12.876, 41.913, -13.747, 28.773, 33.13,,,,,,,,,,,,,,,,
 17:27:50.989,COM16,, -0.136, -0.126, 1.011, -2.502, -1.770, 111.145, 1.285, 1.890, 3.917, 49.953, -11.967, 31.627, 33.13,,,,,,,,,,,,,,,,
 17:27:51.009,COM16,, -0.174, -0.003, 1.048, -3.418, -4.639, 108.276, 1.406, 2.291, 19.852, 55.173, -11.593, 32.280, 33.12,,,,,,,,,,,,,,,,
 17:27:51.013,COM16,, -0.122, -0.024, 1.008, -2.625, 0.427, 108.398, 1.681, 2.758, 34.777, 59.060, -12.367, 31.793, 33.14,,,,,,,,,,,,,,,,
 17:27:51.025,COM14,, 0.067, -0.134, 1.110, 3.052, -0.916, 16.602, -1.626, 0.923, -16.436, 22.660, 34.627, -39.213, 31.45,,,,,,,,,,,,,,,,
 17:27:51.028,COM16,, -0.154, -0.052, 1.020, -2.869, 0.183, 105.835, 2.043, 3.197, 48.939, 61.367, -14.067, 30.800, 33.09,,,,,,,,,,,,,,,,
 17:27:51.031,COM16,, -0.173, -0.041, 0.999, -3.052, -2.136, 106.079, 2.499, 3.560, 62.353, 62.027, -16.487, 29.453, 33.14,,,,,,,,,,,,,,,,
 17:27:51.033,COM16,, -0.189, -0.050, 1.097, -4.150, 2.136, 105.530, 2.972, 3.834, 75.179, 61.513, -19.313, 28.087, 33.13,,,,,,,,,,,,,,,,
 17:27:51.043,COM16,, -0.146, -0.069, 1.094, -3.052, -0.122, 105.530, 3.439, 4.081, 87.418, 59.160, -22.520, 26.793, 33.14,,,,,,,,,,,,,,,,
 17:27:51.053,COM16,, -0.120, -0.062, 0.999, -4.089, -2.930, 101.013, 3.812, 4.169, 99.108, 57.460, -25.113, 25.413, 33.13,,,,,,,,,,,,,,,,
 17:27:51.077,COM13,, 0.051, -1.083, -0.132, 3.235, -12.939, 3.845, -2.543, 0.835, 54.080, 0.073, -12.567, 109.120, 31.82,,,,,,,,,,,,,,,,
 17:27:51.085,COM16,, -0.067, -0.004, 0.920, -3.235, -0.427, 97.412, 4.197, 4.054, 109.940, 54.613, -27.733, 24.033, 33.16,,,,,,,,,,,,,,,,
 17:27:51.133,COM14,, 0.091, -0.164, 1.149, 1.953, 1.038, 8.972, -1.697, 0.758, -11.404, 15.640, 30.747, -26.807, 31.38,,,,,,,,,,,,,,,,
 17:27:51.157,COM13,, 0.036, -1.062, -0.043, 0.366, -6.226, 0.732, -2.346, 0.994, 55.778, 1.273, -12.973, 109.093, 31.84,,,,,,,,,,,,,,,,
 17:27:51.244,COM16,, -0.100, 0.021, 0.917, -3.479, 3.052, 94.727, 4.521, 3.961, 119.954, 50.927, -29.000, 23.073, 33.12,,,,,,,,,,,,,,,,
