Time,Device name设备名称,Chip Time(),Acceleration X(g),Acceleration Y(g),Acceleration Z(g),Angular velocity X(°/s),Angular velocity Y(°/s),Angular velocity Z(°/s),Angle X(°),Angle Y(°),Angle Z(°),Magnetic field X(ʯt),Magnetic field Y(ʯt),Magnetic field Z(ʯt),Temperature(℃),Quaternions 0(),Quaternions 1(),Quaternions 2(),Quaternions 3()
 12:47:38.819,WT901BLE68(d2:5a:50:4a:21:12), 2015-1-1 0:26:25.890, 0.386, -0.809, 0.635, -95.581, 3.662, 6.958, -56.107, -20.709, 100.47, 83.398, 1.470, -24.402, 26.65, 0.62039, -0.17383, -0.4599, 0.61096,
 12:47:38.847,WT901BLE68(ef:e4:2c:bf:73:a9), 2015-1-1 0:26:26.270, 0.702, 0.799, -0.333, -5.676, 179.81, 1.099, 149.568, -17.935, -136.423, 96.334, 38.612, -43.610, 26.8, -0.80215, -0.14435, -0.41101, -0.40829,
 12:47:38.880,WT901BLE68(d2:5a:50:4a:21:12), 2015-1-1 0:26:25.890, 0.383, -0.843, 0.523, -108.032, 4.089, 7.69, -60.853, -20.319, 100.432, 83.398, 1.470, -24.402, 26.65, 0.62039, -0.17383, -0.4599, 0.61096,
 12:47:38.907,WT901BLE68(ef:e4:2c:bf:73:a9), 2015-1-1 0:26:26.270, 0.792, 0.799, -0.212, -5.737, 180.237, 1.16, 146.481, -24.879, -128.485, 96.334, 38.612, -43.610, 26.8, -0.80215, -0.14435, -0.41101, -0.40829,
 12:47:38.909,WT901BLE68(d2:5a:50:4a:21:12), 2015-1-1 0:26:26.515, 0.369, -0.868, 0.419, -112.732, 4.333, 8.179, -66.011, -19.918, 100.338, 83.398, 1.470, -24.402, 26.65, 0.62039, -0.17383, -0.4599, 0.61096,
 12:47:38.939,WT901BLE68(d2:5a:50:4a:21:12), 2015-1-1 0:26:26.515, 0.363, -0.9, 0.269, -113.953, 4.395, 8.301, -71.323, -19.523, 100.173, 83.398, 1.470, -24.402, 26.65, 0.62039, -0.17383, -0.4599, 0.61096,
 12:47:38.967,WT901BLE68(ef:e4:2c:bf:73:a9), 2015-1-1 0:26:26.270, 0.835, 0.803, -0.053, -5.92, 179.932, 1.221, 142.311, -31.514, -119.042, 96.334, 38.612, -43.610, 26.8, -0.80215, -0.14435, -0.41101, -0.40829,
 12:47:38.997,WT901BLE68(ef:e4:2c:bf:73:a9), 2015-1-1 0:26:26.270, 0.853, 0.805, 0.05, -5.859, 182.251, 1.221, 136.703, -37.612, -108.369, 20.580, 38.024, -34.496, 26.8, -0.80215, -0.14435, -0.41101, -0.40829,
 12:47:39.000,WT901BLE68(d2:5a:50:4a:21:12), 2015-1-1 0:26:26.515, 0.351, -0.919, 0.16, -110.84, 4.272, 7.874, -76.575, -19.155, 99.959, 83.398, 1.470, -24.402, 26.65, 0.62039, -0.17383, -0.4599, 0.61096,
 12:47:39.057,WT901BLE68(ef:e4:2c:bf:73:a9), 2015-1-1 0:26:26.270, 0.848, 0.802, 0.233, -6.104, 188.049, 1.282, 129.221, -42.951, -95.938, 20.580, 38.024, -34.496, 26.8, -0.80215, -0.14435, -0.41101, -0.40829,
 12:47:39.059,WT901BLE68(d2:5a:50:4a:21:12), 2015-1-1 0:26:26.515, 0.337, -0.947, -0.015, -96.069, 3.845, 6.531, -81.491, -18.842, 99.706, 83.398, 1.470, -24.402, 26.65, 0.62039, -0.17383, -0.4599, 0.61096,
 12:47:39.087,WT901BLE68(ef:e4:2c:bf:73:a9), 2015-1-1 0:26:26.270, 0.789, 0.8, 0.352, -6.348, 192.566, 1.404, 119.526, -47.104, -81.398, 20.580, 38.024, -34.496, 26.8, -0.80215, -0.14435, -0.41101, -0.40829,
 12:47:39.089,WT901BLE68(d2:5a:50:4a:21:12), 2015-1-1 0:26:26.515, 0.335, -0.964, -0.117, -79.163, 3.174, 5.371, -85.66, -18.605, 99.437, 83.398, 1.470, -24.402, 26.65, 0.62039, -0.17383, -0.4599, 0.61096,
 12:47:39.119,WT901BLE68(d2:5a:50:4a:21:12), 2015-1-1 0:26:26.515, 0.331, -0.984, -0.222, -44.312, 1.648, 2.869, -88.704, -18.446, 99.201, 83.398, 1.470, -24.402, 26.65, 0.62039, -0.17383, -0.4599, 0.61096,
 12:47:39.147,WT901BLE68(ef:e4:2c:bf:73:a9), 2015-1-1 0:26:26.270, 0.722, 0.803, 0.56, -6.592, 200.012, 1.404, 107.644, -49.521, -64.753, 20.580, 38.024, -34.496, 26.8, 0.6485, 0.41736, -0.63126, -0.08157,
 12:47:39.210,WT901BLE68(d2:5a:50:4a:21:12), 2015-1-1 0:26:26.515, 0.337, -0.99, -0.244, -17.761, 0.854, 1.038, -90.319, -18.38, 99.025, 83.398, 1.470, -24.402, 26.65, 0.62039, -0.17383, -0.4599, 0.61096,
 12:47:39.237,WT901BLE68(ef:e4:2c:bf:73:a9), 2015-1-1 0:26:26.865, 0.612, 0.802, 0.72, -6.592, 201.172, 1.404, 94.642, -49.68, -47.071, 20.580, 38.024, -34.496, 26.8, 0.6485, 0.41736, -0.63126, -0.08157,
 12:47:39.237,WT901BLE68(ef:e4:2c:bf:73:a9), 2015-1-1 0:26:26.865, 0.58, 0.802, 1.021, -5.798, 175.171, 1.16, 82.936, -47.686, -31.036, 20.580, 38.024, -34.496, 26.8, 0.6485, 0.41736, -0.63126, -0.08157,
 12:47:39.239,WT901BLE68(d2:5a:50:4a:21:12), 2015-1-1 0:26:26.515, 0.338, -0.986, -0.167, 13.611, -0.549, -1.343, -90.527, -18.397, 98.921, 83.398, 1.470, -24.402, 26.65, 0.62039, -0.17383, -0.4599, 0.61096,
 12:47:39.297,WT901BLE68(ef:e4:2c:bf:73:a9), 2015-1-1 0:26:26.865, 0.593, 0.802, 1.072, -5.31, 162.903, 1.038, 73.757, -44.346, -17.979, 20.580, 38.024, -34.496, 26.8, 0.6485, 0.41736, -0.63126, -0.08157,
 12:47:39.330,WT901BLE68(d2:5a:50:4a:21:12), 2015-1-1 0:26:26.515, 0.333, -0.981, -0.123, 26.794, -1.099, -1.892, -89.758, -18.468, 98.871, 83.496, 16.170, -6.272, 26.65, 0.62039, -0.17383, -0.4599, 0.61096,
 12:47:39.330,WT901BLE68(d2:5a:50:4a:21:12), 2015-1-1 0:26:26.515, 0.339, -0.986, -0.167, 43.579, -1.648, -3.174, -88.358, -18.594, 98.849, 83.496, 16.170, -6.272, 26.65, 0.62039, -0.17383, -0.4599, 0.61096,
 12:47:39.357,WT901BLE68(ef:e4:2c:bf:73:a9), 2015-1-1 0:26:26.865, 0.382, 0.803, 0.914, -5.127, 163.33, 1.221, 66.594, -40.128, -7.152, 20.580, 38.024, -34.496, 26.8, 0.6485, 0.41736, -0.63126, -0.08157,
 12:47:39.386,WT901BLE68(ef:e4:2c:bf:73:a9), 2015-1-1 0:26:26.865, 0.15, 0.793, 1.087, -5.981, 189.453, 1.404, 60.331, -34.453, 3.224, 20.580, 38.024, -34.496, 26.8, 0.6485, 0.41736, -0.63126, -0.08157,
 12:47:39.419,WT901BLE68(d2:5a:50:4a:21:12), 2015-1-1 0:26:26.515, 0.359, -0.972, -0.07, 63.354, -2.502, -4.517, -85.979, -18.787, 98.877, 83.496, 16.170, -6.272, 26.65, 0.5563, -0.34256, -0.5881, 0.47665,
 12:47:39.446,WT901BLE68(ef:e4:2c:bf:73:a9), 2015-1-1 0:26:26.865, 0.083, 0.784, 1.335, -5.676, 177.795, 1.16, 55.525, -27.927, 12.305, 20.580, 38.024, -34.496, 26.8, 0.6485, 0.41736, -0.63126, -0.08157,
 12:47:39.476,WT901BLE68(ef:e4:2c:bf:73:a9), 2015-1-1 0:26:26.865, -0.12, 0.785, 1.278, -5.493, 172.485, 1.16, 52.174, -21.335, 19.808, 20.580, 38.024, -34.496, 26.8, 0.6485, 0.41736, -0.63126, -0.08157,
 12:47:39.481,WT901BLE68(d2:5a:50:4a:21:12), 2015-1-1 0:26:26.515, 0.355, -0.963, 0.084, 70.557, -2.747, -5.188, -82.919, -19.039, 98.937, 83.496, 16.170, -6.272, 26.65, 0.5563, -0.34256, -0.5881, 0.47665,
 12:47:39.481,WT901BLE68(d2:5a:50:4a:21:12), 2015-1-1 0:26:26.515, 0.367, -0.959, 0.096, 75.012, -2.991, -5.493, -79.623, -19.319, 98.998, 83.496, 16.170, -6.272, 26.65, 0.5563, -0.34256, -0.5881, 0.47665,
 12:47:39.540,WT901BLE68(d2:5a:50:4a:21:12), 2015-1-1 0:26:27.110, 0.373, -0.937, 0.21, 86.609, -3.418, -6.348, -75.861, -19.649, 99.075, 83.496, 16.170, -6.272, 26.65, 0.5563, -0.34256, -0.5881, 0.47665,
 12:47:39.598,WT901BLE68(ef:e4:2c:bf:73:a9), 2015-1-1 0:26:26.865, -0.257, 0.783, 1.301, -5.798, 181.152, 1.221, 49.774, -14.315, 26.653, 20.580, 38.024, -34.496, 26.8, 0.6485, 0.41736, -0.63126, -0.08157,
 12:47:39.630,WT901BLE68(d2:5a:50:4a:21:12), 2015-1-1 0:26:27.110, 0.379, -0.923, 0.294, 88.318, -3.418, -6.348, -71.796, -20.006, 99.146, 83.496, 16.170, -6.272, 26.65, 0.5563, -0.34256, -0.5881, 0.47665,
 12:47:39.658,WT901BLE68(ef:e4:2c:bf:73:a9), 2015-1-1 0:26:26.865, -0.424, 0.777, 1.323, -5.737, 179.81, 1.16, 48.219, -7.037, 32.975, 20.580, 38.024, -34.496, 26.8, 0.6485, 0.41736, -0.63126, -0.08157,
 12:47:39.660,WT901BLE68(d2:5a:50:4a:21:12), 2015-1-1 0:26:27.110, 0.387, -0.897, 0.377, 91.553, -3.601, -6.592, -67.604, -20.38, 99.212, 83.496, 16.170, -6.272, 26.65, 0.5563, -0.34256, -0.5881, 0.47665,
 12:47:39.687,WT901BLE68(ef:e4:2c:bf:73:a9), 2015-1-1 0:26:26.865, -0.555, 0.769, 1.257, -5.859, 180.298, 1.282, 47.428, 0.264, 38.881, 20.580, 38.024, -34.496, 26.8, 0.6485, 0.41736, -0.63126, -0.08157,
 12:47:39.689,WT901BLE68(d2:5a:50:4a:21:12), 2015-1-1 0:26:27.110, 0.395, -0.874, 0.46, 91.736, -3.54, -6.592, -63.281, -20.764, 99.261, 83.496, 16.170, -6.272, 26.65, 0.5563, -0.34256, -0.5881, 0.47665,
 12:47:39.717,WT901BLE68(ef:e4:2c:bf:73:a9), 2015-1-1 0:26:26.865, -0.705, 0.766, 1.232, -5.737, 180.542, 1.282, 47.357, 7.619, 44.637, 20.580, 38.024, -34.496, 26.8, 0.6485, 0.41736, -0.63126, -0.08157,
 12:47:39.747,WT901BLE68(ef:e4:2c:bf:73:a9), 2015-1-1 0:26:26.865, -0.804, 0.762, 1.116, -5.737, 178.589, 1.282, 47.988, 14.843, 50.334, 20.580, 38.024, -34.496, 26.8, 0.6485, 0.41736, -0.63126, -0.08157,
 12:47:39.749,WT901BLE68(d2:5a:50:4a:21:12), 2015-1-1 0:26:27.110, 0.401, -0.84, 0.538, 88.501, -3.479, -6.287, -59.013, -21.132, 99.3, 83.496, 16.170, -6.272, 26.65, 0.5563, -0.34256, -0.5881, 0.47665,
 12:47:39.807,WT901BLE68(ef:e4:2c:bf:73:a9), 2015-1-1 0:26:26.865, -0.956, 0.759, 1.017, -5.798, 182.678, 1.282, 49.406, 22.011, 56.338, 20.580, 38.024, -34.496, 26.8, 0.6485, 0.41736, -0.63126, -0.08157,
 12:47:39.809,WT901BLE68(d2:5a:50:4a:21:12), 2015-1-1 0:26:27.110, 0.412, -0.809, 0.597, 88.257, -3.479, -6.348, -54.783, -21.495, 99.327, 83.496, 16.170, -6.272, 26.65, 0.5563, -0.34256, -0.5881, 0.47665,
 12:47:39.837,WT901BLE68(ef:e4:2c:bf:73:a9), 2015-1-1 0:26:26.865, -1.031, 0.756, 0.907, -5.981, 186.035, 1.221, 51.801, 29.125, 63.045, 20.580, 38.024, -34.496, 26.8, 0.6485, 0.41736, -0.63126, -0.08157,
 12:47:39.870,WT901BLE68(d2:5a:50:4a:21:12), 2015-1-1 0:26:27.110, 0.416, -0.762, 0.707, 83.069, -3.235, -5.981, -50.636, -21.841, 99.338, 83.496, 16.170, -6.272, 26.65, 0.5563, -0.34256, -0.5881, 0.47665,
 12:47:39.897,WT901BLE68(ef:e4:2c:bf:73:a9), 2015-1-1 0:26:26.865, -1.102, 0.753, 0.815, -5.92, 184.692, 1.221, 55.338, 35.881, 70.598, 20.580, 38.024, -34.496, 26.8, 0.6485, 0.41736, -0.63126, -0.08157,
 12:47:39.899,WT901BLE68(d2:5a:50:4a:21:12), 2015-1-1 0:26:27.110, 0.421, -0.733, 0.768, 76.416, -2.991, -5.432, -46.78, -22.143, 99.344, 83.496, 16.170, -6.272, 26.65, 0.5563, -0.34256, -0.5881, 0.47665,
 12:47:39.929,WT901BLE68(d2:5a:50:4a:21:12), 2015-1-1 0:26:27.110, 0.427, -0.692, 0.835, 65.918, -2.502, -4.761, -43.358, -22.396, 99.344, 82.908, 1.372, -24.794, 26.65, 0.5563, -0.34256, -0.5881, 0.47665,
 12:47:39.957,WT901BLE68(ef:e4:2c:bf:73:a9), 2015-1-1 0:26:26.865, -1.133, 0.751, 0.626, -5.859, 183.411, 1.221, 60.26, 42.061, 79.288, 20.580, 38.024, -34.496, 26.8, 0.6485, 0.41736, -0.63126, -0.08157,
 12:47:39.986,WT901BLE68(ef:e4:2c:bf:73:a9), 2015-1-1 0:26:26.865, -1.151, 0.749, 0.498, -5.859, 183.594, 1.221, 66.945, 47.505, 89.583, 20.580, 38.024, -34.496, 26.8, 0.6485, 0.41736, -0.63126, -0.08157,
 12:47:40.019,WT901BLE68(d2:5a:50:4a:21:12), 2015-1-1 0:26:27.110, 0.43, -0.667, 0.864, 57.739, -2.136, -4.211, -40.38, -22.593, 99.344, 82.908, 1.372, -24.794, 26.65, 0.64749, -0.07669, -0.37823, 0.65704,
 12:47:40.046,WT901BLE68(ef:e4:2c:bf:73:a9), 2015-1-1 0:26:26.865, -1.14, 0.75, 0.304, -5.92, 183.228, 1.282, 75.701, 51.91, 101.838, 20.580, 38.024, -34.496, 26.8, 0.6485, 0.41736, -0.63126, -0.08157,
 12:47:40.049,WT901BLE68(d2:5a:50:4a:21:12), 2015-1-1 0:26:27.110, 0.434, -0.636, 0.9, 44.128, -1.709, -3.113, -37.947, -22.742, 99.36, 82.908, 1.372, -24.794, 26.65, 0.64749, -0.07669, -0.37823, 0.65704,
