Time,Device name,Chip Time(),Acceleration X(g),Acceleration Y(g),Acceleration Z(g),Angular velocity X(°/s),Angular velocity Y(°/s),Angular velocity Z(°/s),Angle X(°),Angle Y(°),Angle Z(°),Magnetic field X(ʯt),Magnetic field Y(ʯt),Magnetic field Z(ʯt),Temperature(℃),Quaternions 0(),Quaternions 1(),Quaternions 2(),Quaternions 3()
 11:27:19.821,ef:e4:2c:bf:73:a9, 2015-1-1 0:5:33.735, -0.442, 0.002, 0.886, -0.366, 58.594, 0, -89.94, 8.135, -3.439, 4.214, 75.754, -43.218, 23.99, 0.98709, 0.00729, 0.15674, -0.03098,
 11:27:19.912,ef:e4:2c:bf:73:a9, 2015-1-1 0:5:33.735, -0.479, 0.002, 0.859, -0.366, 57.007, 0, -89.951, 10.882, -3.384, 4.214, 75.754, -43.218, 23.99, 0.98709, 0.00729, 0.15674, -0.03098,
 11:27:19.942,ef:e4:2c:bf:73:a9, 2015-1-1 0:5:33.735, -0.528, 0.003, 0.841, -0.366, 55.115, 0, -89.967, 13.563, -3.34, 14.798, 76.538, -41.454, 23.99, 0.98709, 0.00729, 0.15674, -0.03098,
 11:27:19.972,ef:e4:2c:bf:73:a9, 2015-1-1 0:5:33.735, -0.561, 0.002, 0.814, -0.488, 52.979, 0, -89.984, 16.155, -3.307, 14.798, 76.538, -41.454, 23.99, 0.98709, 0.00729, 0.15674, -0.03098,
 11:27:20.033,ef:e4:2c:bf:73:a9, 2015-1-1 0:5:33.735, -0.614, 0.001, 0.796, -0.488, 50.842, 0, -90, 18.655, -3.285, 14.798, 76.538, -41.454, 23.99, 0.96002, 0.00967, 0.27814, -0.02805,
 11:27:20.092,ef:e4:2c:bf:73:a9, 2015-1-1 0:5:34.000, -0.629, 0, 0.767, -0.488, 46.326, 0, -90.022, 21, -3.279, 14.798, 76.538, -41.454, 23.99, 0.96002, 0.00967, 0.27814, -0.02805,
 11:27:20.153,ef:e4:2c:bf:73:a9, 2015-1-1 0:5:34.000, -0.673, 0, 0.749, -0.427, 43.335, 0, -90.044, 23.17, -3.29, 14.798, 76.538, -41.454, 23.99, 0.96002, 0.00967, 0.27814, -0.02805,
 11:27:20.183,ef:e4:2c:bf:73:a9, 2015-1-1 0:5:34.000, -0.69, 0, 0.722, -0.366, 39.062, 0, -90.066, 25.181, -3.307, 22.344, 77.616, -38.318, 23.99, 0.96002, 0.00967, 0.27814, -0.02805,
 11:27:20.212,ef:e4:2c:bf:73:a9, 2015-1-1 0:5:34.000, -0.718, 0, 0.707, -0.366, 35.706, 0, -90.082, 27.01, -3.34, 22.344, 77.616, -38.318, 23.99, 0.96002, 0.00967, 0.27814, -0.02805,
 11:27:20.302,ef:e4:2c:bf:73:a9, 2015-1-1 0:5:34.240, -0.744, 0, 0.683, -0.305, 30.273, 0, -90.099, 28.614, -3.378, 22.344, 77.616, -38.318, 23.99, 0.93262, 0.01141, 0.35947, -0.02771,
 11:27:20.333,ef:e4:2c:bf:73:a9, 2015-1-1 0:5:34.240, -0.751, 0, 0.664, -0.305, 24.353, 0, -90.115, 29.993, -3.433, 22.344, 77.616, -38.318, 23.99, 0.93262, 0.01141, 0.35947, -0.02771,
 11:27:20.393,ef:e4:2c:bf:73:a9, 2015-1-1 0:5:34.240, -0.763, -0.001, 0.653, -0.183, 20.203, 0, -90.132, 31.124, -3.494, 22.344, 77.616, -38.318, 23.99, 0.93262, 0.01141, 0.35947, -0.02771,
 11:27:20.452,ef:e4:2c:bf:73:a9, 2015-1-1 0:5:34.240, -0.767, -0.001, 0.641, -0.183, 14.587, 0, -90.143, 32.036, -3.565, 26.460, 78.498, -35.770, 23.99, 0.93262, 0.01141, 0.35947, -0.02771,
 11:27:20.544,ef:e4:2c:bf:73:a9, 2015-1-1 0:5:34.240, -0.773, -0.001, 0.635, -0.122, 11.047, 0, -90.154, 32.723, -3.636, 26.460, 78.498, -35.770, 23.99, 0.9162, 0.01315, 0.39929, -0.02951,
 11:27:20.544,ef:e4:2c:bf:73:a9, 2015-1-1 0:5:34.240, -0.774, -0.001, 0.629, -0.061, 5.676, 0, -90.159, 33.201, -3.719, 26.460, 78.498, -35.770, 23.99, 0.9162, 0.01315, 0.39929, -0.02951,
 11:27:20.602,ef:e4:2c:bf:73:a9, 2015-1-1 0:5:34.475, -0.776, -0.002, 0.627, -0.061, 2.075, 0, -90.165, 33.459, -3.807, 26.460, 78.498, -35.770, 23.99, 0.9162, 0.01315, 0.39929, -0.02951,
 11:27:20.633,ef:e4:2c:bf:73:a9, 2015-1-1 0:5:34.475, -0.768, 0.001, 0.626, -0.244, -3.052, 0, -90.17, 33.519, -3.895, 26.460, 78.498, -35.770, 23.99, 0.9162, 0.01315, 0.39929, -0.02951,
 11:27:20.723,ef:e4:2c:bf:73:a9, 2015-1-1 0:5:34.475, -0.764, -0.003, 0.63, -0.061, -6.348, 0, -90.181, 33.376, -3.983, 27.342, 78.988, -35.182, 23.99, 0.9162, 0.01315, 0.39929, -0.02951,
 11:27:20.753,ef:e4:2c:bf:73:a9, 2015-1-1 0:5:34.475, -0.755, -0.002, 0.636, 0.061, -11.047, 0, -90.187, 33.036, -4.081, 27.342, 78.988, -35.182, 23.99, 0.91589, 0.01437, 0.39966, -0.03278,
 11:27:20.784,ef:e4:2c:bf:73:a9, 2015-1-1 0:5:34.475, -0.747, -0.003, 0.643, 0.061, -14.16, 0, -90.187, 32.514, -4.175, 27.342, 78.988, -35.182, 23.99, 0.91589, 0.01437, 0.39966, -0.03278,
 11:27:20.872,ef:e4:2c:bf:73:a9, 2015-1-1 0:5:34.745, -0.731, -0.002, 0.654, 0.122, -18.494, 0, -90.181, 31.811, -4.268, 27.342, 78.988, -35.182, 23.99, 0.91589, 0.01437, 0.39966, -0.03278,
 11:27:20.903,ef:e4:2c:bf:73:a9, 2015-1-1 0:5:34.745, -0.719, -0.002, 0.664, 0.122, -21.423, 0, -90.176, 30.932, -4.367, 27.342, 78.988, -35.182, 23.99, 0.91589, 0.01437, 0.39966, -0.03278,
 11:27:20.963,ef:e4:2c:bf:73:a9, 2015-1-1 0:5:34.745, -0.703, 0, 0.681, 0.183, -26.001, 0, -90.17, 29.877, -4.466, 25.088, 78.792, -36.750, 23.99, 0.91589, 0.01437, 0.39966, -0.03278,
 11:27:20.992,ef:e4:2c:bf:73:a9, 2015-1-1 0:5:34.745, -0.682, -0.001, 0.693, 0.244, -28.687, 0, -90.165, 28.647, -4.559, 25.088, 78.792, -36.750, 23.99, 0.9324, 0.01477, 0.35904, -0.03766,
 11:27:21.024,ef:e4:2c:bf:73:a9, 2015-1-1 0:5:34.745, -0.665, 0, 0.714, 0.366, -34.241, 0, -90.154, 27.219, -4.658, 25.088, 78.792, -36.750, 23.99, 0.9324, 0.01477, 0.35904, -0.03766,
 11:27:21.142,ef:e4:2c:bf:73:a9, 2015-1-1 0:5:34.985, -0.625, -0.001, 0.729, 0.244, -37.109, 0, -90.137, 25.587, -4.757, 25.088, 78.792, -36.750, 23.99, 0.9324, 0.01477, 0.35904, -0.03766,
 11:27:21.143,ef:e4:2c:bf:73:a9, 2015-1-1 0:5:34.985, -0.604, 0.002, 0.754, 0.488, -42.542, 0, -90.126, 23.747, -4.856, 25.088, 78.792, -36.750, 23.99, 0.9324, 0.01477, 0.35904, -0.03766,
 11:27:21.203,ef:e4:2c:bf:73:a9, 2015-1-1 0:5:34.985, -0.563, 0, 0.772, 0.427, -45.044, 0, -90.104, 21.725, -4.955, 19.992, 77.714, -39.592, 23.99, 0.9324, 0.01477, 0.35904, -0.03766,
 11:27:21.233,ef:e4:2c:bf:73:a9, 2015-1-1 0:5:34.985, -0.538, 0.002, 0.798, 0.366, -50.415, 0, -90.093, 19.512, -5.048, 19.992, 77.714, -39.592, 23.99, 0.95731, 0.01358, 0.28537, -0.04266,
 11:27:21.322,ef:e4:2c:bf:73:a9, 2015-1-1 0:5:35.220, -0.486, 0.001, 0.816, 0.488, -53.528, 0, -90.071, 17.1, -5.147, 19.992, 77.714, -39.592, 23.99, 0.95731, 0.01358, 0.28537, -0.04266,
 11:27:21.352,ef:e4:2c:bf:73:a9, 2015-1-1 0:5:35.220, -0.451, 0, 0.842, 0.427, -59.998, 0, -90.055, 14.458, -5.24, 19.992, 77.714, -39.592, 23.99, 0.95731, 0.01358, 0.28537, -0.04266,
 11:27:21.383,ef:e4:2c:bf:73:a9, 2015-1-1 0:5:35.220, -0.376, 0.002, 0.859, 0.366, -63.904, 0, -90.033, 11.563, -5.339, 19.992, 77.714, -39.592, 23.99, 0.95731, 0.01358, 0.28537, -0.04266,
 11:27:21.442,ef:e4:2c:bf:73:a9, 2015-1-1 0:5:35.220, -0.329, 0.001, 0.887, 0.366, -69.336, 0, -90.011, 8.421, -5.433, 11.760, 76.538, -42.434, 23.99, 0.95731, 0.01358, 0.28537, -0.04266,
 11:27:21.533,ef:e4:2c:bf:73:a9, 2015-1-1 0:5:35.220, -0.241, 0.003, 0.902, 0.61, -72.205, 0, -89.984, 5.076, -5.526, 11.760, 76.538, -42.434, 23.99, 0.98474, 0.00989, 0.16678, -0.04785,
 11:27:21.592,ef:e4:2c:bf:73:a9, 2015-1-1 0:5:35.220, -0.186, 0.001, 0.923, 0.732, -74.89, 0, -89.956, 1.577, -5.609, 11.760, 76.538, -42.434, 23.99, 0.98474, 0.00989, 0.16678, -0.04785,
 11:27:21.592,ef:e4:2c:bf:73:a9, 2015-1-1 0:5:35.220, -0.095, 0.006, 0.935, 0.61, -75.684, 0, -89.923, -2, -5.68, 11.760, 76.538, -42.434, 23.99, 0.98474, 0.00989, 0.16678, -0.04785,
 11:27:21.622,ef:e4:2c:bf:73:a9, 2015-1-1 0:5:35.520, -0.029, 0.007, 0.95, 0.671, -75.073, 0, -89.896, -5.603, -5.74, 11.760, 76.538, -42.434, 23.99, 0.98474, 0.00989, 0.16678, -0.04785,
 11:27:21.713,ef:e4:2c:bf:73:a9, 2015-1-1 0:5:35.520, 0.064, 0.005, 0.958, 0.732, -73.303, 0, -89.868, -9.152, -5.779, -2.842, 75.460, -43.120, 23.99, 0.98474, 0.00989, 0.16678, -0.04785,
 11:27:21.742,ef:e4:2c:bf:73:a9, 2015-1-1 0:5:35.520, 0.12, 0.005, 0.966, 0.671, -66.406, 0, -89.841, -12.508, -5.795, -2.842, 75.460, -43.120, 23.99, 0.98474, 0.00989, 0.16678, -0.04785,
 11:27:21.802,ef:e4:2c:bf:73:a9, 2015-1-1 0:5:35.520, 0.184, 0.007, 0.971, 0.61, -59.692, 0, -89.813, -15.546, -5.79, -2.842, 75.460, -43.120, 23.99, 0.98474, 0.00989, 0.16678, -0.04785,
 11:27:21.832,ef:e4:2c:bf:73:a9, 2015-1-1 0:5:35.520, 0.225, 0.007, 0.975, 0.366, -47.913, 0, -89.791, -18.155, -5.757, -2.842, 75.460, -43.120, 23.99, 0.99835, 0.00217, -0.0264, -0.05026,
