Time,Device name,Chip Time(),Acceleration X(g),Acceleration Y(g),Acceleration Z(g),Angular velocity X(°/s),Angular velocity Y(°/s),Angular velocity Z(°/s),Angle X(°),Angle Y(°),Angle Z(°),Magnetic field X(ʯt),Magnetic field Y(ʯt),Magnetic field Z(ʯt),Temperature(℃),Quaternions 0(),Quaternions 1(),Quaternions 2(),Quaternions 3()
 11:24:17.899,ef:e4:2c:bf:73:a9, 2015-1-1 0:2:32.870, -0.496, 0, 0.824, 0.122, -26.428, 0, -90.17, 17.979, -5.702, 19.306, 77.714, -39.984, 23.63, 0.96033, 0.01392, 0.2742, -0.04794,
 11:24:17.960,ef:e4:2c:bf:73:a9, 2015-1-1 0:2:32.870, -0.474, 0.001, 0.839, 0.183, -29.114, 0, -90.165, 16.639, -5.729, 19.306, 77.714, -39.984, 23.63, 0.96033, 0.01392, 0.2742, -0.04794,
 11:24:18.050,ef:e4:2c:bf:73:a9, 2015-1-1 0:2:33.170, -0.456, 0.001, 0.85, 0.183, -29.236, 0, -90.154, 15.255, -5.757, 19.306, 77.714, -39.984, 23.63, 0.96033, 0.01392, 0.2742, -0.04794,
 11:24:18.110,ef:e4:2c:bf:73:a9, 2015-1-1 0:2:33.170, -0.444, 0.001, 0.864, 0.122, -30.151, 0, -90.143, 13.848, -5.779, 19.306, 77.714, -39.984, 23.63, 0.96033, 0.01392, 0.2742, -0.04794,
 11:24:18.110,ef:e4:2c:bf:73:a9, 2015-1-1 0:2:33.170, -0.396, 0.001, 0.874, 0.183, -32.104, 0, -90.137, 12.36, -5.801, 19.306, 77.714, -39.984, 23.63, 0.96033, 0.01392, 0.2742, -0.04794,
 11:24:18.170,ef:e4:2c:bf:73:a9, 2015-1-1 0:2:33.170, -0.367, 0.001, 0.891, 0.183, -33.997, 0, -90.126, 10.75, -5.817, 13.034, 76.832, -42.238, 23.63, 0.96033, 0.01392, 0.2742, -0.04794,
 11:24:18.230,ef:e4:2c:bf:73:a9, 2015-1-1 0:2:33.170, -0.351, 0.002, 0.904, 0.183, -34.241, 0, -90.115, 9.124, -5.834, 13.034, 76.832, -42.238, 23.63, 0.97839, 0.01093, 0.20007, -0.05002,
 11:24:18.289,ef:e4:2c:bf:73:a9, 2015-1-1 0:2:33.465, -0.311, 0.002, 0.913, 0.183, -34.973, 0, -90.104, 7.465, -5.845, 13.034, 76.832, -42.238, 23.63, 0.97839, 0.01093, 0.20007, -0.05002,
 11:24:18.319,ef:e4:2c:bf:73:a9, 2015-1-1 0:2:33.465, -0.282, 0.002, 0.925, 0.305, -36.987, 0, -90.099, 5.735, -5.85, 13.034, 76.832, -42.238, 23.63, 0.97839, 0.01093, 0.20007, -0.05002,
 11:24:18.349,ef:e4:2c:bf:73:a9, 2015-1-1 0:2:33.465, -0.242, 0.003, 0.934, 0.305, -37.17, 0, -90.082, 3.95, -5.85, 7.546, 76.244, -43.218, 23.63, 0.97839, 0.01093, 0.20007, -0.05002,
 11:24:18.440,ef:e4:2c:bf:73:a9, 2015-1-1 0:2:33.465, -0.223, 0.003, 0.944, 0.305, -37.231, 0, -90.071, 2.159, -5.856, 7.546, 76.244, -43.218, 23.63, 0.97839, 0.01093, 0.20007, -0.05002,
 11:24:18.470,ef:e4:2c:bf:73:a9, 2015-1-1 0:2:33.465, -0.18, 0.002, 0.951, 0.305, -37.415, 0, -90.055, 0.357, -5.85, 7.546, 76.244, -43.218, 23.63, 0.9892, 0.00818, 0.13699, -0.05075,
 11:24:18.530,ef:e4:2c:bf:73:a9, 2015-1-1 0:2:33.465, -0.146, 0.002, 0.958, 0.366, -38.818, 0, -90.038, -1.489, -5.845, 7.546, 76.244, -43.218, 23.63, 0.9892, 0.00818, 0.13699, -0.05075,
 11:24:18.560,ef:e4:2c:bf:73:a9, 2015-1-1 0:2:33.735, -0.108, 0.002, 0.964, 0.305, -38.574, 0, -90.022, -3.367, -5.839, 7.546, 76.244, -43.218, 23.63, 0.9892, 0.00818, 0.13699, -0.05075,
 11:24:18.650,ef:e4:2c:bf:73:a9, 2015-1-1 0:2:33.735, -0.089, 0.003, 0.97, 0.244, -37.231, 0, -90.011, -5.208, -5.823, 7.546, 76.244, -43.218, 23.63, 0.9892, 0.00818, 0.13699, -0.05075,
 11:24:18.680,ef:e4:2c:bf:73:a9, 2015-1-1 0:2:33.735, -0.038, 0.005, 0.973, 0.305, -37.292, 0, -89.995, -7.026, -5.801, 0.000, 75.656, -43.316, 23.63, 0.9892, 0.00818, 0.13699, -0.05075,
 11:24:18.709,ef:e4:2c:bf:73:a9, 2015-1-1 0:2:33.735, -0.007, 0.004, 0.978, 0.244, -36.926, 0, -89.984, -8.855, -5.773, 0.000, 75.656, -43.316, 23.63, 0.9892, 0.00818, 0.13699, -0.05075,
 11:24:18.770,ef:e4:2c:bf:73:a9, 2015-1-1 0:2:33.735, 0.021, 0.003, 0.98, 0.366, -35.4, 0, -89.967, -10.629, -5.74, 0.000, 75.656, -43.316, 23.63, 0.99817, 0.00363, 0.03214, -0.05017,
 11:24:18.861,ef:e4:2c:bf:73:a9, 2015-1-1 0:2:34.005, 0.047, 0.004, 0.981, 0.366, -33.264, 0, -89.951, -12.316, -5.702, 0.000, 75.656, -43.316, 23.63, 0.99817, 0.00363, 0.03214, -0.05017,
 11:24:18.890,ef:e4:2c:bf:73:a9, 2015-1-1 0:2:34.005, 0.085, 0.003, 0.982, 0.305, -32.227, 0, -89.934, -13.942, -5.663, 0.000, 75.656, -43.316, 23.63, 0.99817, 0.00363, 0.03214, -0.05017,
 11:24:18.920,ef:e4:2c:bf:73:a9, 2015-1-1 0:2:34.005, 0.102, 0.002, 0.981, 0.366, -29.297, 0, -89.918, -15.469, -5.614, -5.684, 75.460, -42.630, 23.63, 0.99817, 0.00363, 0.03214, -0.05017,
 11:24:18.951,ef:e4:2c:bf:73:a9, 2015-1-1 0:2:34.005, 0.126, 0.003, 0.981, 0.305, -27.1, 0, -89.907, -16.88, -5.565, -5.684, 75.460, -42.630, 23.63, 0.99817, 0.00363, 0.03214, -0.05017,
 11:24:19.040,ef:e4:2c:bf:73:a9, 2015-1-1 0:2:34.005, 0.151, 0.007, 0.979, 0.183, -24.536, 0, -89.89, -18.182, -5.51, -5.684, 75.460, -42.630, 23.63, 0.99832, 0.00116, -0.03079, -0.04816,
 11:24:19.069,ef:e4:2c:bf:73:a9, 2015-1-1 0:2:34.270, 0.171, 0.005, 0.984, 0.183, -22.156, 0, -89.879, -19.369, -5.449, -5.684, 75.460, -42.630, 23.63, 0.99832, 0.00116, -0.03079, -0.04816,
 11:24:19.130,ef:e4:2c:bf:73:a9, 2015-1-1 0:2:34.270, 0.185, 0.004, 0.979, 0.061, -18.555, 0, -89.868, -20.413, -5.389, -5.684, 75.460, -42.630, 23.63, 0.99832, 0.00116, -0.03079, -0.04816,
 11:24:19.161,ef:e4:2c:bf:73:a9, 2015-1-1 0:2:34.270, 0.2, 0.004, 0.978, 0.183, -16.357, 0, -89.857, -21.324, -5.317, -9.996, 75.362, -41.356, 23.63, 0.99832, 0.00116, -0.03079, -0.04816,
 11:24:19.251,ef:e4:2c:bf:73:a9, 2015-1-1 0:2:34.270, 0.204, 0.005, 0.976, 0.122, -12.756, 0, -89.852, -22.099, -5.24, -9.996, 75.362, -41.356, 23.63, 0.99637, -0.00018, -0.07169, -0.04514,
 11:24:19.309,ef:e4:2c:bf:73:a9, 2015-1-1 0:2:34.270, 0.213, 0.006, 0.975, 0.122, -10.254, 0, -89.846, -22.725, -5.164, -9.996, 75.362, -41.356, 23.63, 0.99637, -0.00018, -0.07169, -0.04514,
 11:24:19.309,ef:e4:2c:bf:73:a9, 2015-1-1 0:2:34.270, 0.217, 0.008, 0.971, 0.183, -6.958, 0, -89.835, -23.203, -5.081, -9.996, 75.362, -41.356, 23.63, 0.99637, -0.00018, -0.07169, -0.04514,
 11:24:19.370,ef:e4:2c:bf:73:a9, 2015-1-1 0:2:34.510, 0.221, 0.006, 0.97, 0.061, -4.517, 0, -89.83, -23.544, -4.999, -9.996, 75.362, -41.356, 23.63, 0.99637, -0.00018, -0.07169, -0.04514,
 11:24:19.430,ef:e4:2c:bf:73:a9, 2015-1-1 0:2:34.510, 0.22, 0.005, 0.971, 0.061, -1.099, 0, -89.824, -23.741, -4.911, -11.466, 75.362, -40.866, 23.63, 0.99637, -0.00018, -0.07169, -0.04514,
 11:24:19.489,ef:e4:2c:bf:73:a9, 2015-1-1 0:2:34.510, 0.216, 0.004, 0.969, 0, 0.916, 0, -89.824, -23.813, -4.823, -11.466, 75.362, -40.866, 23.63, 0.99637, -0.00018, -0.07169, -0.04514,
 11:24:19.520,ef:e4:2c:bf:73:a9, 2015-1-1 0:2:34.510, 0.21, 0.006, 0.971, 0, 4.395, 0, -89.819, -23.747, -4.735, -11.466, 75.362, -40.866, 23.63, 0.99557, -0.00015, -0.08386, -0.04105,
 11:24:19.580,ef:e4:2c:bf:73:a9, 2015-1-1 0:2:34.510, 0.205, 0.006, 0.972, -0.061, 6.226, 0, -89.819, -23.56, -4.642, -11.466, 75.362, -40.866, 23.63, 0.99557, -0.00015, -0.08386, -0.04105,
 11:24:19.640,ef:e4:2c:bf:73:a9, 2015-1-1 0:2:34.775, 0.193, 0.007, 0.973, -0.122, 9.033, 0, -89.819, -23.258, -4.554, -11.466, 75.362, -40.866, 23.63, 0.99557, -0.00015, -0.08386, -0.04105,
 11:24:19.700,ef:e4:2c:bf:73:a9, 2015-1-1 0:2:34.775, 0.181, 0.008, 0.973, -0.122, 10.864, 0, -89.824, -22.852, -4.46, -11.466, 75.362, -40.866, 23.63, 0.99557, -0.00015, -0.08386, -0.04105,
 11:24:19.730,ef:e4:2c:bf:73:a9, 2015-1-1 0:2:34.775, 0.17, 0.008, 0.975, -0.122, 13.123, 0, -89.824, -22.335, -4.367, -10.290, 75.362, -41.258, 23.63, 0.99557, -0.00015, -0.08386, -0.04105,
 11:24:19.759,ef:e4:2c:bf:73:a9, 2015-1-1 0:2:34.775, 0.154, 0.006, 0.977, -0.061, 14.465, 0, -89.83, -21.742, -4.274, -10.290, 75.362, -41.258, 23.63, 0.99557, -0.00015, -0.08386, -0.04105,
 11:24:19.849,ef:e4:2c:bf:73:a9, 2015-1-1 0:2:35.045, 0.143, 0.007, 0.978, -0.183, 16.418, 0, -89.835, -21.055, -4.186, -10.290, 75.362, -41.258, 23.63, 0.99734, 0.00089, -0.06213, -0.0365,
 11:24:19.909,ef:e4:2c:bf:73:a9, 2015-1-1 0:2:35.045, 0.123, 0.005, 0.979, -0.122, 17.761, 0, -89.841, -20.297, -4.098, -10.290, 75.362, -41.258, 23.63, 0.99734, 0.00089, -0.06213, -0.0365,
 11:24:19.940,ef:e4:2c:bf:73:a9, 2015-1-1 0:2:35.045, 0.104, 0.006, 0.98, -0.244, 19.836, 0, -89.846, -19.457, -4.01, -10.290, 75.362, -41.258, 23.63, 0.99734, 0.00089, -0.06213, -0.0365,
 11:24:19.970,ef:e4:2c:bf:73:a9, 2015-1-1 0:2:35.045, 0.081, 0.005, 0.981, -0.244, 20.752, 0, -89.857, -18.539, -3.922, -7.252, 75.460, -42.042, 23.63, 0.99734, 0.00089, -0.06213, -0.0365,
 11:24:20.060,ef:e4:2c:bf:73:a9, 2015-1-1 0:2:35.045, 0.069, 0.006, 0.982, -0.244, 22.095, 0, -89.863, -17.567, -3.84, -7.252, 75.460, -42.042, 23.63, 0.99908, 0.00204, -0.02542, -0.03305,
 11:24:20.121,ef:e4:2c:bf:73:a9, 2015-1-1 0:2:35.285, 0.041, 0.006, 0.983, -0.244, 23.01, 0, -89.874, -16.534, -3.757, -7.252, 75.460, -42.042, 23.63, 0.99908, 0.00204, -0.02542, -0.03305,
 11:24:20.121,ef:e4:2c:bf:73:a9, 2015-1-1 0:2:35.285, 0.022, 0.007, 0.983, -0.244, 24.902, 0, -89.885, -15.425, -3.675, -7.252, 75.460, -42.042, 23.63, 0.99908, 0.00204, -0.02542, -0.03305,
 11:24:20.180,ef:e4:2c:bf:73:a9, 2015-1-1 0:2:35.285, -0.005, 0.005, 0.983, -0.305, 25.452, 0, -89.896, -14.266, -3.598, -7.252, 75.460, -42.042, 23.63, 0.99908, 0.00204, -0.02542, -0.03305,
 11:24:20.240,ef:e4:2c:bf:73:a9, 2015-1-1 0:2:35.285, -0.021, 0.005, 0.982, -0.244, 26.184, 0, -89.907, -13.074, -3.527, -3.822, 75.460, -42.826, 23.63, 0.99908, 0.00204, -0.02542, -0.03305,
 11:24:20.299,ef:e4:2c:bf:73:a9, 2015-1-1 0:2:35.285, -0.055, 0.004, 0.981, -0.244, 26.917, 0, -89.918, -11.843, -3.45, -3.822, 75.460, -42.826, 23.63, 0.99908, 0.00204, -0.02542, -0.03305,
 11:24:20.330,ef:e4:2c:bf:73:a9, 2015-1-1 0:2:35.285, -0.074, 0.004, 0.979, -0.244, 27.954, 0, -89.929, -10.558, -3.384, -3.822, 75.460, -42.826, 23.63, 0.99908, 0.00323, 0.02902, -0.02969,
 11:24:20.360,ef:e4:2c:bf:73:a9, 2015-1-1 0:2:35.285, -0.102, 0.005, 0.977, -0.305, 28.198, 0, -89.94, -9.25, -3.318, -3.822, 75.460, -42.826, 23.63, 0.99908, 0.00323, 0.02902, -0.02969,
 11:24:20.450,ef:e4:2c:bf:73:a9, 2015-1-1 0:2:35.285, -0.131, 0.005, 0.974, -0.244, 28.381, 0, -89.951, -7.921, -3.257, -3.822, 75.460, -42.826, 23.64, 0.99908, 0.00323, 0.02902, -0.02969,
 11:24:20.481,ef:e4:2c:bf:73:a9, 2015-1-1 0:2:35.285, -0.157, 0.004, 0.969, -0.305, 29.724, 0, -89.962, -6.559, -3.197, -3.822, 75.460, -42.826, 23.64, 0.99908, 0.00323, 0.02902, -0.02969,
 11:24:20.540,ef:e4:2c:bf:73:a9, 2015-1-1 0:2:35.700, -0.189, 0.005, 0.965, -0.305, 29.907, 0, -89.973, -5.153, -3.148, -3.822, 75.460, -42.826, 23.64, 0.99908, 0.00323, 0.02902, -0.02969,
 11:24:20.570,ef:e4:2c:bf:73:a9, 2015-1-1 0:2:35.700, -0.203, 0.004, 0.959, -0.305, 29.541, 0, -89.984, -3.741, -3.104, -3.822, 75.460, -42.826, 23.64, 0.99908, 0.00323, 0.02902, -0.02969,
 11:24:20.660,ef:e4:2c:bf:73:a9, 2015-1-1 0:2:35.700, -0.243, 0.004, 0.955, -0.305, 29.907, 0, -89.995, -2.335, -3.06, 4.312, 75.852, -43.218, 23.64, 0.99908, 0.00323, 0.02902, -0.02969,
 11:24:20.690,ef:e4:2c:bf:73:a9, 2015-1-1 0:2:35.700, -0.266, 0.003, 0.947, -0.244, 30.701, 0, -90.005, -0.879, -3.021, 4.312, 75.852, -43.218, 23.64, 0.99289, 0.0047, 0.11551, -0.0264,
 11:24:20.750,ef:e4:2c:bf:73:a9, 2015-1-1 0:2:35.700, -0.29, 0.002, 0.941, -0.183, 30.334, 0, -90.016, 0.582, -2.994, 4.312, 75.852, -43.218, 23.64, 0.99289, 0.0047, 0.11551, -0.0264,
 11:24:20.779,ef:e4:2c:bf:73:a9, 2015-1-1 0:2:35.940, -0.306, 0.003, 0.933, -0.244, 29.663, 0, -90.022, 2.016, -2.966, 4.312, 75.852, -43.218, 23.64, 0.99289, 0.0047, 0.11551, -0.0264,
 11:24:20.840,ef:e4:2c:bf:73:a9, 2015-1-1 0:2:35.940, -0.349, 0.002, 0.927, -0.244, 30.334, 0, -90.033, 3.461, -2.944, 4.312, 75.852, -43.218, 23.64, 0.99289, 0.0047, 0.11551, -0.0264,
 11:24:20.899,ef:e4:2c:bf:73:a9, 2015-1-1 0:2:35.940, -0.368, 0.002, 0.914, -0.183, 30.09, 0, -90.044, 4.922, -2.922, 9.800, 76.146, -42.630, 23.64, 0.99289, 0.0047, 0.11551, -0.0264,
 11:24:20.960,ef:e4:2c:bf:73:a9, 2015-1-1 0:2:35.940, -0.383, 0.003, 0.906, -0.183, 29.175, 0, -90.049, 6.356, -2.911, 9.800, 76.146, -42.630, 23.64, 0.99289, 0.0047, 0.11551, -0.0264,
 11:24:21.021,ef:e4:2c:bf:73:a9, 2015-1-1 0:2:35.940, -0.405, 0.002, 0.895, -0.183, 28.809, 0, -90.055, 7.751, -2.906, 9.800, 76.146, -42.630, 23.64, 0.98141, 0.00607, 0.18994, -0.02515,
 11:24:21.080,ef:e4:2c:bf:73:a9, 2015-1-1 0:2:36.235, -0.445, 0.003, 0.887, -0.183, 29.602, 0, -90.06, 9.174, -2.9, 9.800, 76.146, -42.630, 23.64, 0.98141, 0.00607, 0.18994, -0.02515,
 11:24:21.110,ef:e4:2c:bf:73:a9, 2015-1-1 0:2:36.235, -0.457, 0.003, 0.871, -0.183, 28.259, 0, -90.066, 10.591, -2.9, 9.800, 76.146, -42.630, 23.64, 0.98141, 0.00607, 0.18994, -0.02515,
 11:24:21.140,ef:e4:2c:bf:73:a9, 2015-1-1 0:2:36.235, -0.471, 0.002, 0.862, -0.183, 27.161, 0, -90.077, 11.942, -2.9, 15.092, 76.538, -41.356, 23.64, 0.98141, 0.00607, 0.18994, -0.02515,
 11:24:21.200,ef:e4:2c:bf:73:a9, 2015-1-1 0:2:36.235, -0.5, 0.002, 0.85, -0.183, 27.649, 0, -90.082, 13.271, -2.911, 15.092, 76.538, -41.356, 23.64, 0.98141, 0.00607, 0.18994, -0.02515,
 11:24:21.289,ef:e4:2c:bf:73:a9, 2015-1-1 0:2:36.235, -0.527, 0.001, 0.838, -0.244, 27.649, 0, -90.088, 14.628, -2.917, 15.092, 76.538, -41.356, 23.64, 0.96912, 0.00717, 0.24503, -0.0249,
 11:24:21.291,ef:e4:2c:bf:73:a9, 2015-1-1 0:2:36.235, -0.534, 0.001, 0.824, -0.244, 25.818, 0, -90.099, 15.947, -2.933, 15.092, 76.538, -41.356, 23.64, 0.96912, 0.00717, 0.24503, -0.0249,
 11:24:21.350,ef:e4:2c:bf:73:a9, 2015-1-1 0:2:36.475, -0.559, 0.001, 0.815, -0.305, 25.085, 0, -90.11, 17.205, -2.955, 15.092, 76.538, -41.356, 23.64, 0.96912, 0.00717, 0.24503, -0.0249,
 11:24:21.380,ef:e4:2c:bf:73:a9, 2015-1-1 0:2:36.475, -0.583, 0.001, 0.8, -0.244, 25.513, 0, -90.121, 18.457, -2.977, 15.092, 76.538, -41.356, 23.64, 0.96912, 0.00717, 0.24503, -0.0249,
 11:24:21.470,ef:e4:2c:bf:73:a9, 2015-1-1 0:2:36.475, -0.594, 0.001, 0.789, -0.305, 24.292, 0, -90.132, 19.693, -2.999, 19.600, 77.224, -39.690, 23.64, 0.96912, 0.00717, 0.24503, -0.0249,
 11:24:21.500,ef:e4:2c:bf:73:a9, 2015-1-1 0:2:36.475, -0.6, 0, 0.775, -0.183, 22.339, 0, -90.143, 20.852, -3.038, 19.600, 77.224, -39.690, 23.64, 0.953, 0.00845, 0.30157, -0.02545,
 11:24:21.560,ef:e4:2c:bf:73:a9, 2015-1-1 0:2:36.475, -0.63, 0, 0.767, -0.244, 22.339, 0, -90.154, 21.967, -3.071, 19.600, 77.224, -39.690, 23.64, 0.953, 0.00845, 0.30157, -0.02545,
 11:24:21.590,ef:e4:2c:bf:73:a9, 2015-1-1 0:2:36.745, -0.644, 0, 0.751, -0.183, 21.912, 0, -90.165, 23.077, -3.109, 19.600, 77.224, -39.690, 23.64, 0.953, 0.00845, 0.30157, -0.02545,
 11:24:21.649,ef:e4:2c:bf:73:a9, 2015-1-1 0:2:36.745, -0.649, 0, 0.742, -0.183, 20.386, 0, -90.17, 24.131, -3.153, 19.600, 77.224, -39.690, 23.64, 0.953, 0.00845, 0.30157, -0.02545,
 11:24:21.709,ef:e4:2c:bf:73:a9, 2015-1-1 0:2:36.745, -0.659, 0, 0.729, -0.183, 18.982, 0, -90.181, 25.115, -3.197, 23.324, 77.518, -37.926, 23.64, 0.953, 0.00845, 0.30157, -0.02545,
 11:24:21.740,ef:e4:2c:bf:73:a9, 2015-1-1 0:2:36.745, -0.684, 0, 0.721, -0.244, 18.982, 0, -90.192, 26.076, -3.246, 23.324, 77.518, -37.926, 23.64, 0.93741, 0.00992, 0.34692, -0.02673,
 11:24:21.770,ef:e4:2c:bf:73:a9, 2015-1-1 0:2:36.745, -0.689, 0, 0.707, -0.183, 17.395, 0, -90.198, 27.01, -3.296, 23.324, 77.518, -37.926, 23.64, 0.93741, 0.00992, 0.34692, -0.02673,
 11:24:21.860,ef:e4:2c:bf:73:a9, 2015-1-1 0:2:36.980, -0.696, 0, 0.699, -0.183, 16.174, 0, -90.203, 27.861, -3.351, 23.324, 77.518, -37.926, 23.64, 0.93741, 0.00992, 0.34692, -0.02673,
 11:24:21.890,ef:e4:2c:bf:73:a9, 2015-1-1 0:2:36.980, -0.707, 0, 0.688, -0.122, 15.015, 0, -90.214, 28.663, -3.406, 23.324, 77.518, -37.926, 23.64, 0.93741, 0.00992, 0.34692, -0.02673,
 11:24:21.950,ef:e4:2c:bf:73:a9, 2015-1-1 0:2:36.980, -0.717, 0, 0.68, -0.183, 14.343, 0, -90.22, 29.421, -3.466, 25.578, 78.204, -36.554, 23.64, 0.93741, 0.00992, 0.34692, -0.02673,
 11:24:21.980,ef:e4:2c:bf:73:a9, 2015-1-1 0:2:36.980, -0.723, -0.001, 0.671, -0.122, 12.512, 0, -90.225, 30.119, -3.527, 25.578, 78.204, -36.554, 23.64, 0.92535, 0.01138, 0.37772, -0.0285,
 11:24:22.070,ef:e4:2c:bf:73:a9, 2015-1-1 0:2:37.220, -0.727, -0.001, 0.664, -0.183, 11.292, 0, -90.236, 30.745, -3.593, 25.578, 78.204, -36.554, 23.64, 0.92535, 0.01138, 0.37772, -0.0285,
 11:24:22.100,ef:e4:2c:bf:73:a9, 2015-1-1 0:2:37.220, -0.735, -0.002, 0.657, -0.122, 10.132, 0, -90.242, 31.311, -3.653, 25.578, 78.204, -36.554, 23.64, 0.92535, 0.01138, 0.37772, -0.0285,
 11:24:22.129,ef:e4:2c:bf:73:a9, 2015-1-1 0:2:37.220, -0.741, -0.002, 0.651, -0.122, 9.277, 0, -90.247, 31.833, -3.724, 25.578, 78.204, -36.554, 23.64, 0.92535, 0.01138, 0.37772, -0.0285,
 11:24:22.219,ef:e4:2c:bf:73:a9, 2015-1-1 0:2:37.220, -0.742, -0.002, 0.645, -0.061, 7.507, 0, -90.253, 32.289, -3.79, 26.852, 78.596, -35.574, 23.64, 0.92535, 0.01138, 0.37772, -0.0285,
 11:24:22.249,ef:e4:2c:bf:73:a9, 2015-1-1 0:2:37.220, -0.748, -0.002, 0.642, -0.061, 6.653, 0, -90.258, 32.684, -3.862, 26.852, 78.596, -35.574, 23.64, 0.91705, 0.01288, 0.39725, -0.03073,
 11:24:22.309,ef:e4:2c:bf:73:a9, 2015-1-1 0:2:37.220, -0.75, -0.001, 0.637, -0.122, 5.554, 0, -90.264, 33.03, -3.933, 26.852, 78.596, -35.574, 23.64, 0.91705, 0.01288, 0.39725, -0.03073,
 11:24:22.339,ef:e4:2c:bf:73:a9, 2015-1-1 0:2:37.490, -0.752, -0.001, 0.634, 0, 4.517, 0, -90.269, 33.327, -4.005, 26.852, 78.596, -35.574, 23.64, 0.91705, 0.01288, 0.39725, -0.03073,
 11:24:22.400,ef:e4:2c:bf:73:a9, 2015-1-1 0:2:37.490, -0.754, -0.002, 0.631, -0.122, 3.113, 0, -90.275, 33.563, -4.076, 26.852, 78.596, -35.574, 23.64, 0.91705, 0.01288, 0.39725, -0.03073,
 11:24:22.460,ef:e4:2c:bf:73:a9, 2015-1-1 0:2:37.490, -0.755, -0.001, 0.63, -0.061, 2.197, 0, -90.28, 33.745, -4.147, 27.734, 78.890, -34.986, 23.64, 0.91705, 0.01288, 0.39725, -0.03073,
 11:24:22.549,ef:e4:2c:bf:73:a9, 2015-1-1 0:2:37.490, -0.755, -0.002, 0.628, -0.061, 0.916, 0, -90.286, 33.871, -4.213, 27.734, 78.890, -34.986, 23.64, 0.91705, 0.01288, 0.39725, -0.03073,
 11:24:22.549,ef:e4:2c:bf:73:a9, 2015-1-1 0:2:37.490, -0.758, -0.001, 0.628, 0, 0, 0, -90.286, 33.948, -4.285, 27.734, 78.890, -34.986, 23.64, 0.91705, 0.01288, 0.39725, -0.03073,
 11:24:22.579,ef:e4:2c:bf:73:a9, 2015-1-1 0:2:37.490, -0.755, -0.002, 0.628, -0.061, -0.916, 0, -90.286, 33.986, -4.351, 27.734, 78.890, -34.986, 23.64, 0.91251, 0.0145, 0.40726, -0.03375,
 11:24:22.670,ef:e4:2c:bf:73:a9, 2015-1-1 0:2:37.815, -0.752, -0.002, 0.63, -0.122, -2.075, 0, -90.291, 33.964, -4.422, 27.734, 78.890, -34.986, 23.64, 0.91251, 0.0145, 0.40726, -0.03375,
 11:24:22.700,ef:e4:2c:bf:73:a9, 2015-1-1 0:2:37.815, -0.748, -0.002, 0.632, 0, -3.418, 0, -90.297, 33.882, -4.488, 27.734, 78.890, -34.986, 23.64, 0.91251, 0.0145, 0.40726, -0.03375,
 11:24:22.789,ef:e4:2c:bf:73:a9, 2015-1-1 0:2:37.815, -0.747, -0.002, 0.634, 0, -4.456, 0, -90.297, 33.745, -4.554, 27.734, 78.890, -34.986, 23.64, 0.91251, 0.0145, 0.40726, -0.03375,
 11:24:22.790,ef:e4:2c:bf:73:a9, 2015-1-1 0:2:37.815, -0.74, -0.001, 0.638, 0, -5.249, 0, -90.297, 33.569, -4.625, 27.734, 78.890, -34.986, 23.64, 0.91251, 0.0145, 0.40726, -0.03375,
 11:24:22.909,ef:e4:2c:bf:73:a9, 2015-1-1 0:2:37.815, -0.738, -0.002, 0.641, 0, -6.592, 0, -90.297, 33.333, -4.691, 27.342, 79.184, -35.378, 23.64, 0.91251, 0.0145, 0.40726, -0.03375,
 11:24:22.909,ef:e4:2c:bf:73:a9, 2015-1-1 0:2:37.815, -0.734, -0.001, 0.645, 0, -7.141, 0, -90.297, 33.052, -4.757, 27.342, 79.184, -35.378, 23.64, 0.91251, 0.0145, 0.40726, -0.03375,
 11:24:22.939,ef:e4:2c:bf:73:a9, 2015-1-1 0:2:37.815, -0.732, -0.002, 0.651, 0, -8.24, 0, -90.297, 32.734, -4.823, 27.342, 79.184, -35.378, 23.64, 0.91559, 0.01581, 0.39987, -0.03772,
 11:24:22.999,ef:e4:2c:bf:73:a9, 2015-1-1 0:2:37.815, -0.72, -0.002, 0.655, 0, -9.155, 0, -90.297, 32.366, -4.883, 27.342, 79.184, -35.378, 23.64, 0.91559, 0.01581, 0.39987, -0.03772,
 11:24:23.060,ef:e4:2c:bf:73:a9, 2015-1-1 0:2:38.175, -0.717, -0.001, 0.664, 0, -10.193, 0, -90.291, 31.943, -4.944, 27.342, 79.184, -35.378, 23.64, 0.91559, 0.01581, 0.39987, -0.03772,
 11:24:23.120,ef:e4:2c:bf:73:a9, 2015-1-1 0:2:38.175, -0.712, 0, 0.668, 0, -10.742, 0, -90.291, 31.487, -5.004, 27.342, 79.184, -35.378, 23.64, 0.91559, 0.01581, 0.39987, -0.03772,
 11:24:23.150,ef:e4:2c:bf:73:a9, 2015-1-1 0:2:38.175, -0.702, -0.001, 0.677, 0.061, -12.085, 0, -90.291, 30.987, -5.059, 25.676, 78.988, -36.652, 23.64, 0.91559, 0.01581, 0.39987, -0.03772,
 11:24:23.181,ef:e4:2c:bf:73:a9, 2015-1-1 0:2:38.175, -0.693, -0.002, 0.683, 0.061, -13, 0, -90.286, 30.427, -5.12, 25.676, 78.988, -36.652, 23.64, 0.91559, 0.01581, 0.39987, -0.03772,
