Time,Device name,Chip Time(),Acceleration X(g),Acceleration Y(g),Acceleration Z(g),Angular velocity X(°/s),Angular velocity Y(°/s),Angular velocity Z(°/s),ShiftX(mm),ShiftY(mm),ShiftZ(mm),SpeedX(mm/s),SpeedY(mm/s),SpeedZ(mm/s),Angle X(°),Angle Y(°),Angle Z(°),Magnetic field X(ʯt),Magnetic field Y(ʯt),Magnetic field Z(ʯt),Temperature(℃),Quaternions 0(),Quaternions 1(),Quaternions 2(),Quaternions 3()
 09:58:05.784,ef:e4:2c:bf:73:a9, 2024-09-04 09:58:01.109, 0.186, 0, 0.973, -0.122, 14.404, 0,,,,,,, -90.17, -23.461, -13.727, -24.696, 64.386, -37.926, 23.35, 0.98822, -0.01105, -0.0939, -0.12003,
 09:58:05.814,ef:e4:2c:bf:73:a9, 2024-09-04 09:58:01.109, 0.17, 0.001, 0.975, -0.122, 16.785, 0,,,,,,, -90.176, -22.791, -13.683, -24.696, 64.386, -37.926, 23.35, 0.98822, -0.01105, -0.0939, -0.12003,
 09:58:05.859,d2:5a:50:4a:21:12, 2024-09-04 09:58:01.096, -0.863, -0.027, 0.57, 0.183, 61.218, 0,,,,,,, 63.166, 43.89, -6.037, 14.896, 4.116, -39.004, 23.08, 0.97412, -0.02966, 0.21393, 0.06586,
 09:58:05.874,ef:e4:2c:bf:73:a9, 2024-09-04 09:58:01.109, 0.149, 0, 0.977, -0.183, 17.822, 0,,,,,,, -90.181, -22.033, -13.64, -24.696, 64.386, -37.926, 23.35, 0.98822, -0.01105, -0.0939, -0.12003,
 09:58:05.948,d2:5a:50:4a:21:12, 2024-09-04 09:58:01.096, -0.914, -0.027, 0.477, 0.244, 61.218, 0,,,,,,, 63.073, 50.12, -10.695, 14.896, 4.116, -39.004, 23.08, 0.97412, -0.02966, 0.21393, 0.06586,
 09:58:05.966,ef:e4:2c:bf:73:a9, 2024-09-04 09:58:01.109, 0.137, 0, 0.979, -0.183, 19.836, 0,,,,,,, -90.187, -21.198, -13.596, -24.696, 64.386, -37.926, 23.35, 0.98822, -0.01105, -0.0939, -0.12003,
 09:58:05.966,ef:e4:2c:bf:73:a9, 2024-09-04 09:58:01.109, 0.111, 0, 0.981, -0.122, 20.691, 0,,,,,,, -90.192, -20.292, -13.552, -24.696, 64.386, -37.926, 23.35, 0.98822, -0.01105, -0.0939, -0.12003,
 09:58:06.023,ef:e4:2c:bf:73:a9, 2024-09-04 09:58:01.109, 0.1, 0, 0.982, -0.183, 22.522, 0,,,,,,, -90.198, -19.308, -13.508, -24.696, 64.386, -37.926, 23.35, 0.98822, -0.01105, -0.0939, -0.12003,
 09:58:06.053,ef:e4:2c:bf:73:a9, 2024-09-04 09:58:01.109, 0.067, 0, 0.984, -0.244, 23.56, 0,,,,,,, -90.203, -18.27, -13.469, -24.696, 64.386, -37.926, 23.35, 0.98822, -0.01105, -0.0939, -0.12003,
 09:58:06.098,d2:5a:50:4a:21:12, 2024-09-04 09:58:01.096, -0.957, -0.027, 0.381, 0.183, 61.34, 0,,,,,,, 62.897, 56.349, -15.282, 14.896, 4.116, -39.004, 23.08, 0.97412, -0.02966, 0.21393, 0.06586,
 09:58:06.143,ef:e4:2c:bf:73:a9, 2024-09-04 09:58:01.109, 0.056, 0, 0.985, -0.244, 24.719, 0,,,,,,, -90.214, -17.155, -13.425, -24.696, 64.386, -37.926, 23.35, 0.98822, -0.01105, -0.0939, -0.12003,
 09:58:06.173,ef:e4:2c:bf:73:a9, 2024-09-04 09:58:01.109, 0.024, 0, 0.985, -0.244, 25.635, 0,,,,,,, -90.225, -15.996, -13.387, -24.696, 64.386, -37.926, 23.35, 0.98822, -0.01105, -0.0939, -0.12003,
 09:58:06.189,d2:5a:50:4a:21:12, 2024-09-04 09:58:01.096, -0.981, -0.026, 0.277, 0.183, 61.34, 0,,,,,,, 62.573, 62.617, -19.682, 14.896, 4.116, -39.004, 23.08, 0.97412, -0.02966, 0.21393, 0.06586,
 09:58:06.203,ef:e4:2c:bf:73:a9, 2024-09-04 09:58:01.109, 0.003, 0, 0.984, -0.244, 26.855, 0,,,,,,, -90.236, -14.771, -13.343, -24.696, 64.386, -37.926, 23.35, 0.98822, -0.01105, -0.0939, -0.12003,
 09:58:06.263,ef:e4:2c:bf:73:a9, 2024-09-04 09:58:01.109, -0.021, 0, 0.984, -0.305, 27.527, 0,,,,,,, -90.247, -13.513, -13.304, -24.696, 64.386, -37.926, 23.35, 0.98822, -0.01105, -0.0939, -0.12003,
 09:58:06.278,d2:5a:50:4a:21:12, 2024-09-04 09:58:01.096, -1, -0.024, 0.173, 0.183, 61.829, 0,,,,,,, 61.941, 68.901, -23.939, 14.896, 4.116, -39.004, 23.08, 0.97412, -0.02966, 0.21393, 0.06586,
 09:58:06.338,d2:5a:50:4a:21:12, 2024-09-04 09:58:01.096, -1, -0.026, 0.066, 0.244, 60.669, 0,,,,,,, 60.557, 75.185, -28.548, 14.896, 4.116, -39.004, 23.08, 0.97412, -0.02966, 0.21393, 0.06586,
 09:58:06.353,ef:e4:2c:bf:73:a9, 2024-09-04 09:58:01.109, -0.044, 0, 0.982, -0.305, 27.954, 0,,,,,,, -90.258, -12.228, -13.266, -24.696, 64.386, -37.926, 23.35, 0.98822, -0.01105, -0.0939, -0.12003,
 09:58:06.385,ef:e4:2c:bf:73:a9, 2024-09-04 09:58:01.109, -0.074, 0, 0.98, -0.305, 28.931, 0,,,,,,, -90.269, -10.893, -13.222, -24.696, 64.386, -37.926, 23.35, 0.98822, -0.01105, -0.0939, -0.12003,
 09:58:06.413,ef:e4:2c:bf:73:a9, 2024-09-04 09:58:01.109, -0.101, -0.001, 0.979, -0.244, 29.419, 0,,,,,,, -90.28, -9.525, -13.184, -24.696, 64.386, -37.926, 23.35, 0.98822, -0.01105, -0.0939, -0.12003,
 09:58:06.443,ef:e4:2c:bf:73:a9, 2024-09-04 09:58:01.109, -0.125, -0.001, 0.976, -0.305, 29.724, 0,,,,,,, -90.291, -8.135, -13.14, -24.696, 64.386, -37.926, 23.35, 0.98822, -0.01105, -0.0939, -0.12003,
 09:58:06.488,d2:5a:50:4a:21:12, 2024-09-04 09:58:01.096, -0.991, -0.026, -0.039, 0.183, 61.462, 0,,,,,,, 55.871, 81.447, -35.799, 14.896, 4.116, -39.004, 23.08, 0.97412, -0.02966, 0.21393, 0.06586,
 09:58:06.533,ef:e4:2c:bf:73:a9, 2024-09-04 09:58:01.109, -0.151, 0, 0.971, -0.305, 30.273, 0,,,,,,, -90.308, -6.724, -13.107, -24.696, 64.386, -37.926, 23.35, 0.98822, -0.01105, -0.0939, -0.12003,
 09:58:06.549,d2:5a:50:4a:21:12, 2024-09-04 09:58:01.096, -0.975, -0.025, -0.144, 0.244, 61.279, 0,,,,,,, -59.348, 86.072, -152.809, 36.652, 4.606, 2.058, 23.08, 0.97412, -0.02966, 0.21393, 0.06586,
 09:58:06.564,ef:e4:2c:bf:73:a9, 2024-09-04 09:58:01.109, -0.188, -0.001, 0.967, -0.305, 30.701, 0,,,,,,, -90.319, -5.284, -13.063, -24.696, 64.386, -37.926, 23.35, 0.98822, -0.01105, -0.0939, -0.12003,
 09:58:06.624,ef:e4:2c:bf:73:a9, 2024-09-04 09:58:01.109, -0.207, -0.001, 0.961, -0.305, 31.006, 0,,,,,,, -90.33, -3.818, -13.024, -24.696, 64.386, -37.926, 23.35, 0.98822, -0.01105, -0.0939, -0.12003,
 09:58:06.655,ef:e4:2c:bf:73:a9, 2024-09-04 09:58:01.109, -0.24, 0, 0.957, -0.305, 30.579, 0,,,,,,, -90.341, -2.357, -12.991, -24.696, 64.386, -37.926, 23.35, 0.98822, -0.01105, -0.0939, -0.12003,
 09:58:06.670,d2:5a:50:4a:21:12, 2024-09-04 09:58:01.096, -0.938, -0.026, -0.256, 0.244, 62.317, 0,,,,,,, -107.161, 80.145, 158.835, 36.652, 4.606, 2.058, 23.08, 0.63239, 0.18225, 0.73376, -0.16833,
 09:58:06.744,ef:e4:2c:bf:73:a9, 2024-09-04 09:58:01.109, -0.26, -0.001, 0.949, -0.244, 31.067, 0,,,,,,, -90.352, -0.884, -12.958, -24.696, 64.386, -37.926, 23.35, 0.98822, -0.01105, -0.0939, -0.12003,
 09:58:06.775,ef:e4:2c:bf:73:a9, 2024-09-04 09:58:01.109, -0.294, -0.002, 0.943, -0.244, 30.823, 0,,,,,,, -90.363, 0.599, -12.925, -24.696, 64.386, -37.926, 23.35, 0.98822, -0.01105, -0.0939, -0.12003,
 09:58:06.789,d2:5a:50:4a:21:12, 2024-09-04 09:58:02.261, -0.897, -0.024, -0.381, 0.305, 61.768, 0,,,,,,, -110.528, 73.883, 156.544, 36.652, 4.606, 2.058, 23.08, 0.63239, 0.18225, 0.73376, -0.16833,
 09:58:06.804,ef:e4:2c:bf:73:a9, 2024-09-04 09:58:01.109, -0.31, -0.003, 0.933, -0.305, 30.579, 0,,,,,,, -90.374, 2.076, -12.892, -3.038, 65.072, -41.650, 23.35, 0.98822, -0.01105, -0.0939, -0.12003,
 09:58:06.864,ef:e4:2c:bf:73:a9, 2024-09-04 09:58:01.109, -0.345, -0.002, 0.926, -0.305, 30.396, 0,,,,,,, -90.385, 3.543, -12.859, -3.038, 65.072, -41.650, 23.35, 0.98822, -0.01105, -0.0939, -0.12003,
 09:58:06.879,d2:5a:50:4a:21:12, 2024-09-04 09:58:02.261, -0.844, -0.025, -0.481, 0.183, 61.035, 0,,,,,,, -111.654, 67.615, 157.643, 36.652, 4.606, 2.058, 23.08, 0.63239, 0.18225, 0.73376, -0.16833,
 09:58:06.953,ef:e4:2c:bf:73:a9, 2024-09-04 09:58:01.109, -0.363, -0.003, 0.915, -0.244, 30.09, 0,,,,,,, -90.396, 5.004, -12.832, -3.038, 65.072, -41.650, 23.35, 0.98108, 0.01608, 0.15808, -0.1102,
 09:58:06.968,d2:5a:50:4a:21:12, 2024-09-04 09:58:02.261, -0.777, -0.025, -0.573, 0.244, 60.669, 0,,,,,,, -112.192, 61.408, 160.054, 36.652, 4.606, 2.058, 23.08, 0.63239, 0.18225, 0.73376, -0.16833,
 09:58:06.984,ef:e4:2c:bf:73:a9, 2024-09-04 09:58:02.389, -0.392, -0.002, 0.908, -0.244, 29.846, 0,,,,,,, -90.412, 6.449, -12.799, -3.038, 65.072, -41.650, 23.35, 0.98108, 0.01608, 0.15808, -0.1102,
 09:58:07.015,ef:e4:2c:bf:73:a9, 2024-09-04 09:58:02.389, -0.412, -0.003, 0.895, -0.183, 29.297, 0,,,,,,, -90.417, 7.883, -12.772, -3.038, 65.072, -41.650, 23.35, 0.98108, 0.01608, 0.15808, -0.1102,
 09:58:07.075,ef:e4:2c:bf:73:a9, 2024-09-04 09:58:02.389, -0.435, -0.003, 0.887, -0.244, 28.992, 0,,,,,,, -90.434, 9.3, -12.744, -3.038, 65.072, -41.650, 23.35, 0.98108, 0.01608, 0.15808, -0.1102,
 09:58:07.090,d2:5a:50:4a:21:12, 2024-09-04 09:58:02.261, -0.704, -0.026, -0.658, 0.244, 60.486, 0,,,,,,, -112.5, 55.239, 163.048, 36.652, 4.606, 2.058, 23.08, 0.63239, 0.18225, 0.73376, -0.16833,
 09:58:07.134,ef:e4:2c:bf:73:a9, 2024-09-04 09:58:02.389, -0.455, -0.003, 0.873, -0.244, 28.198, 0,,,,,,, -90.445, 10.684, -12.717, -3.038, 65.072, -41.650, 23.35, 0.98108, 0.01608, 0.15808, -0.1102,
 09:58:07.149,d2:5a:50:4a:21:12, 2024-09-04 09:58:02.261, -0.626, -0.025, -0.734, 0.244, 59.937, 0,,,,,,, -112.692, 49.114, 166.3, 36.652, 4.606, 2.058, 23.08, 0.63239, 0.18225, 0.73376, -0.16833,
 09:58:07.193,ef:e4:2c:bf:73:a9, 2024-09-04 09:58:02.389, -0.48, -0.004, 0.863, -0.183, 27.954, 0,,,,,,, -90.456, 12.052, -12.684, -3.038, 65.072, -41.650, 23.35, 0.98108, 0.01608, 0.15808, -0.1102,
 09:58:07.224,ef:e4:2c:bf:73:a9, 2024-09-04 09:58:02.389, -0.506, -0.004, 0.849, -0.183, 27.344, 0,,,,,,, -90.472, 13.403, -12.662, -3.038, 65.072, -41.650, 23.35, 0.98108, 0.01608, 0.15808, -0.1102,
 09:58:07.253,ef:e4:2c:bf:73:a9, 2024-09-04 09:58:02.389, -0.522, -0.004, 0.834, -0.244, 26.367, 0,,,,,,, -90.483, 14.727, -12.64, -3.038, 65.072, -41.650, 23.35, 0.98108, 0.01608, 0.15808, -0.1102,
 09:58:07.268,d2:5a:50:4a:21:12, 2024-09-04 09:58:02.261, -0.54, -0.025, -0.806, 0.244, 60.73, 0,,,,,,, -112.83, 42.99, 169.651, 36.652, 4.606, 2.058, 23.08, 0.63239, 0.18225, 0.73376, -0.16833,
 09:58:07.344,ef:e4:2c:bf:73:a9, 2024-09-04 09:58:02.389, -0.546, -0.004, 0.825, -0.183, 26.123, 0,,,,,,, -90.494, 16.018, -12.612, -3.038, 65.072, -41.650, 23.35, 0.98108, 0.01608, 0.15808, -0.1102,
 09:58:07.359,d2:5a:50:4a:21:12, 2024-09-04 09:58:02.261, -0.453, -0.026, -0.87, 0.244, 61.035, 0,,,,,,, -112.928, 36.843, 172.969, 36.652, 4.606, 2.058, 23.08, 0.63239, 0.18225, 0.73376, -0.16833,
 09:58:07.373,ef:e4:2c:bf:73:a9, 2024-09-04 09:58:02.389, -0.561, -0.004, 0.81, -0.183, 24.841, 0,,,,,,, -90.505, 17.287, -12.596, -3.038, 65.072, -41.650, 23.35, 0.98108, 0.01608, 0.15808, -0.1102,
 09:58:07.463,ef:e4:2c:bf:73:a9, 2024-09-04 09:58:02.389, -0.576, -0.004, 0.8, -0.122, 24.109, 0,,,,,,, -90.516, 18.501, -12.579, -3.038, 65.072, -41.650, 23.35, 0.98108, 0.01608, 0.15808, -0.1102,
 09:58:07.465,ef:e4:2c:bf:73:a9, 2024-09-04 09:58:02.389, -0.594, -0.004, 0.787, -0.183, 23.01, 0,,,,,,, -90.533, 19.671, -12.563, -3.038, 65.072, -41.650, 23.35, 0.98108, 0.01608, 0.15808, -0.1102,
 09:58:07.479,d2:5a:50:4a:21:12, 2024-09-04 09:58:02.261, -0.354, -0.025, -0.925, 0.183, 59.937, 0,,,,,,, -113, 30.707, 176.248, 36.652, 4.606, 2.058, 23.08, 0.63239, 0.18225, 0.73376, -0.16833,
 09:58:07.554,ef:e4:2c:bf:73:a9, 2024-09-04 09:58:02.389, -0.613, -0.004, 0.776, -0.305, 22.461, 0,,,,,,, -90.544, 20.808, -12.546, -3.038, 65.072, -41.650, 23.35, 0.98108, 0.01608, 0.15808, -0.1102,
 09:58:07.569,d2:5a:50:4a:21:12, 2024-09-04 09:58:02.261, -0.252, -0.026, -0.967, 0.244, 60.608, 0,,,,,,, -113.049, 24.637, 179.423, 36.652, 4.606, 2.058, 23.08, 0.63239, 0.18225, 0.73376, -0.16833,
 09:58:07.612,ef:e4:2c:bf:73:a9, 2024-09-04 09:58:02.389, -0.625, -0.004, 0.764, -0.183, 21.179, 0,,,,,,, -90.56, 21.901, -12.53, -3.038, 65.072, -41.650, 23.35, 0.98108, 0.01608, 0.15808, -0.1102,
 09:58:07.614,ef:e4:2c:bf:73:a9, 2024-09-04 09:58:02.389, -0.638, -0.005, 0.754, -0.183, 20.081, 0,,,,,,, -90.571, 22.945, -12.519, -3.038, 65.072, -41.650, 23.35, 0.98108, 0.01608, 0.15808, -0.1102,
 09:58:07.688,d2:5a:50:4a:21:12, 2024-09-04 09:58:02.261, -0.149, -0.026, -0.997, 0.244, 59.753, 0,,,,,,, -113.082, 18.545, -177.545, 36.652, 4.606, 2.058, 23.08, 0.63239, 0.18225, 0.73376, -0.16833,
 09:58:07.732,ef:e4:2c:bf:73:a9, 2024-09-04 09:58:02.389, -0.654, -0.004, 0.741, -0.183, 19.409, 0,,,,,,, -90.588, 23.939, -12.502, -3.038, 65.072, -41.650, 23.35, 0.98108, 0.01608, 0.15808, -0.1102,
 09:58:07.734,ef:e4:2c:bf:73:a9, 2024-09-04 09:58:02.389, -0.665, -0.004, 0.732, -0.183, 18.25, 0,,,,,,, -90.599, 24.901, -12.491, -3.038, 65.072, -41.650, 23.35, 0.98108, 0.01608, 0.15808, -0.1102,
 09:58:07.750,d2:5a:50:4a:21:12, 2024-09-04 09:58:02.261, -0.034, -0.028, -1.022, 0.244, 60.669, 0,,,,,,, -113.099, 12.409, -174.666, 36.652, 4.606, 2.058, 23.08, 0.63239, 0.18225, 0.73376, -0.16833,
 09:58:07.794,ef:e4:2c:bf:73:a9, 2024-09-04 09:58:02.389, -0.673, -0.005, 0.72, -0.183, 17.029, 0,,,,,,, -90.615, 25.796, -12.486, -3.038, 65.072, -41.650, 23.35, 0.98108, 0.01608, 0.15808, -0.1102,
 09:58:07.869,d2:5a:50:4a:21:12, 2024-09-04 09:58:02.261, 0.073, -0.028, -1.027, 0.183, 61.34, 0,,,,,,, -113.104, 6.257, -171.958, -16.170, 19.992, 69.384, 23.08, 0.05841, -0.07797, 0.99515, -0.01062,
 09:58:07.883,ef:e4:2c:bf:73:a9, 2024-09-04 09:58:02.389, -0.688, -0.006, 0.712, -0.122, 15.991, 0,,,,,,, -90.626, 26.647, -12.475, -3.038, 65.072, -41.650, 23.35, 0.98108, 0.01608, 0.15808, -0.1102,
 09:58:07.883,ef:e4:2c:bf:73:a9, 2024-09-04 09:58:02.389, -0.691, -0.006, 0.702, -0.122, 14.465, 0,,,,,,, -90.637, 27.438, -12.469, -3.038, 65.072, -41.650, 23.35, 0.98108, 0.01608, 0.15808, -0.1102,
 09:58:07.959,d2:5a:50:4a:21:12, 2024-09-04 09:58:03.451, 0.177, -0.027, -1.025, 0.183, 61.279, 0,,,,,,, -113.093, 0.066, -169.464, -16.170, 19.992, 69.384, 23.08, 0.05841, -0.07797, 0.99515, -0.01062,
 09:58:08.063,ef:e4:2c:bf:73:a9, 2024-09-04 09:58:02.389, -0.704, -0.006, 0.694, -0.122, 13.428, 0,,,,,,, -90.648, 28.169, -12.464, -3.038, 65.072, -41.650, 23.35, 0.98108, 0.01608, 0.15808, -0.1102,
 09:58:08.065,ef:e4:2c:bf:73:a9, 2024-09-04 09:58:02.389, -0.707, -0.006, 0.686, -0.183, 11.902, 0,,,,,,, -90.665, 28.839, -12.458, -3.038, 65.072, -41.650, 23.35, 0.98108, 0.01608, 0.15808, -0.1102,
 09:58:08.065,ef:e4:2c:bf:73:a9, 2024-09-04 09:58:02.389, -0.715, -0.006, 0.681, -0.122, 10.864, 0,,,,,,, -90.676, 29.443, -12.453, -3.038, 65.072, -41.650, 23.35, 0.98108, 0.01608, 0.15808, -0.1102,
 09:58:08.068,ef:e4:2c:bf:73:a9, 2024-09-04 09:58:02.389, -0.72, -0.007, 0.673, -0.061, 9.338, 0,,,,,,, -90.681, 29.993, -12.453, -3.038, 65.072, -41.650, 23.35, 0.98108, 0.01608, 0.15808, -0.1102,
 09:58:08.079,d2:5a:50:4a:21:12, 2024-09-04 09:58:03.451, 0.277, -0.029, -1.013, 0.305, 60.608, 0,,,,,,, -113.071, -6.053, -167.201, -16.170, 19.992, 69.384, 23.08, 0.05841, -0.07797, 0.99515, -0.01062,
 09:58:08.169,d2:5a:50:4a:21:12, 2024-09-04 09:58:03.451, 0.378, -0.029, -0.993, 0.183, 61.157, 0,,,,,,, -113.027, -12.151, -165.207, -16.170, 19.992, 69.384, 23.08, 0.05841, -0.07797, 0.99515, -0.01062,
 09:58:08.183,ef:e4:2c:bf:73:a9, 2024-09-04 09:58:02.389, -0.723, -0.007, 0.668, -0.122, 8.423, 0,,,,,,, -90.692, 30.476, -12.453, 15.582, 68.012, -35.084, 23.35, 0.98108, 0.01608, 0.15808, -0.1102,
 09:58:08.183,ef:e4:2c:bf:73:a9, 2024-09-04 09:58:02.389, -0.728, -0.006, 0.663, -0.061, 6.897, 0,,,,,,, -90.703, 30.905, -12.453, 15.582, 68.012, -35.084, 23.35, 0.98108, 0.01608, 0.15808, -0.1102,
 09:58:08.214,ef:e4:2c:bf:73:a9, 2024-09-04 09:58:02.389, -0.73, -0.007, 0.659, -0.061, 6.104, 0,,,,,,, -90.709, 31.273, -12.458, 15.582, 68.012, -35.084, 23.35, 0.91837, 0.03751, 0.38132, -0.09851,
 09:58:08.273,ef:e4:2c:bf:73:a9, 2024-09-04 09:58:02.389, -0.734, -0.007, 0.655, -0.122, 4.639, 0,,,,,,, -90.714, 31.591, -12.464, 15.582, 68.012, -35.084, 23.35, 0.91837, 0.03751, 0.38132, -0.09851,
 09:58:08.288,d2:5a:50:4a:21:12, 2024-09-04 09:58:03.451, 0.476, -0.029, -0.958, 0.183, 61.707, 0,,,,,,, -112.967, -18.27, -163.526, -16.170, 19.992, 69.384, 23.08, 0.05841, -0.07797, 0.99515, -0.01062,
 09:58:08.379,d2:5a:50:4a:21:12, 2024-09-04 09:58:03.451, 0.571, -0.03, -0.911, 0.183, 62.134, 0,,,,,,, -112.879, -24.456, -162.197, -16.170, 19.992, 69.384, 23.08, 0.05841, -0.07797, 0.99515, -0.01062,
 09:58:08.394,ef:e4:2c:bf:73:a9, 2024-09-04 09:58:03.704, -0.735, -0.007, 0.653, -0.061, 3.662, 0,,,,,,, -90.725, 31.849, -12.469, 15.582, 68.012, -35.084, 23.35, 0.91837, 0.03751, 0.38132, -0.09851,
 09:58:08.394,ef:e4:2c:bf:73:a9, 2024-09-04 09:58:03.704, -0.736, -0.008, 0.65, -0.061, 2.258, 0,,,,,,, -90.731, 32.047, -12.475, 15.582, 68.012, -35.084, 23.35, 0.91837, 0.03751, 0.38132, -0.09851,
 09:58:08.423,ef:e4:2c:bf:73:a9, 2024-09-04 09:58:03.704, -0.735, -0.007, 0.65, 0, 1.282, 0,,,,,,, -90.736, 32.19, -12.48, 15.582, 68.012, -35.084, 23.35, 0.91837, 0.03751, 0.38132, -0.09851,
 09:58:08.484,ef:e4:2c:bf:73:a9, 2024-09-04 09:58:03.704, -0.737, -0.007, 0.649, -0.061, 0, 0,,,,,,, -90.736, 32.272, -12.491, 15.582, 68.012, -35.084, 23.35, 0.91837, 0.03751, 0.38132, -0.09851,
 09:58:08.499,d2:5a:50:4a:21:12, 2024-09-04 09:58:03.451, 0.653, -0.031, -0.852, 0.244, 61.34, 0,,,,,,, -112.764, -30.652, -161.224, -16.170, 19.992, 69.384, 23.08, 0.05841, -0.07797, 0.99515, -0.01062,
 09:58:08.558,d2:5a:50:4a:21:12, 2024-09-04 09:58:03.451, 0.746, -0.031, -0.788, 0.244, 62.439, 0,,,,,,, -112.604, -36.931, -160.67, -16.170, 19.992, 69.384, 23.08, 0.05841, -0.07797, 0.99515, -0.01062,
 09:58:08.573,ef:e4:2c:bf:73:a9, 2024-09-04 09:58:03.704, -0.735, -0.005, 0.65, -0.061, -0.732, 0,,,,,,, -90.742, 32.311, -12.502, 15.582, 68.012, -35.084, 23.35, 0.91837, 0.03751, 0.38132, -0.09851,
 09:58:08.602,ef:e4:2c:bf:73:a9, 2024-09-04 09:58:03.704, -0.734, -0.008, 0.651, -0.122, -2.197, 0,,,,,,, -90.747, 32.283, -12.513, 15.582, 68.012, -35.084, 23.35, 0.91837, 0.03751, 0.38132, -0.09851,
 09:58:08.634,ef:e4:2c:bf:73:a9, 2024-09-04 09:58:03.704, -0.729, -0.007, 0.652, 0, -3.113, 0,,,,,,, -90.747, 32.206, -12.524, 15.582, 68.012, -35.084, 23.35, 0.91837, 0.03751, 0.38132, -0.09851,
 09:58:08.662,ef:e4:2c:bf:73:a9, 2024-09-04 09:58:03.704, -0.729, -0.006, 0.654, 0, -4.395, 0,,,,,,, -90.747, 32.075, -12.535, 15.582, 68.012, -35.084, 23.35, 0.91837, 0.03751, 0.38132, -0.09851,
 09:58:08.679,d2:5a:50:4a:21:12, 2024-09-04 09:58:03.451, 0.812, -0.031, -0.704, 0.244, 62.012, 0,,,,,,, -112.401, -43.083, -160.499, -16.170, 19.992, 69.384, 23.08, 0.05841, -0.07797, 0.99515, -0.01062,
 09:58:08.753,ef:e4:2c:bf:73:a9, 2024-09-04 09:58:03.704, -0.723, -0.006, 0.657, 0, -5.249, 0,,,,,,, -90.747, 31.893, -12.552, 15.582, 68.012, -35.084, 23.35, 0.91837, 0.03751, 0.38132, -0.09851,
 09:58:08.768,d2:5a:50:4a:21:12, 2024-09-04 09:58:03.451, 0.869, -0.031, -0.622, 0.244, 61.401, 0,,,,,,, -112.121, -49.246, -160.757, -16.170, 19.992, 69.384, 23.08, 0.05841, -0.07797, 0.99515, -0.01062,
 09:58:08.814,ef:e4:2c:bf:73:a9, 2024-09-04 09:58:03.704, -0.721, -0.006, 0.662, 0, -6.287, 0,,,,,,, -90.742, 31.668, -12.563, 15.582, 68.012, -35.084, 23.35, 0.91837, 0.03751, 0.38132, -0.09851,
 09:58:08.843,ef:e4:2c:bf:73:a9, 2024-09-04 09:58:03.704, -0.715, -0.006, 0.665, 0, -7.202, 0,,,,,,, -90.742, 31.393, -12.579, 15.582, 68.012, -35.084, 23.35, 0.91837, 0.03751, 0.38132, -0.09851,
 09:58:08.873,ef:e4:2c:bf:73:a9, 2024-09-04 09:58:03.704, -0.71, -0.007, 0.671, 0, -8.24, 0,,,,,,, -90.736, 31.064, -12.596, 15.582, 68.012, -35.084, 23.35, 0.91837, 0.03751, 0.38132, -0.09851,
 09:58:08.889,d2:5a:50:4a:21:12, 2024-09-04 09:58:03.451, 0.911, -0.033, -0.532, 0.305, 61.462, 0,,,,,,, -111.736, -55.344, -161.422, -16.170, 19.992, 69.384, 23.08, 0.05841, -0.07797, 0.99515, -0.01062,
 09:58:08.964,ef:e4:2c:bf:73:a9, 2024-09-04 09:58:03.704, -0.705, -0.006, 0.675, 0, -9.155, 0,,,,,,, -90.736, 30.696, -12.612, 15.582, 68.012, -35.084, 23.35, 0.91837, 0.03751, 0.38132, -0.09851,
 09:58:08.980,d2:5a:50:4a:21:12, 2024-09-04 09:58:03.451, 0.951, -0.033, -0.441, 0.244, 61.584, 0,,,,,,, -111.182, -61.452, -162.537, -66.248, 44.198, 29.302, 23.08, 0.05841, -0.07797, 0.99515, -0.01062,
 09:58:08.993,ef:e4:2c:bf:73:a9, 2024-09-04 09:58:03.704, -0.698, -0.006, 0.682, 0.061, -10.071, 0,,,,,,, -90.725, 30.273, -12.629, 15.582, 68.012, -35.084, 23.35, 0.91837, 0.03751, 0.38132, -0.09851,
 09:58:09.023,ef:e4:2c:bf:73:a9, 2024-09-04 09:58:03.704, -0.691, -0.006, 0.688, 0.061, -11.047, 0,,,,,,, -90.72, 29.811, -12.645, 15.582, 68.012, -35.084, 23.35, 0.91837, 0.03751, 0.38132, -0.09851,
 09:58:09.101,d2:5a:50:4a:21:12, 2024-09-04 09:58:04.611, 0.973, -0.034, -0.34, 0.244, 61.218, 0,,,,,,, -110.352, -67.511, -164.152, -66.248, 44.198, 29.302, 23.08, -0.52496, -0.13715, 0.83316, -0.10651,
 09:58:09.143,ef:e4:2c:bf:73:a9, 2024-09-04 09:58:03.704, -0.679, -0.005, 0.697, 0.061, -12.207, 0,,,,,,, -90.714, 29.295, -12.667, 15.582, 68.012, -35.084, 23.35, 0.91837, 0.03751, 0.38132, -0.09851,
 09:58:09.143,ef:e4:2c:bf:73:a9, 2024-09-04 09:58:03.704, -0.677, -0.007, 0.705, 0, -12.939, 0,,,,,,, -90.709, 28.729, -12.684, 15.582, 68.012, -35.084, 23.35, 0.91837, 0.03751, 0.38132, -0.09851,
 09:58:09.158,d2:5a:50:4a:21:12, 2024-09-04 09:58:04.611, 1, -0.035, -0.242, 0.244, 60.608, 0,,,,,,, -108.979, -73.597, -166.503, -66.248, 44.198, 29.302, 23.08, -0.52496, -0.13715, 0.83316, -0.10651,
