Time,Device name设备名称,Chip Time(),Acceleration X(g),Acceleration Y(g),Acceleration Z(g),Angular velocity X(°/s),Angular velocity Y(°/s),Angular velocity Z(°/s),Angle X(°),Angle Y(°),Angle Z(°),Magnetic field X(ʯt),Magnetic field Y(ʯt),Magnetic field Z(ʯt),Temperature(℃),Quaternions 0(),Quaternions 1(),Quaternions 2(),Quaternions 3()
 10:51:56.283,WT901BLE68(d2:5a:50:4a:21:12), 2015-1-1 0:2:12.630, 1.402, 0.028, -0.222, -3.662, 114.563, 0.305, -147.063, -68.494, -7.097, 42.434, 15.092, 24.010, 26.88, 0.1763, -0.84039, -0.09692, -0.50314,
 10:51:56.313,WT901BLE68(d2:5a:50:4a:21:12), 2015-1-1 0:2:13.255, 1.428, 0.029, -0.103, -3.784, 114.868, 0.305, -137.148, -73.438, -15.414, 42.434, 15.092, 24.010, 26.88, 0.1763, -0.84039, -0.09692, -0.50314,
 10:51:56.315,WT901BLE68(ef:e4:2c:bf:73:a9), 2015-1-1 0:2:12.615, -0.063, 0.058, 1.071, -41.565, 2.075, -0.427, 14.398, 4.587, 50.559, 68.600, 52.430, -40.768, 27.08, 0.89606, 0.10175, 0.09027, 0.42242,
 10:51:56.344,WT901BLE68(d2:5a:50:4a:21:12), 2015-1-1 0:2:13.255, 1.417, 0.03, -0.019, -3.662, 114.197, 0.366, -119.965, -77.448, -31.031, 42.434, 15.092, 24.010, 26.88, 0.1763, -0.84039, -0.09692, -0.50314,
 10:51:56.377,WT901BLE68(ef:e4:2c:bf:73:a9), 2015-1-1 0:2:12.615, -0.064, 0.042, 1.061, -45.105, 2.258, -0.366, 12.283, 4.653, 50.488, 68.600, 52.430, -40.768, 27.08, 0.89606, 0.10175, 0.09027, 0.42242,
 10:51:56.436,WT901BLE68(d2:5a:50:4a:21:12), 2015-1-1 0:2:13.255, 1.407, 0.028, 0.098, -3.723, 116.455, 0.305, -91.62, -79.497, -57.838, 42.434, 15.092, 24.010, 26.88, 0.1763, -0.84039, -0.09692, -0.50314,
 10:51:56.438,WT901BLE68(ef:e4:2c:bf:73:a9), 2015-1-1 0:2:12.615, -0.066, 0.011, 1.014, -50.903, 2.563, -0.427, 9.959, 4.735, 50.416, 67.032, 55.076, -36.554, 27.08, 0.89606, 0.10175, 0.09027, 0.42242,
 10:51:56.467,WT901BLE68(d2:5a:50:4a:21:12), 2015-1-1 0:2:13.255, 1.392, 0.028, 0.179, -3.723, 116.394, 0.244, -61.408, -78.448, -87.929, 42.434, 15.092, 24.010, 26.88, 0.1763, -0.84039, -0.09692, -0.50314,
 10:51:56.469,WT901BLE68(ef:e4:2c:bf:73:a9), 2015-1-1 0:2:12.615, -0.065, -0.008, 0.985, -54.504, 2.686, -0.427, 7.449, 4.828, 50.339, 67.032, 55.076, -36.554, 27.08, 0.89606, 0.10175, 0.09027, 0.42242,
 10:51:56.500,WT901BLE68(ef:e4:2c:bf:73:a9), 2015-1-1 0:2:12.615, -0.068, -0.038, 0.938, -60.486, 3.052, -0.488, 4.724, 4.927, 50.257, 67.032, 55.076, -36.554, 27.08, 0.89606, 0.10175, 0.09027, 0.42242,
 10:51:56.529,WT901BLE68(d2:5a:50:4a:21:12), 2015-1-1 0:2:13.255, 1.35, 0.028, 0.298, -3.723, 117.065, 0.305, -42.451, -75.146, -110.187, 42.434, 15.092, 24.010, 26.88, 0.1763, -0.84039, -0.09692, -0.50314,
 10:51:56.559,WT901BLE68(d2:5a:50:4a:21:12), 2015-1-1 0:2:13.255, 1.301, 0.025, 0.375, -3.784, 117.859, 0.366, -31.399, -70.801, -124.547, 42.434, 15.092, 24.010, 26.88, 0.1763, -0.84039, -0.09692, -0.50314,
 10:51:56.590,WT901BLE68(d2:5a:50:4a:21:12), 2015-1-1 0:2:13.255, 1.241, 0.023, 0.491, -3.723, 115.723, 0.305, -24.873, -66.066, -134.379, 42.434, 15.092, 24.010, 26.88, 0.1763, -0.84039, -0.09692, -0.50314,
 10:51:56.592,WT901BLE68(ef:e4:2c:bf:73:a9), 2015-1-1 0:2:12.615, -0.067, -0.072, 0.863, -64.941, 3.296, -0.549, 1.802, 5.048, 50.175, 67.032, 55.076, -36.554, 27.08, 0.90283, -0.05496, 0.02017, 0.42587,
 10:51:56.623,WT901BLE68(ef:e4:2c:bf:73:a9), 2015-1-1 0:2:13.240, -0.068, -0.088, 0.833, -67.688, 3.357, -0.488, -1.241, 5.175, 50.081, 67.032, 55.076, -36.554, 27.08, 0.90283, -0.05496, 0.02017, 0.42587,
 10:51:56.682,WT901BLE68(d2:5a:50:4a:21:12), 2015-1-1 0:2:13.255, 1.19, 0.021, 0.592, -3.723, 117.126, 0.305, -20.709, -61.133, -141.828, 42.434, 15.092, 24.010, 26.88, 0.1763, -0.84039, -0.09692, -0.50314,
 10:51:56.684,WT901BLE68(ef:e4:2c:bf:73:a9), 2015-1-1 0:2:13.240, -0.069, -0.117, 0.749, -71.838, 3.601, -0.427, -4.438, 5.317, 49.988, 67.032, 55.076, -36.554, 27.08, 0.90283, -0.05496, 0.02017, 0.42587,
 10:51:56.713,WT901BLE68(d2:5a:50:4a:21:12), 2015-1-1 0:2:13.255, 1.101, 0.02, 0.657, -3.723, 116.577, 0.366, -17.897, -56.08, -147.92, 42.434, 15.092, 24.010, 26.88, 0.1763, -0.84039, -0.09692, -0.50314,
 10:51:56.715,WT901BLE68(ef:e4:2c:bf:73:a9), 2015-1-1 0:2:13.240, -0.071, -0.132, 0.704, -73.364, 3.784, -0.61, -7.712, 5.466, 49.889, 67.032, 55.076, -36.554, 27.08, 0.90283, -0.05496, 0.02017, 0.42587,
 10:51:56.774,WT901BLE68(d2:5a:50:4a:21:12), 2015-1-1 0:2:13.255, 1.054, 0.014, 0.745, -3.784, 117.981, 0.244, -15.925, -50.949, -153.155, 62.426, -6.762, -13.720, 26.88, 0.1763, -0.84039, -0.09692, -0.50314,
 10:51:56.805,WT901BLE68(d2:5a:50:4a:21:12), 2015-1-1 0:2:13.255, 0.933, 0.013, 0.801, -3.906, 118.042, 0.244, -14.513, -45.769, -157.813, 62.426, -6.762, -13.720, 26.88, 0.1763, -0.84039, -0.09692, -0.50314,
 10:51:56.807,WT901BLE68(ef:e4:2c:bf:73:a9), 2015-1-1 0:2:13.240, -0.066, -0.155, 0.606, -74.158, 3.845, -0.549, -11.036, 5.62, 49.785, 67.032, 55.076, -36.554, 27.08, 0.90283, -0.05496, 0.02017, 0.42587,
 10:51:56.838,WT901BLE68(ef:e4:2c:bf:73:a9), 2015-1-1 0:2:13.240, -0.076, -0.166, 0.562, -73.669, 3.723, -0.427, -14.315, 5.779, 49.686, 67.032, 55.076, -36.554, 27.08, 0.90283, -0.05496, 0.02017, 0.42587,
 10:51:56.897,WT901BLE68(d2:5a:50:4a:21:12), 2015-1-1 0:2:13.255, 0.888, 0.012, 0.87, -3.906, 119.69, 0.305, -13.48, -40.523, -162.059, 62.426, -6.762, -13.720, 26.88, 0.12015, -0.39499, 0.04868, -0.90942,
 10:51:56.899,WT901BLE68(ef:e4:2c:bf:73:a9), 2015-1-1 0:2:13.240, -0.072, -0.18, 0.46, -69.153, 3.54, -0.427, -17.479, 5.944, 49.587, 67.032, 55.076, -36.554, 27.08, 0.90283, -0.05496, 0.02017, 0.42587,
 10:51:56.928,WT901BLE68(d2:5a:50:4a:21:12), 2015-1-1 0:2:13.850, 0.748, 0.009, 0.913, -4.028, 120.911, 0.244, -12.733, -35.244, -166.003, 62.426, -6.762, -13.720, 26.88, 0.12015, -0.39499, 0.04868, -0.90942,
 10:51:56.930,WT901BLE68(ef:e4:2c:bf:73:a9), 2015-1-1 0:2:13.240, -0.069, -0.188, 0.408, -65.369, 3.418, -0.427, -20.418, 6.114, 49.504, 67.032, 55.076, -36.554, 27.08, 0.90283, -0.05496, 0.02017, 0.42587,
 10:51:56.959,WT901BLE68(d2:5a:50:4a:21:12), 2015-1-1 0:2:13.850, 0.674, 0.001, 0.957, -4.15, 122.559, 0.061, -12.2, -29.872, -169.733, 62.426, -6.762, -13.720, 26.88, 0.12015, -0.39499, 0.04868, -0.90942,
 10:51:57.020,WT901BLE68(d2:5a:50:4a:21:12), 2015-1-1 0:2:13.850, 0.518, 0, 0.981, -4.089, 124.023, 0.244, -11.843, -24.472, -173.304, 62.426, -6.762, -13.720, 26.88, 0.12015, -0.39499, 0.04868, -0.90942,
 10:51:57.053,WT901BLE68(ef:e4:2c:bf:73:a9), 2015-1-1 0:2:13.240, -0.073, -0.201, 0.325, -55.176, 2.747, -0.427, -23.038, 6.284, 49.444, 65.562, 58.408, -22.638, 27.08, 0.90283, -0.05496, 0.02017, 0.42587,
 10:51:57.082,WT901BLE68(d2:5a:50:4a:21:12), 2015-1-1 0:2:13.850, 0.45, -0.003, 1.003, -4.089, 121.765, 0.183, -11.64, -19.083, -176.737, 62.426, -6.762, -13.720, 26.88, 0.12015, -0.39499, 0.04868, -0.90942,
 10:51:57.084,WT901BLE68(ef:e4:2c:bf:73:a9), 2015-1-1 0:2:13.240, -0.073, -0.208, 0.269, -46.814, 2.441, -0.61, -25.241, 6.465, 49.427, 65.562, 58.408, -22.638, 27.08, 0.90283, -0.05496, 0.02017, 0.42587,
 10:51:57.086,WT901BLE68(ef:e4:2c:bf:73:a9), 2015-1-1 0:2:13.240, -0.073, -0.21, 0.23, -31.555, 1.709, -0.427, -26.938, 6.652, 49.471, 65.562, 58.408, -22.638, 27.08, 0.90283, -0.05496, 0.02017, 0.42587,
 10:51:57.143,WT901BLE68(d2:5a:50:4a:21:12), 2015-1-1 0:2:13.850, 0.328, -0.006, 1.013, -4.028, 120.422, 0.183, -11.563, -13.826, 179.945, 62.426, -6.762, -13.720, 26.88, 0.12015, -0.39499, 0.04868, -0.90942,
 10:51:57.145,WT901BLE68(ef:e4:2c:bf:73:a9), 2015-1-1 0:2:13.240, -0.071, -0.211, 0.213, -22.095, 1.16, -0.244, -28.114, 6.839, 49.581, 65.562, 58.408, -22.638, 27.08, 0.84567, -0.32672, -0.08987, 0.41217,
 10:51:57.174,WT901BLE68(d2:5a:50:4a:21:12), 2015-1-1 0:2:13.850, 0.245, -0.011, 1.012, -3.967, 119.019, 0.183, -11.585, -8.646, 176.721, 62.426, -6.762, -13.720, 26.88, 0.12015, -0.39499, 0.04868, -0.90942,
 10:51:57.205,WT901BLE68(d2:5a:50:4a:21:12), 2015-1-1 0:2:13.850, 0.123, -0.012, 0.999, -3.967, 120.3, 0.244, -11.706, -3.483, 173.551, 62.426, -6.762, -13.720, 26.88, 0.12015, -0.39499, 0.04868, -0.90942,
 10:51:57.207,WT901BLE68(ef:e4:2c:bf:73:a9), 2015-1-1 0:2:13.240, -0.072, -0.21, 0.204, -8.362, 0.427, -0.244, -28.812, 7.026, 49.768, 65.562, 58.408, -22.638, 27.08, 0.84567, -0.32672, -0.08987, 0.41217,
 10:51:57.268,WT901BLE68(ef:e4:2c:bf:73:a9), 2015-1-1 0:2:13.835, -0.079, -0.21, 0.206, 0.244, 0, 0, -29.037, 7.202, 50.026, 65.562, 58.408, -22.638, 27.08, 0.84567, -0.32672, -0.08987, 0.41217,
 10:51:57.298,WT901BLE68(ef:e4:2c:bf:73:a9), 2015-1-1 0:2:13.835, -0.07, -0.208, 0.214, 12.207, -0.61, 0.122, -28.795, 7.361, 50.328, 65.562, 58.408, -22.638, 27.08, 0.84567, -0.32672, -0.08987, 0.41217,
 10:51:57.298,WT901BLE68(d2:5a:50:4a:21:12), 2015-1-1 0:2:13.850, 0.023, -0.016, 0.97, -3.906, 119.324, 0.244, -11.915, 1.659, 170.42, 62.426, -6.762, -13.720, 26.88, 0.12015, -0.39499, 0.04868, -0.90942,
 10:51:57.327,WT901BLE68(d2:5a:50:4a:21:12), 2015-1-1 0:2:13.850, -0.058, -0.021, 0.94, -3.906, 118.774, 0.305, -12.217, 6.79, 167.316, 62.426, -6.762, -13.720, 26.88, 0.12015, -0.39499, 0.04868, -0.90942,
 10:51:57.329,WT901BLE68(ef:e4:2c:bf:73:a9), 2015-1-1 0:2:13.835, -0.071, -0.208, 0.235, 19.104, -1.038, 0.244, -28.125, 7.498, 50.652, 65.562, 58.408, -22.638, 27.08, 0.84567, -0.32672, -0.08987, 0.41217,
 10:51:57.391,WT901BLE68(d2:5a:50:4a:21:12), 2015-1-1 0:2:13.850, -0.171, -0.021, 0.891, -3.967, 118.713, 0.366, -12.601, 11.854, 164.235, 83.888, -20.482, -28.028, 26.88, 0.12015, -0.39499, 0.04868, -0.90942,
 10:51:57.419,WT901BLE68(d2:5a:50:4a:21:12), 2015-1-1 0:2:13.850, -0.221, -0.026, 0.843, -3.845, 117.188, 0.366, -13.096, 16.93, 161.136, 83.888, -20.482, -28.028, 26.88, 0.12015, -0.39499, 0.04868, -0.90942,
 10:51:57.421,WT901BLE68(ef:e4:2c:bf:73:a9), 2015-1-1 0:2:13.835, -0.071, -0.207, 0.267, 28.625, -1.526, 0.244, -27.043, 7.614, 50.971, 65.562, 58.408, -22.638, 27.08, 0.84567, -0.32672, -0.08987, 0.41217,
 10:51:57.452,WT901BLE68(ef:e4:2c:bf:73:a9), 2015-1-1 0:2:13.835, -0.071, -0.207, 0.298, 32.959, -1.648, 0.183, -25.587, 7.701, 51.268, 65.562, 58.408, -22.638, 27.08, 0.84567, -0.32672, -0.08987, 0.41217,
 10:51:57.511,WT901BLE68(d2:5a:50:4a:21:12), 2015-1-1 0:2:13.850, -0.315, -0.026, 0.775, -3.845, 116.455, 0.427, -13.683, 21.901, 158.044, 83.888, -20.482, -28.028, 26.88, -0.14749, 0.17068, 0.09253, -0.96976,
 10:51:57.515,WT901BLE68(ef:e4:2c:bf:73:a9), 2015-1-1 0:2:13.835, -0.073, -0.206, 0.334, 40.222, -2.075, 0.244, -23.818, 7.762, 51.531, 65.562, 58.408, -22.638, 27.08, 0.84567, -0.32672, -0.08987, 0.41217,
 10:51:57.542,WT901BLE68(d2:5a:50:4a:21:12), 2015-1-1 0:2:13.850, -0.361, -0.03, 0.714, -3.784, 116.089, 0.366, -14.409, 26.911, 154.896, 83.888, -20.482, -28.028, 26.88, -0.14749, 0.17068, 0.09253, -0.96976,
 10:51:57.544,WT901BLE68(ef:e4:2c:bf:73:a9), 2015-1-1 0:2:13.835, -0.074, -0.202, 0.379, 43.091, -2.136, 0.366, -21.753, 7.789, 51.762, 65.562, 58.408, -22.638, 27.08, 0.84567, -0.32672, -0.08987, 0.41217,
 10:51:57.605,WT901BLE68(d2:5a:50:4a:21:12), 2015-1-1 0:2:13.850, -0.432, -0.031, 0.626, -3.845, 116.516, 0.305, -15.276, 31.893, 151.688, 83.888, -20.482, -28.028, 26.88, -0.14749, 0.17068, 0.09253, -0.96976,
 10:51:57.635,WT901BLE68(d2:5a:50:4a:21:12), 2015-1-1 0:2:13.850, -0.479, -0.032, 0.555, -3.784, 116.333, 0.305, -16.359, 36.947, 148.348, 83.888, -20.482, -28.028, 26.88, -0.14749, 0.17068, 0.09253, -0.96976,
 10:51:57.637,WT901BLE68(ef:e4:2c:bf:73:a9), 2015-1-1 0:2:13.835, -0.072, -0.198, 0.42, 48.706, -2.563, 0.305, -19.462, 7.784, 51.949, 65.562, 58.506, -21.756, 27.08, 0.84567, -0.32672, -0.08987, 0.41217,
 10:51:57.668,WT901BLE68(ef:e4:2c:bf:73:a9), 2015-1-1 0:2:13.835, -0.073, -0.194, 0.465, 50.537, -2.563, 0.366, -16.963, 7.745, 52.103, 65.562, 58.506, -21.756, 27.08, 0.84567, -0.32672, -0.08987, 0.41217,
 10:51:57.699,WT901BLE68(ef:e4:2c:bf:73:a9), 2015-1-1 0:2:13.835, -0.072, -0.184, 0.528, 54.016, -2.808, 0.427, -14.304, 7.674, 52.229, 65.562, 58.506, -21.756, 27.08, 0.84567, -0.32672, -0.08987, 0.41217,
 10:51:57.725,WT901BLE68(d2:5a:50:4a:21:12), 2015-1-1 0:2:14.565, -0.529, -0.034, 0.451, -3.784, 116.577, 0.305, -17.688, 42.001, 144.849, 83.888, -20.482, -28.028, 26.88, -0.14749, 0.17068, 0.09253, -0.96976,
 10:51:57.758,WT901BLE68(d2:5a:50:4a:21:12), 2015-1-1 0:2:14.565, -0.544, -0.036, 0.376, -3.784, 115.295, 0.305, -19.374, 47.082, 141.07, 83.888, -20.482, -28.028, 26.88, -0.14749, 0.17068, 0.09253, -0.96976,
 10:51:57.760,WT901BLE68(ef:e4:2c:bf:73:a9), 2015-1-1 0:2:13.835, -0.073, -0.177, 0.562, 54.565, -2.747, 0.488, -11.552, 7.581, 52.328, 65.562, 58.506, -21.756, 27.08, 0.84567, -0.32672, -0.08987, 0.41217,
 10:51:57.789,WT901BLE68(d2:5a:50:4a:21:12), 2015-1-1 0:2:14.565, -0.572, -0.034, 0.26, -3.784, 115.967, 0.305, -21.539, 52.147, 136.884, 83.888, -20.482, -28.028, 26.88, -0.14749, 0.17068, 0.09253, -0.96976,
 10:51:57.822,WT901BLE68(ef:e4:2c:bf:73:a9), 2015-1-1 0:2:13.835, -0.071, -0.161, 0.626, 57.007, -2.869, 0.366, -8.707, 7.465, 52.399, 65.562, 58.506, -21.756, 27.08, 0.87149, -0.20853, -0.03088, 0.44269,
 10:51:57.850,WT901BLE68(d2:5a:50:4a:21:12), 2015-1-1 0:2:14.565, -0.583, -0.036, 0.181, -3.784, 115.417, 0.366, -24.456, 57.25, 132.012, 83.888, -20.482, -28.028, 26.88, -0.14749, 0.17068, 0.09253, -0.96976,
 10:51:57.883,WT901BLE68(ef:e4:2c:bf:73:a9), 2015-1-1 0:2:14.460, -0.07, -0.151, 0.66, 57.434, -2.991, 0.488, -5.823, 7.322, 52.449, 65.562, 58.506, -21.756, 27.08, 0.87149, -0.20853, -0.03088, 0.44269,
 10:51:57.912,WT901BLE68(d2:5a:50:4a:21:12), 2015-1-1 0:2:14.565, -0.575, -0.035, 0.059, -3.845, 116.455, 0.366, -28.537, 62.342, 126.057, 83.888, -20.482, -28.028, 26.88, -0.14749, 0.17068, 0.09253, -0.96976,
 10:51:57.914,WT901BLE68(ef:e4:2c:bf:73:a9), 2015-1-1 0:2:14.460, -0.069, -0.131, 0.728, 58.411, -2.991, 0.427, -2.9, 7.169, 52.482, 65.562, 58.506, -21.756, 27.08, 0.87149, -0.20853, -0.03088, 0.44269,
 10:51:57.945,WT901BLE68(ef:e4:2c:bf:73:a9), 2015-1-1 0:2:14.460, -0.067, -0.116, 0.757, 58.594, -2.991, 0.488, 0.011, 6.998, 52.493, 65.562, 58.506, -21.756, 27.08, 0.87149, -0.20853, -0.03088, 0.44269,
 10:51:57.973,WT901BLE68(d2:5a:50:4a:21:12), 2015-1-1 0:2:14.565, -0.574, -0.035, -0.02, -3.784, 116.028, 0.366, -34.579, 67.341, 118.24, 105.448, -18.620, -7.056, 26.88, -0.14749, 0.17068, 0.09253, -0.96976,
 10:51:58.004,WT901BLE68(d2:5a:50:4a:21:12), 2015-1-1 0:2:14.565, -0.065, -0.035, -0.147, -3.845, 117.859, 0.366, -44.253, 72.087, 106.957, 105.448, -18.620, -7.056, 26.88, -0.14749, 0.17068, 0.09253, -0.96976,
 10:51:58.037,WT901BLE68(ef:e4:2c:bf:73:a9), 2015-1-1 0:2:14.460, -0.068, -0.09, 0.828, 58.289, -2.991, 0.427, 2.917, 6.817, 52.487, 65.562, 58.506, -21.756, 27.08, 0.87149, -0.20853, -0.03088, 0.44269,
 10:51:58.066,WT901BLE68(d2:5a:50:4a:21:12), 2015-1-1 0:2:14.565, -0.53, 0, -0.07, -3.845, 117.554, 0.305, -60.727, 76.031, 89.632, 105.448, -18.620, -7.056, 26.88, -0.14749, 0.17068, 0.09253, -0.96976,
 10:51:58.068,WT901BLE68(ef:e4:2c:bf:73:a9), 2015-1-1 0:2:14.460, -0.068, -0.072, 0.859, 57.922, -2.991, 0.549, 5.762, 6.63, 52.465, 65.562, 58.506, -21.756, 27.08, 0.87149, -0.20853, -0.03088, 0.44269,
 10:51:58.127,WT901BLE68(d2:5a:50:4a:21:12), 2015-1-1 0:2:14.565, -0.473, -0.033, -0.347, -3.906, 117.432, 0.305, -86.743, 77.997, 63.561, 105.448, -18.620, -7.056, 26.88, -0.25287, 0.68497, -0.09872, -0.67603,
 10:51:58.129,WT901BLE68(ef:e4:2c:bf:73:a9), 2015-1-1 0:2:14.460, -0.065, -0.041, 0.923, 55.42, -2.747, 0.488, 8.514, 6.443, 52.432, 65.562, 58.506, -21.756, 27.08, 0.87149, -0.20853, -0.03088, 0.44269,
 10:51:58.158,WT901BLE68(d2:5a:50:4a:21:12), 2015-1-1 0:2:14.565, -0.428, -0.03, -0.418, -3.784, 116.76, 0.305, -114.961, 76.844, 35.535, 105.448, -18.620, -7.056, 26.88, -0.25287, 0.68497, -0.09872, -0.67603,
 10:51:58.160,WT901BLE68(ef:e4:2c:bf:73:a9), 2015-1-1 0:2:14.460, -0.064, -0.023, 0.948, 54.26, -2.808, 0.549, 11.135, 6.257, 52.377, 65.562, 58.506, -21.756, 27.08, 0.87149, -0.20853, -0.03088, 0.44269,
 10:51:58.217,WT901BLE68(d2:5a:50:4a:21:12), 2015-1-1 0:2:15.075, -0.36, -0.029, -0.529, -3.845, 117.004, 0.305, -135.06, 73.081, 15.672, 105.448, -18.620, -7.056, 26.88, -0.25287, 0.68497, -0.09872, -0.67603,
 10:51:58.250,WT901BLE68(d2:5a:50:4a:21:12), 2015-1-1 0:2:15.075, -0.287, -0.026, -0.594, -3.845, 117.493, 0.366, -147.014, 67.928, 3.955, 105.448, -18.620, -7.056, 26.88, -0.25287, 0.68497, -0.09872, -0.67603,
 10:51:58.252,WT901BLE68(ef:e4:2c:bf:73:a9), 2015-1-1 0:2:14.460, -0.064, 0.01, 1, 51.147, -2.563, 0.488, 13.629, 6.07, 52.317, 65.562, 58.506, -21.756, 27.08, 0.87149, -0.20853, -0.03088, 0.44269,
 10:51:58.283,WT901BLE68(ef:e4:2c:bf:73:a9), 2015-1-1 0:2:14.460, -0.062, 0.031, 1.025, 49.561, -2.563, 0.488, 15.974, 5.889, 52.245, 65.562, 58.506, -21.756, 27.08, 0.87149, -0.20853, -0.03088, 0.44269,
 10:51:58.340,WT901BLE68(d2:5a:50:4a:21:12), 2015-1-1 0:2:15.075, -0.221, -0.022, -0.689, -3.845, 118.225, 0.305, -154.319, 62.051, -3.126, 105.448, -18.620, -7.056, 26.88, -0.25287, 0.68497, -0.09872, -0.67603,
 10:51:58.344,WT901BLE68(ef:e4:2c:bf:73:a9), 2015-1-1 0:2:14.460, -0.061, 0.06, 1.068, 45.654, -2.319, 0.366, 18.149, 5.713, 52.169, 66.542, 55.272, -36.456, 27.08, 0.87149, -0.20853, -0.03088, 0.44269,
 10:51:58.371,WT901BLE68(d2:5a:50:4a:21:12), 2015-1-1 0:2:15.075, -0.122, -0.021, -0.748, -3.845, 119.934, 0.366, -159.044, 55.772, -7.652, 105.448, -18.620, -7.056, 26.88, -0.25287, 0.68497, -0.09872, -0.67603,
 10:51:58.375,WT901BLE68(ef:e4:2c:bf:73:a9), 2015-1-1 0:2:14.460, -0.061, 0.082, 1.1, 43.335, -2.197, 0.427, 20.16, 5.548, 52.081, 66.542, 55.272, -36.456, 27.08, 0.87149, -0.20853, -0.03088, 0.44269,
 10:51:58.404,WT901BLE68(d2:5a:50:4a:21:12), 2015-1-1 0:2:15.075, -0.062, -0.018, -0.823, -3.906, 119.385, 0.366, -162.274, 49.279, -10.706, 105.448, -18.620, -7.056, 26.88, -0.25287, 0.68497, -0.09872, -0.67603,
 10:51:58.465,WT901BLE68(d2:5a:50:4a:21:12), 2015-1-1 0:2:15.075, 0.069, -0.015, -0.869, -3.906, 120.3, 0.366, -164.235, 42.671, -11.816, 105.448, -18.620, -7.056, 26.88, -0.25287, 0.68497, -0.09872, -0.67603,
 10:51:58.467,WT901BLE68(ef:e4:2c:bf:73:a9), 2015-1-1 0:2:14.460, -0.059, 0.11, 1.125, 38.147, -1.953, 0.427, 21.945, 5.389, 51.987, 66.542, 55.272, -36.456, 27.08, 0.89612, 0.0545, 0.07898, 0.4332,
 10:51:58.498,WT901BLE68(ef:e4:2c:bf:73:a9), 2015-1-1 0:2:15.055, -0.055, 0.129, 1.157, 34.668, -1.831, 0.366, 23.516, 5.24, 51.899, 66.542, 55.272, -36.456, 27.08, 0.89612, 0.0545, 0.07898, 0.4332,
 10:51:58.526,WT901BLE68(d2:5a:50:4a:21:12), 2015-1-1 0:2:15.075, 0.126, -0.011, -0.917, -3.906, 119.08, 0.305, -165.196, 36.079, -10.937, 105.448, -18.620, -7.056, 26.88, -0.25287, 0.68497, -0.09872, -0.67603,
