204453847.581710,-156718700.991745,0.000000
176798070161.401825,-128092453772.839386,0.000000
169612012305.640411,-105588866894.514374,0.000000
162750942557.048370,-82709902195.864136,0.000000
156255379828.526764,-59583655218.693413,0.000000
150159729552.300232,-36340149711.798615,0.000000
144491893878.973022,-13109635928.857502,0.000000
139273028091.389435,9979097220.603554,0.000000
134517445474.390091,32800357538.639549,0.000000
130232668063.436340,55233096142.790749,0.000000
126419616155.934769,77162332594.091537,0.000000
123072925395.579071,98480430434.094589,0.000000
120181376801.024384,119088200401.749374,0.000000
117728422416.775574,138895814509.600769,0.000000
115692787390.416077,157823520320.223480,0.000000
114049128249.408722,175802150900.062317,0.000000
112768726941.472794,192773431803.144714,0.000000
111820200754.058533,208690091815.311981,0.000000
111170209442.941498,223515788932.540466,0.000000
110784142670.400146,237224866981.061066,0.000000
110626773036.461594,249801961385.357971,0.000000
110662862454.029510,261241474783.350464,0.000000
110857712234.643707,271546944511.947113,0.000000
111177649894.862564,280730324490.150940,0.000000
111590448245.871094,288811203775.638367,0.000000
112065674721.089432,295815983194.164978,0.000000
112574971034.647110,301777030023.421509,0.000000
113092265123.467514,306731828901.396790,0.000000
113593918864.248337,310722145025.130859,0.000000
114058816265.499283,313793213430.609680,0.000000
114468397733.804825,315992965801.944092,0.000000
114806646600.513596,317371303926.662659,0.000000
115060034411.217545,317979426680.174377,0.000000
115217431561.422043,317869215331.038635,0.000000
115269989731.302673,317092680061.772522,0.000000
115211002289.375275,315701468915.457336,0.000000
115035748413.153091,313746438933.008057,0.000000
114741326176.441299,311277288024.367188,0.000000
114326479286.659195,308342245142.877563,0.000000
113791421565.552124,304987815558.737732,0.000000
113137662666.218231,301258577469.127380,0.000000
112367837937.659760,297197025797.129761,0.000000
111485544789.794189,292843458808.527405,0.000000
110495187394.436172,288235903084.948303,0.000000
109401831090.178162,283410072418.485840,0.000000
108211067435.806885,278399356303.078613,0.000000
106928890495.687759,273234833888.639709,0.000000
105561584620.740448,267945309497.559448,0.000000
104115623732.149673,262557366083.145477,0.000000
102597581894.621933,257095433305.993927,0.000000
101014054798.333771,251581867213.986389,0.000000
99371591634.392136,246037038827.525330,0.000000
97676636754.373383,240479429237.231445,0.000000
95935480435.801102,234925729117.984192,0.000000
94154218038.623810,229390940844.509033,0.000000
92338716814.113525,223888481656.685669,0.000000
90494589633.014679,218430286565.036865,0.000000
88627174907.520584,213026909907.248199,0.000000
86741522010.326416,207687624665.157135,0.000000
84842381525.012177,202420518831.926208,0.000000
82934199701.140350,197232588272.423462,0.000000
81021116530.812912,192129825660.842133,0.000000
79106966907.833664,187117305195.737885,0.000000
